=== CONTROL_TICK ===
scan_date|ticker|dist_sec|minutes_since_open|gap_pct|prev_close|rel_volume|today_volume|adv|market_cap|float_shares|ep_score|filter_reason
2026-08-04|ZBRA|0.028431|1|10.07|291.64|0.07||775420.536001||||outside top-20 gap cap (gap 10.1%)
2026-08-05|AMPX|840.052957|15|12.3|10.81|0.12||6475880.9121785|||39.6|score 40 < 50 (catalyst=routine)
2026-08-05|ANET|1259.950977||10.49|190.51|0.05||8553488.352712||||outside top-20 gap cap (gap 10.5%)
2026-08-05|APPS|0.025537|1|24.61|9.51|0.18||3515933.8875155||||already scored earlier today
2026-08-05|BLMN|0.025537|1|33.97|8.92|0.17||1966146.652743|||30|score 30 < 50 (catalyst=routine)
2026-08-05|DT|0.025537|1|11.57|45.71|0.06||4702813.013488|||18|score 18 < 50 (catalyst=routine)
2026-08-05|ECG|0.025537|1|12.36|136.16|0||696232.4086605001||||filter:session_rvol_too_low: session_rvol=0.40x (today 2,750 / baseline 6,802 n=21) < 1.0x
2026-08-05|FRPT|6059.974605||10.45|62.38|0.05||1413464.9038075|||24|score 24 < 50 (catalyst=routine)
2026-08-05|HGTY|1440.052223|25|11.69|11.72|0.14||132540.29255399999|||60.5|
2026-08-05|INTA|840.052957|15|11.13|32.78|0||789125.3958320001||||filter:session_rvol_too_low: session_rvol=0.08x (today 2,465 / baseline 31,770 n=21) < 1.0x
2026-08-05|KMT|59.942303|1|15.53|36.06|0.02||1008189.5550265||||already scored earlier today
2026-08-05|KODK|0.025537|1|13.1|8.93|0.06||705907.6183205||||already scored earlier today
2026-08-05|KTOS|0.025537|1|15.23|51.87|0.15||4396572.534067||||already scored earlier today
2026-08-05|PGEN|5759.977121||11.79|6.53|0||4575404.8918605|||-12|score -12 < 50 (catalyst=routine)
2026-08-05|PRGO|0.025537|1|19.2|10.78|0.03||3089159.7812865||||already scored earlier today
2026-08-05|QLYS|0.025537|1|13.72|161.06|0||833600.4491425001||||filter:session_rvol_too_low: session_rvol=0.38x (today 4,089 / baseline 10,803 n=21) < 1.0x
2026-08-05|ROCK|1140.055624|20|14.9|48.06|0.1||338200.4131375|||60.5|
2026-08-05|SHOP|0.025537|1|22.25|123.3|0.45||8796000.269914|||30|score 30 < 50 (catalyst=routine)
2026-08-05|SWIM|0.025537|1|15.09|5.7|0.02||690530.185063|||24|score 24 < 50 (catalyst=routine)
2026-08-05|TATT|0.025537|1|11.67|41.65|0.31||164188.63843300001||||already scored earlier today
2026-08-05|TBI|0.025537|1|15.08|7.69|0.02||284908.453012|||30|score 30 < 50 (catalyst=routine)
2026-08-05|TVTX|59.942303|1|11.91|56.02|0||1545170.0426715||||filter:session_rvol_too_low: session_rvol=0.27x (today 5,140 / baseline 19,292 n=21) < 1.0x
2026-08-05|UPST|59.942303|1|17.74|30.32|0.1||4124572.429214|||42|score 42 < 50 (catalyst=routine)
2026-08-05|YOU|0.025537|1|14.48|55.73|0.02||1406906.6687165|||36|score 36 < 50 (catalyst=strong)
2026-08-06|AEVA|59.946154|1|34.17|19.61|0.27||1647336.055799||||already scored earlier today
2026-08-06|ASPN|59.946154|1|30.14|5.01|0.37||1155508.432448||||quality filter: filter:mcap_too_small: $415M < $500M
2026-08-06|CAI|59.946154|1|15.5|16.45|0.01||3768885.9754225|||42|score 42 < 50 (catalyst=routine)
2026-08-06|CDRE|1140.050490|20|16.02|31.03|0.08||360695.9770885|||30|score 30 < 50 (catalyst=routine)
2026-08-06|DCTH|59.946154|1|10.85|12.63|0.03||389713.8416275||||quality filter: filter:mcap_too_small: $436M < $500M
2026-08-06|INSM|59.946154|1|28.73|99.02|0.17||2798264.1623425||||already scored earlier today
2026-08-06|KRO|840.062163|15|12.72|6.21|0.01||319629.578076||||pre-mkt volume 4,195 < 25,000 shares
2026-08-06|LFST|5759.977983||16.3|10.37|0||3503883.141543||||already scored earlier today
2026-08-06|MGNI|540.298368|10|11.27|20.67|0.1||2516209.0126655||||routine catalyst, gap 11.3%
2026-08-06|ORA|59.946154|1|10.05|98.02|0.01||951314.691413||||filter:session_rvol_too_low: session_rvol=0.85x (today 8,854 / baseline 10,450 n=22) < 1.0x
2026-08-06|PAYC|59.946154|1|16.16|174.8|0.01||909391.022871|||30|score 30 < 50 (catalyst=routine)
2026-08-06|PAYS|1140.050490|20|18.4|9.59|0.65||568600.3359095|||18|score 18 < 50 (catalyst=routine)
2026-08-06|RDW|59.946154|1|10.62|10.72|0.12||18796332.727819||||already scored earlier today
2026-08-06|RELY|8459.975840||11.88|24.07|0.01||2823427.2944719996|||18|score 18 < 50 (catalyst=routine)
2026-08-06|SITM|59.946154|1|27.27|543.12|0.07||512254.70008850005||||already scored earlier today
2026-08-06|SOUN|59.946154|1|26.91|6.43|0.19||34958938.950033||||M&A/buyout catalyst — no momentum trade
2026-08-06|TASK|840.062163|15|11.39|6.32|0.08||684684.3193265|||50.4|
2026-08-06|TPC|1140.050490|20|13.78|84.55|0.05||660500.5427379999||||outside top-20 gap cap (gap 13.8%)
2026-08-06|TRUP|840.062163|15|10.7|24.39|0.01||367649.4859495||||filter:session_rvol_too_low: session_rvol=0.28x (today 3,866 / baseline 13,786 n=19) < 1.0x
2026-08-06|U|959.962193||15.17|35.47|0.36||7941165.691189||||already scored earlier today
2026-08-06|WPP|59.946154|1|26.64|20.61|0.75||451150.231548|||30|score 30 < 50 (catalyst=routine)
2026-08-07|ACMR|59.956556|1|15.22|78.98|0.08||1322956.0848019999||||already scored earlier today
2026-08-07|AKAM|6959.973210||11.51|118.55|0.01||3710783.4604554996||||outside top-20 gap cap (gap 11.5%)
2026-08-07|CART|59.956556|1|14.06|45.03|0.03||4199067.123548|||18|score 18 < 50 (catalyst=routine)
2026-08-07|CRSR|0.032058|1|15.46|10.61|0.07||1646785.5515315||||already scored earlier today
2026-08-07|DOCS|0.032058|1|78.17|20.66|4.47||3562105.632134||||already scored earlier today
2026-08-07|FIGS|0.032058|1|32.21|11.24|0.06||3468621.17856||||already scored earlier today
2026-08-07|FLR|0.032058|1|10.77|48.75|0.02||2230747.7150075||||outside top-20 gap cap (gap 10.8%)
2026-08-07|FROG|59.956556|1|16.02|83.04|0.01||2415650.7339805||||already scored earlier today
2026-08-07|INOD|0.032058|1|15.29|65.48|0.09||1238047.1108175||||already scored earlier today
2026-08-07|MTW|0.032058|1|19.63|14.21|0.01||225743.33994550002||||pre-mkt volume 1,554 < 25,000 shares
2026-08-07|NET|0.032058|1|14.86|284.43|0.05||3222370.7166275||||already scored earlier today
2026-08-07|NTRA|0.032058|1|16.83|265.38|0.01||1344996.7700395||||filter:session_rvol_too_low: session_rvol=0.52x (today 10,536 / baseline 20,119 n=23) < 1.0x
2026-08-07|ONTO|0.032058|1|12.02|268.7|0.01||1428941.26768||||outside top-20 gap cap (gap 12.0%)
2026-08-07|PRAA|1140.049820|20|16.61|18.15|0.07||390056.6996075|||84|
2026-08-07|PSIX|0.032058|1|18.61|33.02|0.05||461873.06814|||48|score 48 < 50 (catalyst=routine)
2026-08-07|PUBM|0.032058|1|33.79|13.48|0.13||490423.387992||||already scored earlier today
2026-08-07|QNST|0.032058|1|29.37|15.22|0.02||675278.8406595||||filter:session_rvol_too_low: session_rvol=0.80x (today 10,143 / baseline 12,622 n=21) < 1.0x
2026-08-07|ROAD|1140.049820|20|15.23|100.16|0.08||889761.157375|||30|score 30 < 50 (catalyst=routine)
2026-08-07|TEAM|0.032058|1|34.87|110.17|0.2||4023906.902292||||already scored earlier today
2026-08-07|TWLO|0.032058|1|20.86|193.2|0.05||1834889.81168||||already scored earlier today
2026-08-07|WLDN|0.032058|1|16.03|73.69|0.02||321385.85141799995||||already scored earlier today
2026-08-10|ABCL|0.024161|1|32.75|6.93|1.37||6291141.6775525||||already scored earlier today
2026-08-10|ACHR|0.024161|1|15.74|5.59|0.46||30267950.1553085|||42|score 42 < 50 (catalyst=routine)
2026-08-10|ALOY|3659.981035||11.65|12.27|0.05||3018297.0080124997|||24|score 24 < 50 (catalyst=routine)
2026-08-10|NESR|840.056891|15|11.99|29.02|0.11||1909418.5386095|||53.3|
2026-08-10|SLN|0.024161|1|38.91|11.95|9.16||573373.993604||||already scored earlier today
2026-08-10|TH|4559.958924||12.17|16.51|0||1129273.8040089998||||filter:pm_rvol_too_low: pm_rvol=0.69x (today 1,713 / baseline 2,466 n=12) < 1.0x
2026-08-11|ACVA|0.020599|1|12.67|7.26|0.63||3139160.7991505|||27.6|score 28 < 50 (catalyst=routine)
2026-08-11|AP|1440.047749|25|10.61|8.67|0.06||161411.02409899997|||24|score 24 < 50 (catalyst=routine)
2026-08-11|APEI|359.952584||12.89|47.39|0.04||328114.6317725|||24|score 24 < 50 (catalyst=routine)
2026-08-11|BW|0.020599|1|36.02|8.88|0.23||3746713.210849||||already scored earlier today
2026-08-11|CODI|1140.077066|20|12.55|11.08|0.07||644467.368886|||18|score 18 < 50 (catalyst=routine)
2026-08-11|FRMI|0.020599|1|22.23|5.88|0.19||17892920.3405535||||already scored earlier today
2026-08-11|NIQ|0.020599|1|15.07|11.68|0.01||1574830.3805510001||||filter:session_rvol_too_low: session_rvol=0.70x (today 9,514 / baseline 13,654 n=21) < 1.0x
2026-08-11|RIOT|0.020599|1|18.56|19.4|0.21||17601065.902326||||already scored earlier today
2026-08-11|RPD|840.046758|15|11.02|11.61|0.01||2726075.8352295||||filter:session_rvol_too_low: session_rvol=0.25x (today 30,158 / baseline 122,288 n=21) < 1.0x
2026-08-11|SE|540.054035|10|10.03|114.8|0.26||4984484.441164||||already scored earlier today
2026-08-12|ATRO|0.028806|1|10.05|74.91|0.02||554081.912043||||already scored earlier today
2026-08-12|BE|0.028806|1|10.78|211.21|0.07||16176877.314548|||27.6|score 28 < 50 (catalyst=routine)
2026-08-12|BRUN|659.956952||11.77|18.61|0.02||1590680.612148||||already scored earlier today
2026-08-12|CAVA|0.028806|1|17.68|60.81|0.09||3711944.547557|||33.6|score 34 < 50 (catalyst=routine)
2026-08-12|CRWV|0.028806|1|18.92|90.32|0.27||25214602.7879215|||24|score 24 < 50 (catalyst=routine)
2026-08-12|EROC|0.028806|1|15.91|11.25|0.06||1585022.7117585||||already scored earlier today
2026-08-12|GLBE|7859.973947||10.25|40.86|0.02||1238743.7517265||||already scored earlier today
2026-08-12|HRB|0.028806|1|13.48|46.67|0.03||2144047.5521795|||21.6|score 22 < 50 (catalyst=strong)
2026-08-12|KRNT|4259.963217||10.92|17.58|0.04||206864.21175000002|||42|score 42 < 50 (catalyst=strong)
2026-08-12|MRX|1440.046138|25|12.45|59.93|0.15||716672.0453164999|||53.3|
2026-08-12|NBIS|0.028806|1|16.55|193.23|0.29||23459101.1457545||||already scored earlier today
2026-08-12|RSKD|0.028806|1|19.54|5.27|0.12||660385.246038|||24|score 24 < 50 (catalyst=routine)
2026-08-12|SMWB|0.028806|1|14.48|7.25|0.14||819304.5081075|||-6|score -6 < 50 (catalyst=routine)
2026-08-12|WYFI|0.028806|1|12.51|24.22|0.13||2419064.1961275004||||already scored earlier today
2026-08-13|AEBI|1440.051234|25|13.66|12.99|1.02||322157.27865750005|||42|score 42 < 50 (catalyst=routine)
2026-08-13|AVAH|59.943279|1|10.5|9.05|0.02||2026690.2200190001|||18|score 18 < 50 (catalyst=routine)
2026-08-13|BIRK|0.022007|1|13.77|36.74|0.1||1518975.4923795|||18|score 18 < 50 (catalyst=routine)
2026-08-13|BLSH|1440.051234|25|12.4|24.63|0.29||1309564.2761295|||54|
2026-08-13|CGEM|1259.957887||11.5|19.6|0.04||642701.498713||||already scored earlier today
2026-08-13|CRMD|0.022007|1|15.92|7.1|0.2||880447.1886440001||||already scored earlier today
2026-08-13|ELMT|1259.957887||11.93|16.93|0.08||308071.97402850003|||24|score 24 < 50 (catalyst=routine)
2026-08-13|ENS|0.022007|1|14.07|186.72|0.06||444923.9695005|||24|score 24 < 50 (catalyst=routine)
2026-08-13|HLIT|0.022007|1|24.42|12|0.26||1427131.7891865||||already scored earlier today
2026-08-13|KURA|1140.059164|20|13.43|9.94|0.29||1345006.1509790001|||60.5|
2026-08-13|OMER|0.022007|1|23.96|13.71|0.24||1471337.1555195|||42|score 42 < 50 (catalyst=routine)
2026-08-13|TBBB|1140.059164|20|11.11|42.3|0.22||586735.8533165001|||30|score 30 < 50 (catalyst=routine)
2026-08-13|WWW|2759.966536||11.3|18.06|0.01||861932.7925915|||27.6|score 28 < 50 (catalyst=routine)
2026-08-14|ETON|0.020907|1|30.51|40.8|0.08||577904.726836||||already scored earlier today
2026-08-14|HTFL|0.020907|1|23.86|31.01|0.12||1093368.1664924999||||already scored earlier today
2026-08-14|LPTH|0.020907|1|10.14|13.12|0.08||2955889.4475450004||||already scored earlier today
2026-08-14|NMAX|1140.044338|20|16.75|9.49|0.72||670756.3370375|||100.8|
2026-08-14|NU|0.020907|1|13.28|13.93|0.11||96139848.255832|||18|score 18 < 50 (catalyst=routine)
2026-08-14|RCAT|0.020907|1|10.43|10.23|0.19||9034033.206339002|||27.6|score 28 < 50 (catalyst=routine)
2026-08-14|RDDT|0.020907|1|10.68|158.12|0.23||4247568.1932574995||||already scored earlier today
2026-08-14|STDN|1140.044338|20|10.87|12.09|0.1||1071467.1113495||||filter:session_rvol_too_low: session_rvol=0.71x (today 105,831 / baseline 148,894 n=19) < 1.0x
2026-08-14|UMAC|0.020907|1|16.37|27.24|0.28||3751548.510832|||0|score 0 < 50 (catalyst=routine)
2026-08-14|VCX|8159.983075||12.48|38.5|0.15||233696.461852|||36|score 36 < 50 (catalyst=routine)
2026-08-14|VERA|359.957076||14.4|28.89|0.3||2410601.175706||||already scored earlier today
2026-08-17|ARGX|240.058459|5|11.13|851.29|0.05||282973.737033||||already scored earlier today
2026-08-17|CBRS|1440.058707|25|12.78|218.98|0.52||5302478.087009|||60|
2026-08-17|OCUL|1559.962197||12.63|10.04|0.35||2205904.230693|||27.6|score 28 < 50 (catalyst=routine)
2026-08-18|AMLX|0.024019|1|33.22|21.43|2.11||1802362.4636829998||||already scored earlier today
2026-08-18|HAE|0.024019|1|12.99|90.27|0.03||796394.6489355|||-6|score -6 < 50 (catalyst=routine)
2026-08-19|BNTX|0.021398|1|16.17|92.75|1.26||898715.6476660001|||24|score 24 < 50 (catalyst=routine)
2026-08-19|DRD|0.021398|1|10.04|24.3|0.08||314901.342567|||33.6|score 34 < 50 (catalyst=routine)
2026-08-19|EIKN|0.021398|1|15.88|11.65|0.07||363298.18884099997||||pre-mkt volume 24,331 < 25,000 shares
2026-08-19|EL|0.021398|1|13.33|84.27|0.15||2392910.4575934997|||18|score 18 < 50 (catalyst=routine)
2026-08-19|KC|0.021398|1|14.21|10.84|0.14||1573570.3556889999||||EP cooldown — alerted within last 60 days
2026-08-19|MRK|1440.055908|25|10.21|135.17|0.57||8974496.863232002|||32.4|score 32 < 50 (catalyst=routine)
2026-08-19|MRNA|0.021398|1|96.03|62.96|3.62||5616703.513057||||already scored earlier today
2026-08-19|MRVI|0.021398|1|23.34|5.74|0.13||2412899.2059645|||30|score 30 < 50 (catalyst=routine)
2026-08-19|MRVL|0.021398|1|12.66|216|0.22||25374797.676388||||already scored earlier today
2026-08-19|TEM|0.021398|1|14.02|49.36|0.23||4798203.2613615|||27.6|score 28 < 50 (catalyst=routine)
2026-08-19|TWST|840.054358|15|10.42|116.1|0.1||1434699.8311405|||8.4|score 8 < 50 (catalyst=routine)
2026-08-20|BULL|0.035711|1|14.12|8.64|0.35||10439542.0214525||||already scored earlier today
2026-08-20|FUTU|959.955170||9.51|109.42|0.52||1314168.900136|||39.6|score 40 < 50 (catalyst=strong)
2026-08-20|MRVI|1440.052513|25|11.77|7.22|0.74||2412899.2059645|||6|score 6 < 50 (catalyst=routine)
2026-08-20|RARE|9059.811313||11.39|26.24|0.03||2023115.7572405|||72|
2026-08-20|SCSC|0.035711|1|20.58|51.42|0.05||246275.6257025||||already scored earlier today
2026-08-21|CRML|1440.061647|25|12.07|5.8|0.24||6457282.358406|||40|score 40 < 50 (catalyst=routine)
2026-08-21|UUUU|1440.061647|25|9.28|13.9|0.27||7546081.8724259995|||51.6|
2026-08-24|NSSC|0.026922|1|20.77|38.09|0.29||272546.069019|||33.8|score 34 < bar 65 (catalyst=routine)
2026-08-24|SCTX|7559.976958||13.3|34.13|0||164867.841158|||60|score 60 < bar 65 (catalyst=strong)
2026-08-25|NBBK|359.957041||24.39|22.51|0||394131.377805|||60|score 60 < bar 65 (catalyst=strong)
2026-08-26|ANF|0.026337|1|14.6|108.9|0.45||1077824.1000565002|||46.2|score 46 < bar 65 (catalyst=routine)
2026-08-26|BHVN|9059.882513||13.35|14.38|0.05||1964443.918891|||52.5|score 52 < bar 65 (catalyst=strong)
2026-08-26|BZ|240.076325|5|12.03|16.29|0||4584747.119080501||||filter:session_rvol_too_low: session_rvol=0.00x (today 0 / baseline 113,564 n=21) < 1.0x
2026-08-26|PLAB|0.026337|1|23.98|29.32|0.56||962839.8506835001|||27.5|score 28 < bar 65 (catalyst=routine)
2026-08-26|SMMT|0.026337|1|12.7|13.36|0.22||4782184.242775001|||55|score 55 < bar 65 (catalyst=strong)
2026-08-27|CHRN|840.052216|15|11.04|21.15|0.16||190941.790238||||filter:session_rvol_too_low: session_rvol=0.77x (today 30,991 / baseline 40,162 n=20) < 1.0x
2026-08-27|CRM|0.019977|1|10.07|205.62|0.08||13263964.0016765|||58.8|score 59 < bar 65 (catalyst=routine)
2026-08-27|CRWD|0.019977|1|9.49|189.18|0.05||8273767.86368||||already scored earlier today
2026-08-27|DG|5459.976142||13.21|122.78|0.11||2117365.982324||||already scored earlier today
2026-08-27|MBUU|0.019977|1|12.64|26.64|0.02||179082.0861355||||filter:session_rvol_too_low: session_rvol=0.96x (today 2,689 / baseline 2,804 n=20) < 1.0x
2026-08-27|OKTA|0.019977|1|22.23|134.42|0.17||2779370.135576||||already scored earlier today
2026-08-27|OOMA|1140.054880|20|9.69|20.53|0.01||394434.4584995||||filter:session_rvol_too_low: session_rvol=0.09x (today 2,756 / baseline 30,498 n=20) < 1.0x
2026-08-27|VEEV|240.048641|5|9.78|244.91|0.01||1700504.1542485||||filter:session_rvol_too_low: session_rvol=0.27x (today 15,406 / baseline 56,293 n=22) < 1.0x
2026-08-28|AFRM|0.026511|1|13.9|77.49|0.6||3091729.583077|||60|score 60 < bar 65 (catalyst=routine)
2026-08-28|BEKE|3659.978566||9.98|17.73|0.43||3554292.291958|||40.5|score 40 < bar 65 (catalyst=routine)
2026-08-28|EROK|359.955248||11.56|24.74|0||165427.859086|||60|score 60 < bar 65 (catalyst=strong)
2026-08-28|ESTC|0.026511|1|26.58|83.74|0.21||2273531.699875|||60|score 60 < bar 65 (catalyst=routine)
2026-08-28|GAP|0.026511|1|21.02|20.79|0.26||5990542.2392705|||45|score 45 < bar 65 (catalyst=routine)
2026-08-28|SOLS|0.026511|1|17.82|56.34|0.37||2997833.4958189996||||already scored earlier today
2026-08-31|GPRK|540.055921|10|9.87|9.83|0.49|179712|369323.2513215|702165504|19277836|33.8|score 34 < bar 65 (catalyst=routine)
2026-08-31|SAIC|0.022062|1|9.38|125.96|0.24|102285|422793.431464|5325188096|41795286|42.5|score 42 < bar 65 (catalyst=routine)
2026-08-31|XE|1140.056775|20|7.78|17.22|0.07|391936|5644245.210016||||filter:universe_below_gap_floor: decided gap 7.8% < 9.0% after real-time confirm (recorded only)
2026-09-01|CRK|0.022069|1|9.84|14.43|0.41|921104|2255374.657951|4236944640|63466081|46.2|score 46 < bar 65 (catalyst=strong)
2026-09-01|FRVO|0.022069|1|11.51|15.38|0.99|3889159|3910673.075783|4533457920|183834964|55|score 55 < bar 65 (catalyst=strong)
2026-09-01|YEXT|0.022069|1|14.18|6.77|0.14|107634|766190.8916615||||filter:session_rvol_too_low: session_rvol=0.24x (today 5,293 / baseline 22,060 n=22) < 1.0x
2026-09-02|DAKT|0.034633|1|8.48|19.36|0.04|18485|525131.448174||||filter:universe_below_gap_floor: decided gap 8.5% < 9.0% after real-time confirm (recorded only)
2026-09-02|DELL|0.034633|1|8.83|425|0.06|938077|15947971.337793||||filter:universe_below_gap_floor: decided gap 8.8% < 9.0% after real-time confirm (recorded only)
2026-09-02|GTLB|0.034633|1|15.15|45.09|0.64|2798344|4351968.847511999|7615700992|138845934|52.5|score 52 < bar 65 (catalyst=routine)
2026-09-02|TRAX|240.087155|5|14.77|41.17|0.1|67592|688497.9956695|1688282368|26151761|52.5|score 52 < bar 65 (catalyst=strong)
2026-09-02|YEXT|240.087155|5|12.17|6.53|0.17|131617|766190.8916615|724770944|65891605|27.5|score 28 < bar 65 (catalyst=routine)
2026-09-03|AGX|0.027376|1|3.04|410.4|0.02|13231|556119.034746||||filter:universe_below_gap_floor: decided gap 3.0% < 9.0% after real-time confirm (recorded only)
2026-09-03|CLYM|3359.971252||5.65|15.05|0.04|79987|2214698.11565||||filter:universe_below_gap_floor: decided gap 5.7% < 9.0% after real-time confirm (recorded only)
2026-09-03|HOOD|240.048284|5|9.77|106.99|0.23|5109742|21906825.9373395|105552265216|783792953|77.5|
2026-09-03|HSAI|0.027376|1|7.9|16.59|0.04|43470|1126556.873194||||filter:universe_below_gap_floor: decided gap 7.9% < 9.0% after real-time confirm (recorded only)
2026-09-03|NTSK|0.027376|1|11.16|13.75|0.15|626610|4173419.5490985|5553950208|183005688|48.8|score 49 < bar 65 (catalyst=routine)
2026-09-03|SMMT|359.949940||4.59|14.6|0.04|133641|3779231.265396||||filter:universe_below_gap_floor: decided gap 4.6% < 9.0% after real-time confirm (recorded only)
2026-09-03|SNOW|0.027376|1|24.41|305.84|0.26|1263634|4907752.287437||||already scored earlier today
2026-09-04|ALAB|840.054499|15|10.04|282.82|0.22|962818|4340867.952341|53992902656|155789623|65|
2026-09-04|IOT|0.031664|1|15.52|38.75|0.12|634684|5475136.789249||||filter:session_rvol_too_low: session_rvol=0.79x (today 65,386 / baseline 82,941 n=23) < 1.0x
2026-09-04|NX|540.062598|10|13.22|18.76|0.1|33517|324627.36446149996|975509952|39370590|33.8|score 34 < bar 65 (catalyst=routine)
2026-09-04|PL|0.031664|1|3.02|18.35|0.06|1859434|31952856.214096||||filter:universe_below_gap_floor: decided gap 3.0% < 9.0% after real-time confirm (recorded only)
2026-09-04|SWBI|0.031664|1|10.84|12.27|0.3|137889|452858.4738875|550182912|43837513|52.5|score 52 < bar 65 (catalyst=strong)
2026-09-04|VBNK|1440.149167|25|10.1|20.59|1.07|123088|115085.117374|738830848|20820313|33.8|score 34 < bar 65 (catalyst=routine)
(417 rows)
