=== SECTYPE_COVERAGE ===
security_type|n|first_seen|last_seen
ETF|5612|2026-03-24|2026-08-31
CS|5598|2026-03-24|2026-08-31
WARRANT|523|2026-03-24|2026-08-31
PFD|453|2026-03-24|2026-08-31
ADRC|389|2026-03-24|2026-08-31
FUND|345|2026-03-30|2026-08-31
UNIT|341|2026-03-24|2026-08-31
SP|174|2026-03-30|2026-08-31
RIGHT|152|2026-03-24|2026-08-31
ETS|116|2026-06-15|2026-08-31
ETV|91|2026-08-17|2026-08-31
ETN|52|2026-08-17|2026-08-31
(12 rows)
=== BUCKET_MONTH ===
skip_category|mon|pre_sectype_filter|cls|n|sessions|n20|tail20|lose20|n5|tail5_20|tail5_10|lose5|day0_red|tail20_day0red|tail5_day0red|gap_gt100
ROBN|2026-04-14|scan_filter|session_rvol_low|low rel volume 0.4x < 2.0x||ETF|nonCS|0.09505494505494508|19.93|21.97|0.33467134972403423|0.2890115403913699|0.012042147516307175|0.5127897641746111
SMU|2026-04-14|scan_filter|session_rvol_low|low rel volume 1.1x < 2.0x||ETF|nonCS|0.14680648236415625|12.03|11.95|0.27680798004987534|0.2377389858686618|0.17871986699916878|0.773898586866168
SMUP|2026-04-14|scan_filter|session_rvol_low|low rel volume 0.8x < 2.0x||ETF|nonCS|0.15589353612167295|9.12|9.09|0.2828947368421053|0.24342105263157904|0.19517543859649136|0.7675438596491231
AEHR|2026-04-16|scan_filter|session_rvol_low|low rel volume 0.8x < 2.0x (post-open)||CS|CS|0.1562414640808522|84.66|80.85|-0.009449562957713173|0.12815969761398546|0.256083156154028|0.28456177651783615
DLLL|2026-04-16|scan_filter|session_rvol_low|low rel volume 0.2x < 2.0x (post-open)||ETF|nonCS|7.1427101472217815|41.15|47.69|0.19246658566221148|0.39597812879708383|0.8342648845686514|1.094289185905225
OKLL|2026-04-16|scan_filter|session_rvol_low|low rel volume 0.6x < 2.0x (post-open)||ETF|nonCS|0.12592592592592608|10.64|9.7|-0.016917293233082678|0.24812030075187957|-0.12781954887218056|0.4069548872180451
OKTG|2026-04-16|scan_filter|session_rvol_low|low rel volume 0.6x < 2.0x (post-open)||ETF|nonCS|0.11915572462878883|9.12|9.12|0.028508771929824737|0.11981359649122815|0.2519407894736843|0.34978070175438614
QSU|2026-04-16|scan_filter|session_rvol_low|low rel volume 0.4x < 2.0x (post-open)||ETS|nonCS|0.0953442800189203|16.21|14.27|-0.11104256631708825|-0.03701418877236282|0.22887106724244297|0.5478099938309684
SILC|2026-04-17|scan_filter|session_rvol_low|low volume rel_vol 0.3x < 2.0x (post-open)||CS|CS|0.16951850378034228|29.39|28.7|0.0071452875127594705|0.04014971078598162|0.6359305886355903|0.7890438924804354
UMC|2026-04-17|scan_filter|session_rvol_low|low volume rel_vol 0.1x < 2.0x (post-open)||ADRC|CS|0.11581920903954807|11.85|11.66|0.06666666666666675|0.036286919831223605|0.45147679324894513|0.4708860759493671
USAX|2026-04-17|scan_filter|session_rvol_low|low volume rel_vol 0.3x < 2.0x (post-open)||ETF|nonCS|0.12453032742887818|20.95|21.76|0.3064439140811457|0.19570405727923634|0.3961813842482101|0.9885441527446299
USGG|2026-04-17|scan_filter|session_rvol_low|low volume rel_vol 0.2x < 2.0x (post-open)||ETF|nonCS|0.13563829787234052|12.81|13.2|0.2928181108508977|0.18449648711943797|0.39296643247462926|0.9516003122560499
COCO|2026-04-29|scan_filter|session_rvol_low|low volume rel_vol 0.1x < 2.0x (post-open)||CS|CS|0.17431725740848344|60.63|66.95|0.08840507999340247|0.132112815437902|0.27626587497938304|0.3145307603496619
FCEL|2026-04-29|scan_filter|session_rvol_low|low volume rel_vol 0.2x < 2.0x (post-open)||CS|CS|0.14637826961770625|11.395|13.64|0.1408512505484862|0.12417727073277762|1.1404124616059677|1.4300043878894253
SIMO|2026-04-29|scan_filter|session_rvol_low|low volume rel_vol 0.4x < 2.0x (post-open)||ADRC|CS|0.3071457299906153|195|217.5|0.12194871794871795|0.2561538461538461|0.4484102564102564|0.5127692307692309
STX|2026-04-29|scan_filter|session_rvol_low|low volume rel_vol 0.1x < 2.0x (post-open)||CS|CS|0.15361898347235903|667.98|643.3|0.008473307584059356|0.1773106979250875|0.3184825892990808|0.3554148327794245
BAND|2026-04-30|scan_filter|session_rvol_low|low volume rel_vol 0.1x < 2.0x (post-open)||CS|CS|0.27913223140495863|30.955|36.81|0.4492004522694234|0.5693748990470038|1.0988531739622032|1.10369891778388
JLHL|2026-05-06|scan_filter|session_rvol_low|low volume projected 1.7x < 2.0x (post-open)||CS|CS|0.15866983372921614|24.39|22.22|-0.21853218532185328|-0.3029930299302993|0.48626486264862645|0.7404674046740468
LFVN|2026-05-06|scan_filter|session_rvol_low|low volume rel_vol 0.6x < 2.0x (post-open)||CS|CS|0.11111111111111101|6.1|6|-0.17704918032786887|-0.13606557377049183|0.5262295081967214|0.9196721311475412
PLPC|2026-07-30|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.63x (today 6,519 / baseline 10,384 n=21) < 1.0x||CS|CS|0.22422489506542978|347.08|368.46|0.02852368330068006|0.32750374553417083|0.21289039990780237|0.4541028005070878
VOYG|2026-08-04|high_unentered|setup_other|setup:zero_range: open=high=low=$33.99|80|CS|CS|0.21349518029275258|33.99|33.49|0.021771109149749775|0.26213592233009697|-0.030303030303030335|0.3356869667549278
HTFL|2026-08-14|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $2.55 (7.0%) > 1.5x ATR $2.19|96|CS|CS|0.2595936794582393|39.06|42.08|0.07373271889400909|0.27368151561699944||0.3256016385048642
ARX|2026-05-14|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|100.8|CS|CS|0.10853950518754998|13.89|14.61|0.11159107271418278|0.22318214542836556|-0.06191504679625638|0.2850971922246221
TSAT|2026-08-04|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|60|CS|CS|0.09507217521154804|44|54.75|0.1654545454545455|0.35181818181818175|-0.024090909090909142|0.39863409090909097
DCTH|2026-08-06|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|54|CS|CS|0.1108471892319872|14.03|15.47|0.07697790449037777|0.23734853884533144||0.24162508909479705
MTW|2026-08-07|high_unentered|window_missed|window:out_of_orb: detected 09:52 ET|50.4|CS|CS|0.20619282195636873|17.14|18.81|0.10210035005834306|0.2065344224037339||0.24504084014002328
(238 rows)
=== ALERT_LEVEL_ROWS ===
ticker|alert_date|source|skip_category|skip_reason|ep_score|open_gap_pct|setup_at_open|open_d0|close_d0|ret_1d|ret_5d|ret_20d|max_high_5d|max_high_20d|security_type
BZH|2026-05-11|high_unentered|high_unentered|ORB window unfilled|84|0.34789557805008|t|25.3|25.16|-0.07786561264822144|-0.1343873517786562|0.06877470355731219|0.01185770750988145|0.06936758893280628|CS
DRTS|2026-05-11|moderate_alert|moderate_tier||50.4|0.145710928319624|t|9.75|10.34|0.013333333333333414|0.028717948717948652|-0.057435897435897484|0.10870769230769238|0.1917948717948717|CS
WYFI|2026-05-11|moderate_alert|moderate_tier||51.6|0.10541176470588227|t|23.49|26.98|0.11068539804171995|0.011919965942954499|-0.008514261387824577|0.3288633461047255|0.4129416773094934|CS
AMBQ|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|96|0.16356470330632797|t|53.14|66.37|0.3415506210011292|0.3387278885961611|0.413624388407979|0.3872788859616108|0.6139612344749718|CS
AVEX|2026-05-12|moderate_alert|moderate_tier||54.7|0.05571487095452681|f|25.77|28.15|0.004656577415599573|0.021730694606131112|-0.21032207993791224|0.11525029103608843|0.5972060535506402|CS
HLIT|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|50.4|0.1340607950116914|t|14.55|12.95|-0.08247422680412378|-0.15463917525773196|-0.0721649484536083|0.05773195876288659|0.21512027491408928|CS
PACS|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|96|0.21003134796238254|t|38.6|41.01|0.0699481865284973|-0.0487046632124353|-0.11062176165803117|0.10181347150259067|0.10181347150259067|CS
SE|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|54|0.11594202898550711|t|94.71|96.02|-0.012564671101256444|-0.0784500052792735|-0.12955337345581244|0.05556963361841417|0.05556963361841417|ADRC
SIBN|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|51.6|0.08785529715762286|f|12.63|13.9|0.12114014251781467|0.17498020585906562|0.2169437846397465|0.1916072842438638|0.2501979414093427|CS
TE|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|84|0.076158940397351|f|6.5|5.85|-0.13692307692307687|0.05846153846153845|0.18923076923076929|0.10461538461538457|0.9215384615384615|CS
VG|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|54.7|0.08261617900172125|f|12.58|13.27|0.03338632750397456|0.1748807631160572|0.056438791732909305|0.18839427662957067|0.18839427662957067|CS
VPG|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|96|0.2603603603603604|t|83.94|85.57|0.1865618298784846|0.16690493209435317|0.456397426733381|0.2866333095067906|0.6227066952585181|CS
VSTS|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|44.4|0.2666666666666665|t|11.78|12|-0.044991511035653596|0.00509337860780989|0.10526315789473686|0.06960950764006794|0.1477079796264856|CS
ZBRA|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|63.6|0.14740044247787606|t|248.94|241.79|-0.008757130232184489|-0.007190487667711063|-0.12914758576363786|0.05844781875150643|0.05844781875150643|CS
AIP|2026-05-13|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $3.18 (9.8%) > 1.5x ATR $3.02|115.2|0.09250693802035152|t|35.43|35.55|0.05390911656788043|-0.01354784081287036|0.053062376517075995|0.08580299181484616|0.10047699689528646|CS
EOSE|2026-05-13|high_unentered|high_unentered|ORB window unfilled|115.2|0.23086419753086432|t|9.97|8.28|-0.18054162487462394|-0.2868605817452357|-0.37813440320962893|0.0020060180541624445|0.0020060180541624445|CS
ARX|2026-05-14|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|100.8|0.10853950518754998|t|13.89|14.61|0.11159107271418278|0.22318214542836556|-0.06191504679625638|0.2375809935205184|0.2850971922246221|CS
CPA|2026-05-14|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|67.7|0.10415941524538809|t|126.89|135.51|0.038064465284892414|0.080226968240208|0.11663645677358339|0.08290645440933088|0.14721412246827956|CS
FPS|2026-05-14|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=paper)|84|0.09863796133567651|t|50.01|50.19|-0.09978004399120166|-0.029794041191761548|0.18036392721455716|0.019796040791841673|0.3108378324335135|CS
GO|2026-05-14|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $0.71 (8.1%) > 1.5x ATR $0.60|84|0.17700258397932805|t|9.11|7.67|-0.18770581778265633|-0.12074643249176725|0.05159165751920973|0.0362239297475302|0.07519209659714605|CS
STAA|2026-05-14|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=paper)|96|0.21666666666666684|t|35.77|32.01|-0.10343863572826398|-0.08331003634330456|-0.20687727145652784|0.002795638803466433|0.002795638803466433|CS
STUB|2026-05-14|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=paper)|54|0.18351063829787245|t|8.9|8.55|-0.008988764044943828|0.10561797752808982|0.2876404494382023|0.15842696629213485|0.28876404494382024|CS
VIK|2026-05-14|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|57.6|0.09413411220640136|t|89.905|86.72|-0.06901729603470327|-0.06679272565485786|0.026083087703687214|0.02330237472888047|0.05655970190756903|CS
VSNT|2026-05-14|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=paper)|100.8|0.06948565776458958|f|43.25|44.43|-0.006242774566474061|-0.025895953757225375|-0.06289017341040459|0.053872832369942156|0.053872832369942156|CS
FIG|2026-05-15|moderate_alert|moderate_tier||57.6|0.10079051383399223|t|22.28|22.92|0.09335727109515252|0.01929982046678634||0.1597845601436265|0.24483842010771983|CS
GEMI|2026-05-15|high_unentered|high_unentered|ORB window unfilled|96|0.28231939163498104|t|6.745|5.58|-0.2038547071905115|-0.23498888065233506|-0.23943661971830987|0.03186063750926613|0.03186063750926613|CS
GLOB|2026-05-15|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|89.3|0.09888497652582173|t|37.45|38.91|0.06408544726301732|0.07156208277703603||0.12189586114819753|0.19198931909212275|CS
AGYS|2026-05-19|high_unentered|high_unentered|ORB window unfilled|72|0.2985754985754985|t|91.16|78.94|-0.10739359368143915|-0.12933304080737157|-0.03839403247038175|0.03960070206230803|0.03960070206230803|CS
EVTC|2026-05-19|moderate_alert|moderate_tier||54.7|0.008652657601977786|f|24.48|24.3|0.005310457516339829|-0.024509803921568686|0.09517973856209143|0.03635620915032682|0.16377450980392155|CS
STC|2026-05-19|moderate_alert|moderate_tier||50.4|-0.002617801047120518|f|68.58|66.97|-0.006707494896471183|-0.0077282006415864855|-0.04491105278506851|0.009040536599591784|0.009040536599591784|CS
ALAB|2026-05-20|high_unentered|high_unentered||100.8|0.029272087120281693|f|251.41|287.48|0.18467841374646982|0.38884690346446055|0.6589236704983891|0.41016666003738905|0.6753510202458136|CS
ARM|2026-05-20|high_unentered|high_unentered||100.8|0.01519157517364995|f|226.54|256.73|0.31645625496601054|0.47995938907036284|0.9398781672110885|0.5424207645448929|0.9983225920367265|ADRC
DYN|2026-05-20|high_unentered|high_unentered||84|0.016331658291457274|f|16.18|17.56|0.07354758961681096|0.1470951792336217|0.2237330037082819|0.17150803461063033|0.26606922126081584|CS
GH|2026-05-20|high_unentered|high_unentered||96|0.026988491699765818|f|100.84|114.97|0.17026973423244746|0.3211027370091233|0.3068226894089647|0.32591233637445466|0.33873462911543023|CS
IBRX|2026-05-20|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|72|0.0850515463917526|f|8.42|8.05|-0.08076009501187645|-0.08313539192399053|-0.1258907363420427|0.026128266033254233|0.026128266033254233|CS
IMVT|2026-05-20|high_unentered|high_unentered||115.2|0.15785469760365167|t|30.44|35.56|0.12122207621550594|0.10052562417871218|0.16097240473061766|0.19201708278580798|0.19201708278580798|CS
SLS|2026-05-20|high_unentered|high_unentered||100.8|0.09025032938076423|t|8.275|8.97|-0.0864048338368581|0.10936555891238663|-0.027190332326283945|0.1160120845921449|0.14924471299093647|CS
TATT|2026-05-20|high_unentered|high_unentered||64.8|0.1605995717344754|t|37.94|39.54|-0.01950448075909317|0.1025303110173959|0.23247232472324725|0.10977859778597784|0.2401159725882973|CS
INFQ|2026-05-21|high_unentered|high_unentered|ORB window unfilled|115.2|0.20751341681574242|t|13.5|14.7|0.21111111111111122|0.2014814814814814|0.052592592592592656|0.35185185185185186|0.5370370370370371|CS
QBTS|2026-05-21|moderate_alert|moderate_tier||64.8|0.1274611398963731|t|21.76|25.74|0.35110294117647045|0.38511029411764697||0.44990808823529405|0.44990808823529405|CS
QUBT|2026-05-21|moderate_alert|moderate_tier||64.8|0.09518828451882846|t|10.47|11.41|0.17574021012416424|0.14231136580706782||0.27889207258834764|0.27889207258834764|CS
PPTA|2026-05-22|high_unentered|high_unentered|ORB window unfilled|72|0.08345808383233536|f|28.95|25.32|-0.0818652849740933|-0.11088082901554408|-0.2286701208981002|0.006908462867012065|0.006908462867012065|CS
ASPI|2026-05-26|moderate_alert|moderate_tier||54|0.14954954954954958|t|6.38|6.93|0.04545454545454546|0.30564263322884017|0.10658307210031344|0.3385579937304074|0.3385579937304074|CS
BTGO|2026-05-26|moderate_alert|moderate_tier||50.4|0.08802308802308807|f|7.54|5.97|-0.17771883289124665|-0.22679045092838196|-0.33156498673740054|0.00795755968169756|0.00795755968169756|CS
FUTU|2026-05-26|moderate_alert|moderate_tier||51.6|0.09074197860962561|t|97.905|107.7|0.1257851999387161|0.04151984066186607|0.004034523262346111|0.2032071906439916|0.2032071906439916|ADRC
NNE|2026-05-26|moderate_alert|moderate_tier||50.4|0.08754208754208753|f|29.07|29.07|-0.05882352941176473|0.05159958720330237|-0.20364637082903342|0.08668730650154798|0.08668730650154798|CS
OKLO|2026-05-26|moderate_alert|moderate_tier||64.8|0.09092289010321812|t|71.87|68.7|-0.056351746208432044|0.022262418255182888|-0.24780854320300544|0.027688882704883747|0.027688882704883747|CS
PONY|2026-05-26|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $0.74 (7.6%) > 1.5x ATR $0.73|64.8|0.15470852017937228|t|10.3|9.34|-0.05436893203883499|0.05145631067961159|-0.30000000000000004|0.09514563106796103|0.09514563106796103|ADRC
POWI|2026-05-26|high_unentered|window_missed|window:out_of_orb: detected 09:52 ET|84|0.11834862385321109|t|79.235|84.09|0.09673755284911979|0.06253549567741526|0.03312929892093141|0.12324099198586484|0.15073641698744247|CS
RDW|2026-05-26|high_unentered|high_unentered|expired|84|0.12321326472269876|t|19.645|22.04|0.22168490710104355|0.04759480783914476|-0.4207177398829218|0.3560702468821584|0.3560702468821584|CS
ANF|2026-05-27|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|57.6|0.0791655522867077|f|80.7|81.42|0.018339529120198313|-0.05303593556381662|0.10718711276332084|0.080545229244114|0.17478314745972742|CS
ASTI|2026-05-27|moderate_alert|moderate_tier||61.9|0.13475177304964553|t|6.4|6.77|0.22968749999999996|0.07968749999999997|-0.2234375000000001|0.53125|0.53125|CS
BBWI|2026-05-27|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|54.7|0.09983079526226732|t|19.5|19.45|0.04410256410256407|-0.07589743589743592|0.11897435897435898|0.07179487179487172|0.15538461538461545|CS
QFIN|2026-05-27|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|66|0.10405083399523435|t|13.9|15.74|0.10575539568345316|0.09352517985611503|0.07985611510791363|0.2410143884892086|0.2410143884892086|ADRC
AVAV|2026-05-28|high_unentered|high_unentered|cancelled|72|0.10290710503089144|t|199.935|214.39|0.0365368744842074|0.022332257983844767|-0.3100257583714708|0.08920399129717162|0.08920399129717162|CS
KSS|2026-05-28|moderate_alert|moderate_tier||64.8|0.19953596287703018|t|15.51|15.59|-0.07414571244358481|0.029013539651837592|0.24177949709864616|0.04577691811734359|0.26499032882011614|CS
KTOS|2026-05-28|moderate_alert|moderate_tier||64.8|0.11623036649214667|t|63.96|65.19|0.002657911194496476|-0.008755472170106351|-0.26188242651657284|0.04487179487179483|0.04487179487179483|CS
PHR|2026-05-28|moderate_alert|moderate_tier||54|0.1807228915662649|t|10.78|9.45|-0.08534322820037106|-0.10111317254174396|-0.06586270871985149|0.016697588126159693|0.016697588126159693|CS
SNOW|2026-05-28|moderate_alert|moderate_tier||53.3|0.3522766175967135|t|237|239.2|0.07827004219409288|0.030295358649789057|0.05046413502109708|0.2024894514767933|0.2024894514767933|CS
ASAN|2026-05-29|moderate_alert|moderate_tier||53.3|0.11111111111111115|t|7.4|7.7|0.22567567567567565|0.059459459459459386||0.2621486486486486|0.2621486486486486|CS
BHVN|2026-05-29|moderate_alert|moderate_tier||64.8|0.04492187499999991|f|10.7|11.01|0.0682242990654206|0.009345794392523497||0.12149532710280381|0.5644859813084112|CS
CHA|2026-05-29|moderate_alert|moderate_tier||50.4|0.14665354330708663|t|11.65|12.76|0.13218884120171667|-0.009442060085837013||0.1502145922746781|0.1502145922746781|ADRC
PD|2026-05-29|moderate_alert|moderate_tier||50.4|0.25403225806451607|t|9.33|9.95|0.14576634512325826|-0.008574490889603437||0.14683815648445864|0.14683815648445864|CS
ALOY|2026-06-01|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|86.4|0.0251091703056769|f|9.39|10.99|0.23961661341853033|0.5090521831735888|0.538871139510117|0.5623003194888178|1.1927582534611287|CS
NOW|2026-06-01|moderate_alert|moderate_tier||54.7|0.09166197636085877|t|135.77|135.86|-0.05980702658908451|-0.1589452750975916|-0.2687633497827208|0.0252633129557338|0.0252633129557338|CS
SAIC|2026-06-01|moderate_alert|moderate_tier||50.4|0.15345489443378113|t|120.19|115.08|-0.05682669107246858|-0.05815791663199929|-0.08137116232631668|0.026790914385556194|0.026790914385556194|CS
SKM|2026-06-01|moderate_alert|moderate_tier||50.4|0.0873058382431708|f|40.6|44.43|0.13300492610837433|-0.023645320197044354|-0.2078817733990149|0.16205418719211823|0.16205418719211823|ADRC
TNDM|2026-06-01|moderate_alert|moderate_tier||54.7|0.1319767441860465|t|19.47|19.12|-0.044684129429892014|-0.05136106831022086|-0.2249614791987673|0.05906522855675409|0.05906522855675409|CS
CAMT|2026-06-02|moderate_alert|moderate_tier||50.4|0.10368508185664355|t|180|187.52|0.019166666666666603|-0.0658333333333333|-0.13622222222222227|0.05805555555555549|0.1360555555555556|CS
GRRR|2026-06-02|high_unentered|high_unentered|ORB window unfilled|100.8|0.09555345316934719|t|23.16|21.78|-0.21027633851468053|-0.30569948186528506|-0.129965457685665|0.014248704663212361|0.014248704663212361|CS
HPE|2026-06-02|high_unentered|high_unentered|ORB window unfilled|115.2|0.34170212765957453|t|63.06|56.15|-0.12543609261021255|-0.23453853472882966|-0.30304471931493815|0.018870916587377065|0.018870916587377065|CS
LAC|2026-06-02|moderate_alert|moderate_tier||54.7|0.05626134301270427|f|5.82|5.75|-0.10652920962199314|-0.25429553264604815|-0.34192439862542956|0.09278350515463918|0.09278350515463918|CS
MRVL|2026-06-02|high_unentered|high_unentered|cancelled|115.2|0.1550836257576448|t|253.46|290.79|0.1901286199005759|0.05294721060522365|0.07334490649412137|0.2790972934585338|0.30150714116625893|CS
ABVX|2026-06-03|moderate_alert|moderate_tier||50.4|0.12082758620689663|t|81.26|90.15|0.29128722618754616|0.20637460004922464|0.7800886044794486|0.33122077282795953|0.8050701452128969|ADRC
PGY|2026-06-04|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|66|0.028295128939828048|f|14.355|15.46|0.014280738418669458|0.0971786833855799||0.13340299547196094|0.3472657610588645|CS
AGX|2026-06-05|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=paper)|86.4|0.011966407031895915|f|697.68|694.72|-0.11136910904712753|-0.08026602453847037||0.11655773420479311|0.15489909414058028|CS
MRLN|2026-06-05|moderate_alert|moderate_tier||60|0.2799442896935933|t|9.19|8.6|-0.1414581066376496|-0.2589771490750816||0.11533188248095765|0.11533188248095765|CS
TTAN|2026-06-05|high_unentered|high_unentered|ORB window unfilled|100.8|0.11731467778824162|t|83.05|77.4|-0.12161348585189638|-0.1960264900662252|-0.04033714629741113|0.012522576760987433|0.012522576760987433|CS
CBRL|2026-06-10|moderate_alert|moderate_tier||54.7|0.19834710743801662|t|43.5|44.49|0.04597701149425287|0.008735632183908104|0.15908045977011498|0.12436551724137931|0.26896551724137935|CS
ELVN|2026-06-11|high_unentered|high_unentered|ORB window unfilled|84|0.21648648648648644|t|45.01|40.36|0.024883359253499323|0.0019995556542991206|0.13019329037991556|0.052210619862252866|0.16396356365252174|CS
IDCC|2026-06-11|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|84|0.08306092710015361|f|275|276.66|0.03174545454545461|0.07650909090909098||0.08661818181818179|0.09759999999999991|CS
AKTS|2026-06-12|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|54|0.09763617677286734|t|21.36|21.93|-0.03136704119850179|0.1605805243445693||0.18637640449438211|0.6006507490636706|CS
SHAZ|2026-06-12|high_unentered|high_unentered|ORB window unfilled|86.4|0.04321073975667723|f|74.6|62.32|-0.058847184986595184|0.23203753351206438|-0.04477211796246635|0.30670241286863287|0.30670241286863287|CS
HQ|2026-06-15|moderate_alert|moderate_tier||84|0.06507791017415207|f|11.62|17.82|0.6092943201376937|1.8734939759036149|0.8855421686746989|2.8726333907056802|2.8726333907056802|CS
HYMC|2026-06-15|moderate_alert|moderate_tier||53.3|0.11296583850931677|t|28.67|27.84|-0.07324729682595052|-0.19288454830833626|-0.2713637949075689|0.028740844087896688|0.028740844087896688|CS
MMYT|2026-06-15|moderate_alert|moderate_tier||60.5|0.08315179606025495|f|46.738|45.46|-0.02263682656510762|-0.003594505541529361|0.18169369677778247|0.06957935726817584|0.2980872095511148|CS
RXT|2026-06-16|high_unentered|high_unentered|ORB window unfilled|84|0.14370245139475904|t|6.765|6.21|0.11308203991130829|0.008130081300813097|-0.3776792313377679|0.2712490761271249|0.2712490761271249|CS
AEHR|2026-06-17|moderate_alert|moderate_tier||70|0.09181532004197272|t|114.455|112.62|0.007382814206456676|-0.13686601721200464|-0.2918614302564327|0.07885195054825045|0.07885195054825045|CS
LZB|2026-06-17|high_unentered|high_unentered||54|0.2030804335424985|t|42.18|40.24|-0.05974395448079666|-0.03271692745376962|-0.054765291607396925|0.06448553816974867|0.06448553816974867|CS
SWBI|2026-06-18|high_unentered|high_unentered|ORB window unfilled|70|0.1507647487254188|t|15.8|16.08|0.04113924050632902|-0.036075949367088626|-0.05000000000000006|0.11155063291139236|0.11155063291139236|CS
UUUU|2026-06-18|high_unentered|high_unentered|ORB window unfilled|72|0.17124183006535953|t|17.92|16.56|-0.1004464285714286|-0.18415178571428584|-0.34486607142857145|0.007812499999999833|0.007812499999999833|CS
DFTX|2026-06-22|high_unentered|high_unentered|ORB window unfilled|60|0.5759803921568627|t|38.58|36.67|-0.062208398133748025|0.20658372213582166|0.168481078278901|0.2234318299637119|0.2752721617418353|CS
MLTX|2026-06-22|high_unentered|high_unentered|ORB window unfilled|96|0.042425819885476196|f|20.025|22.16|0.05967540574282149|-0.005742821473158474|0.0017478152309613056|0.16304619225967545|0.16304619225967545|CS
ABSI|2026-06-24|high_unentered|high_unentered||100.8|0.28340080971659914|t|9.51|10.075|0.07360672975814943|0.16824395373291268|-0.1514195583596214|0.2676130389064143|0.2676130389064143|CS
FCEL|2026-06-24|high_unentered|high_unentered||84|0.1507791017415215|t|25.11|21.56|-0.21744324970131426|0.2700119474313023|-0.0720828355236957|0.508562325766627|0.508562325766627|CS
WEN|2026-06-24|moderate_alert|moderate_tier||54|0.2486011191047162|t|7.81|7.86|-0.06145966709346985|0.14468629961587706|-0.08194622279129318|0.16133162612035862|0.20998719590268883|CS
KYMR|2026-06-25|moderate_alert|moderate_tier||80|0.0894162411134474|f|108.8|116.46|-0.006249999999999932|0.04329044117647066|0.01626838235294114|0.19531250000000014|0.19531250000000014|CS
MU|2026-06-25|high_unentered|setup_other|setup:price_exceeds_cap: $1235.00/share > $1000 (20% of $5000)|96|0.17595444964759516|t|1233|1213.56|-0.08164639091646397|-0.2087915652879157|-0.2530819140308191|0.017842660178426603|0.017842660178426603|CS
SNX|2026-06-25|high_unentered|high_unentered||72|-7.061648188700887e-05|f|283.2|277.63|-0.05978107344632771|-0.13615819209039548|-0.1422316384180791|0.04233757062146896|0.04233757062146896|CS
ACAD|2026-06-26|high_unentered|high_unentered||84|0.11214165261382801|t|26.38|25.32|-0.044730856709628494|-0.02312357846853675|-0.03752843062926454|0.03525398028809704|0.03525398028809704|CS
OUST|2026-06-29|moderate_alert|moderate_tier||70|0.044026653974297815|f|43.87|54.07|0.4251196717574654|0.004330977889218255|-0.2270344198769091|0.4540688397538182|0.4540688397538182|CS
QDEL|2026-06-29|moderate_alert|moderate_tier||54|0.23277737490935468|t|17|18.23|0.030294117647058857|0|-0.019411764705882253|0.16470588235294123|0.16470588235294123|CS
