cell|id|ticker|alert_date|admit|status|reason|entered|entry_px|stop|target|partial_fired|partial2_fired|final_reason|realized_r|mark_r|gap_through
live_2r_partial_be_trail|10709|GEMI|2026-05-15|reject|no_entry|never_crossed_orb_high|False||6.160099999999999||False|False||||False
live_2r_partial_be_trail|10711|GLOB|2026-05-15|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||34.89999999999999||False|False||||False
live_2r_partial_be_trail|10712|AGYS|2026-05-19|abstain_float_band_straddles_bar|settled||True|94.5229|85.9371|103.10870000000001|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|10714|EVTC|2026-05-19|abstain_float_band_straddles_bar|abstain|entry_window_gaps:20_of_29|False||24.400000000000002||False|False||||False
live_2r_partial_be_trail|10713|STC|2026-05-19|abstain_float_band_straddles_bar|abstain|entry_window_gaps:22_of_29|False||68.37000000000002||False|False||||False
live_2r_partial_be_trail|10722|ALAB|2026-05-20|admit|abstain|no_930_bar_for_orb|False||||False|False||||False
live_2r_partial_be_trail|10721|ARM|2026-05-20|admit|no_trade|window_out_of_orb|False||220.35010000000003||False|False||||False
live_2r_partial_be_trail|10719|DYN|2026-05-20|reject|abstain|no_930_bar_for_orb|False||||False|False||||False
live_2r_partial_be_trail|10720|GH|2026-05-20|admit|abstain|no_930_bar_for_orb|False||||False|False||||False
live_2r_partial_be_trail|10715|IBRX|2026-05-20|admit|no_trade|window_out_of_orb|False||8.08||False|False||||False
live_2r_partial_be_trail|10716|IMVT|2026-05-20|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||29.201400000000003||False|False||||False
live_2r_partial_be_trail|10718|SLS|2026-05-20|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||7.829399999999998||False|False||||False
live_2r_partial_be_trail|10717|TATT|2026-05-20|reject|no_trade|window_out_of_orb|False||34.010000000000005||False|False||||False
live_2r_partial_be_trail|10723|INFQ|2026-05-21|admit|settled||True|13.7|13.080000000000002|14.319999999999997|True|False|stop_hit|2.9784946236559264||True
live_2r_partial_be_trail|10726|QBTS|2026-05-21|admit|settled||True|22.2|21.02|23.38|True|False|stop_hit|2.9581920903954795||False
live_2r_partial_be_trail|10724|QUBT|2026-05-21|admit|settled||True|10.6|10.040000000000001|11.159999999999998|True|False|stop_hit|0.8500000000000025||False
live_2r_partial_be_trail|10725|RLAY|2026-05-21|admit|settled||True|15.22|14.38|16.060000000000002|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|10727|PPTA|2026-05-22|admit|no_entry|never_crossed_orb_high|False||25.8502||False|False||||False
live_2r_partial_be_trail|10731|ASPI|2026-05-26|reject|settled||True|6.68|6.08|7.279999999999999|True|False|stop_hit|0.6955555555555564||False
live_2r_partial_be_trail|10729|BTGO|2026-05-26|reject|no_entry|never_crossed_orb_high|False||6.39||False|False||||False
live_2r_partial_be_trail|10735|FUTU|2026-05-26|reject|no_trade|window_out_of_orb|False||90.98000000000002||False|False||||False
live_2r_partial_be_trail|10732|NNE|2026-05-26|reject|settled||True|29.2|27.360000000000003|31.039999999999996|True|False|stop_hit|0.3333333333333333||False
live_2r_partial_be_trail|10733|OKLO|2026-05-26|admit|settled||True|72.1|71.0|73.19999999999999|True|False|stop_hit|0.3333333333333333||False
live_2r_partial_be_trail|10730|PONY|2026-05-26|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||8.979999999999999||False|False||||False
live_2r_partial_be_trail|10734|POWI|2026-05-26|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||73.75||False|False||||False
live_2r_partial_be_trail|10728|RDW|2026-05-26|admit|settled||True|19.68|18.72|20.64|True|False|stop_hit|0.20833333333333365||True
live_2r_partial_be_trail|10741|ANF|2026-05-27|reject|no_trade|window_out_of_orb|False||78.51000000000002||False|False||||False
live_2r_partial_be_trail|10738|ASTI|2026-05-27|reject|no_trade|window_out_of_orb|False||6.0||False|False||||False
live_2r_partial_be_trail|10740|BBWI|2026-05-27|reject|no_trade|window_out_of_orb|False||19.1||False|False||||False
live_2r_partial_be_trail|10737|CRSR|2026-05-27|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.0036||False|False||||False
live_2r_partial_be_trail|10736|DY|2026-05-27|admit|abstain|entry_window_gaps:29_of_29|False||527.01||False|False||||False
live_2r_partial_be_trail|10739|QFIN|2026-05-27|reject|no_trade|window_out_of_orb|False||12.790000000000001||False|False||||False
live_2r_partial_be_trail|10744|AVAV|2026-05-28|admit|abstain|entry_window_gaps:29_of_29|False||189.76||False|False||||False
live_2r_partial_be_trail|10747|KSS|2026-05-28|reject|no_trade|window_out_of_orb|False||15.02||False|False||||False
live_2r_partial_be_trail|10743|KTOS|2026-05-28|admit|settled||True|64.34|59.019999999999996|69.66000000000001|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|10746|PHR|2026-05-28|reject|no_trade|window_out_of_orb|False||10.099999999999998||False|False||||False
live_2r_partial_be_trail|10742|RCAT|2026-05-28|admit|abstain|entry_window_gaps:29_of_29|False||11.4||False|False||||False
live_2r_partial_be_trail|10745|SNOW|2026-05-28|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||224.33||False|False||||False
live_2r_partial_be_trail|10751|ASAN|2026-05-29|reject|no_trade|window_out_of_orb|False||6.802099999999999||False|False||||False
live_2r_partial_be_trail|10752|BHVN|2026-05-29|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||10.100000000000001||False|False||||False
live_2r_partial_be_trail|10749|CHA|2026-05-29|reject|settled||True|11.79|10.850000000000001|12.729999999999997|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|10748|DELL|2026-05-29|admit|abstain|entry_window_gaps:29_of_29|False||412.11||False|False||||False
live_2r_partial_be_trail|10750|PD|2026-05-29|reject|abstain|day0_fill_bar_straddles_stop|True|9.39|9.129999999999999|9.650000000000002|False|False||||False
live_2r_partial_be_trail|10756|ALOY|2026-06-01|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||8.73||False|False||||False
live_2r_partial_be_trail|10753|NOW|2026-06-01|admit|settled||True|136.17|131.2426|141.09739999999996|False|False|stop_hit|-1.2724763566992758||True
live_2r_partial_be_trail|10755|SAIC|2026-06-01|reject|no_trade|window_out_of_orb|False||106.5||False|False||||False
live_2r_partial_be_trail|10757|SKM|2026-06-01|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||40.214400000000005||False|False||||False
live_2r_partial_be_trail|10754|TNDM|2026-06-01|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||17.94||False|False||||False
live_2r_partial_be_trail|10761|CAMT|2026-06-02|admit|settled||True|180.165|169.835|190.49499999999998|False|False|stop_hit|-0.3995885769603096||False
live_2r_partial_be_trail|10762|GRRR|2026-06-02|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||21.31||False|False||||False
live_2r_partial_be_trail|10758|HPE|2026-06-02|admit|abstain|entry_window_gaps:29_of_29|False||59.49119999999999||False|False||||False
live_2r_partial_be_trail|10760|LAC|2026-06-02|admit|settled||True|5.97|5.53|6.409999999999999|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|10759|MRVL|2026-06-02|admit|abstain|entry_window_gaps:29_of_29|False||245.06||False|False||||False
live_2r_partial_be_trail|10763|ABVX|2026-06-03|reject|settled||True|85.0|77.52000000000001|92.47999999999999|True|False|sma_trail_stop|2.1096256684492016||False
live_2r_partial_be_trail|10764|NVTS|2026-06-03|admit|abstain|entry_window_gaps:29_of_29|False||29.470000000000002||False|False||||False
live_2r_partial_be_trail|10766|PGY|2026-06-04|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||13.905399999999998||False|False||||False
live_2r_partial_be_trail|10765|RUM|2026-06-04|reject|abstain|entry_window_gaps:20_of_20|False||8.91||False|False||||False
live_2r_partial_be_trail|10769|AGX|2026-06-05|admit|abstain|entry_window_gaps:29_of_29|False||632.9600000000002||False|False||||False
live_2r_partial_be_trail|10767|MRLN|2026-06-05|reject|settled||True|9.5|8.620000000000001|10.379999999999999|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|10768|TTAN|2026-06-05|admit|abstain|entry_window_gaps:29_of_29|False||81.44250000000001||False|False||||False
live_2r_partial_be_trail|10771|NRIX|2026-06-08|admit|abstain|entry_window_gaps:29_of_29|False||15.320000000000004||False|False||||False
live_2r_partial_be_trail|10775|CBRL|2026-06-10|reject|no_trade|window_out_of_orb|False||41.5701||False|False||||False
live_2r_partial_be_trail|10777|ELVN|2026-06-11|reject|abstain|entry_window_gaps:29_of_29|False||40.52290000000001||False|False||||False
live_2r_partial_be_trail|10778|IDCC|2026-06-11|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||269.22||False|False||||False
live_2r_partial_be_trail|10776|NAVN|2026-06-11|admit|abstain|entry_window_gaps:29_of_29|False||21.740000000000002||False|False||||False
live_2r_partial_be_trail|12302|AKTS|2026-06-12|reject|no_trade|window_out_of_orb|False||20.559400000000004||False|False||||False
live_2r_partial_be_trail|12301|SHAZ|2026-06-12|admit|abstain|entry_window_gaps:29_of_29|False||59.81000000000002||False|False||||False
live_2r_partial_be_trail|12305|AUGO|2026-06-15|reject|no_trade|window_out_of_orb|False||63.30999999999999||False|False||||False
live_2r_partial_be_trail|12303|HQ|2026-06-15|reject|no_trade|window_out_of_orb|False||10.389999999999999||False|False||||False
live_2r_partial_be_trail|12308|HYMC|2026-06-15|reject|no_trade|window_out_of_orb|False||27.9964||False|False||||False
live_2r_partial_be_trail|12304|IDR|2026-06-15|reject|no_trade|window_out_of_orb|False||38.861200000000004||False|False||||False
live_2r_partial_be_trail|12306|MMYT|2026-06-15|reject|no_trade|window_out_of_orb|False||41.919999999999995||False|False||||False
live_2r_partial_be_trail|12307|XE|2026-06-15|reject|no_trade|window_out_of_orb|False||18.369999999999997||False|False||||False
live_2r_partial_be_trail|12309|RXT|2026-06-16|admit|abstain|entry_window_gaps:29_of_29|False||6.0600000000000005||False|False||||False
live_2r_partial_be_trail|12313|AEHR|2026-06-17|admit|no_trade|window_out_of_orb|False||112.41||False|False||||False
live_2r_partial_be_trail|12311|JBL|2026-06-17|admit|abstain|entry_window_gaps:25_of_25|False||402.43999999999994||False|False||||False
live_2r_partial_be_trail|12312|LZB|2026-06-17|reject|no_trade|window_out_of_orb|False||41.71||False|False||||False
live_2r_partial_be_trail|12310|QURE|2026-06-17|admit|abstain|entry_window_gaps:29_of_29|False||40.38||False|False||||False
live_2r_partial_be_trail|12314|SWBI|2026-06-18|reject|abstain|entry_window_gaps:29_of_29|False||15.170000000000002||False|False||||False
live_2r_partial_be_trail|12315|UUUU|2026-06-18|admit|abstain|entry_window_gaps:29_of_29|False||16.56||False|False||||False
live_2r_partial_be_trail|12318|DFTX|2026-06-22|admit|abstain|entry_window_gaps:29_of_29|False||35.28||False|False||||False
live_2r_partial_be_trail|12319|JBIO|2026-06-22|reject|no_trade|window_out_of_orb|False||17.549999999999997||False|False||||False
live_2r_partial_be_trail|12316|MLTX|2026-06-22|admit|abstain|entry_window_gaps:29_of_29|False||19.475||False|False||||False
live_2r_partial_be_trail|12317|SYRE|2026-06-22|admit|abstain|entry_window_gaps:29_of_29|False||91.82||False|False||||False
live_2r_partial_be_trail|12320|ABSI|2026-06-24|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.940000000000001||False|False||||False
live_2r_partial_be_trail|12321|FCEL|2026-06-24|admit|abstain|entry_window_gaps:29_of_29|False||22.160999999999998||False|False||||False
live_2r_partial_be_trail|12322|WEN|2026-06-24|reject|abstain|fwd_stop_and_target_same_day:2026-06-25|True|8.12|7.340000000000002|8.899999999999997|False|False||||False
live_2r_partial_be_trail|12325|KYMR|2026-06-25|reject|no_trade|window_out_of_orb|False||101.4||False|False||||False
live_2r_partial_be_trail|12323|MU|2026-06-25|admit|abstain|entry_window_gaps:29_of_29|False||1207.6399999999999||False|False||||False
live_2r_partial_be_trail|12324|SNX|2026-06-25|admit|abstain|entry_window_gaps:29_of_29|False||269.13000000000005||False|False||||False
live_2r_partial_be_trail|12326|ACAD|2026-06-26|reject|abstain|entry_window_gaps:29_of_29|False||25.27||False|False||||False
live_2r_partial_be_trail|12327|CHTR|2026-06-29|reject|no_trade|window_out_of_orb|False||155.52||False|False||||False
live_2r_partial_be_trail|12329|OUST|2026-06-29|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||42.410000000000004||False|False||||False
live_2r_partial_be_trail|12328|QDEL|2026-06-29|reject|no_trade|window_out_of_orb|False||15.46||False|False||||False
live_2r_partial_be_trail|12330|AVAV|2026-06-30|reject|abstain|entry_window_gaps:29_of_29|False||161.54000000000002||False|False||||False
live_2r_partial_be_trail|12331|SEDG|2026-06-30|admit|no_entry|never_crossed_orb_high|False||55.2901||False|False||||False
live_2r_partial_be_trail|12332|GRND|2026-07-01|reject|no_trade|window_out_of_orb|False||14.77||False|False||||False
live_2r_partial_be_trail|12333|WULF|2026-07-06|admit|settled||True|24.61|22.990000000000002|26.229999999999997|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12334|DOCN|2026-07-07|admit|abstain|entry_window_gaps:29_of_29|False||140.69||False|False||||False
live_2r_partial_be_trail|12335|KC|2026-07-08|reject|no_trade|window_out_of_orb|False||10.225||False|False||||False
live_2r_partial_be_trail|12336|PENG|2026-07-08|admit|no_trade|window_out_of_orb|False||60.08999999999999||False|False||||False
live_2r_partial_be_trail|12337|CRCL|2026-07-10|admit|settled||True|70.66|67.92000000000002|73.39999999999998|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12338|WDFC|2026-07-10|admit|settled||True|295.0|279.12|310.88|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12340|CLSK|2026-07-14|admit|abstain|entry_window_gaps:29_of_29|False||14.12||False|False||||False
live_2r_partial_be_trail|12339|TSEM|2026-07-14|admit|settled||True|273.25|259.42999999999995|287.07000000000005|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12341|AEHR|2026-07-15|admit|abstain|entry_window_gaps:29_of_29|False||87.54||False|False||||False
live_2r_partial_be_trail|12344|MANE|2026-07-15|admit|settled||True|118.75|117.28999999999999|120.21000000000001|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12342|PRG|2026-07-15|reject|settled||True|45.46|45.07|46.02|True|False|stop_hit|0.4786324786324799||False
live_2r_partial_be_trail|12345|SG|2026-07-17|reject|no_trade|window_out_of_orb|False||6.570000000000001||False|False||||False
live_2r_partial_be_trail|12346|HUT|2026-07-20|admit|settled||True|103.48|99.4164|107.54360000000001|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12347|IREN|2026-07-20|admit|no_trade|window_out_of_orb|False||35.580000000000005||False|False||||False
live_2r_partial_be_trail|12348|HAS|2026-07-21|admit|no_trade|window_out_of_orb|False||81.86999999999999||False|False||||False
live_2r_partial_be_trail|12350|ARWR|2026-07-22|admit|abstain|entry_window_gaps:29_of_29|False||80.76||False|False||||False
live_2r_partial_be_trail|12351|EFOR|2026-07-22|reject|abstain|no_930_bar_for_orb|False||||False|False||||False
live_2r_partial_be_trail|12349|SMCI|2026-07-22|admit|settled||True|29.48|27.52|31.44|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12353|CLF|2026-07-23|admit|settled||True|10.85|10.35|11.35|True|False|stop_hit|1.996||False
live_2r_partial_be_trail|12352|NVCR|2026-07-23|reject|settled||True|19.05|16.95|21.150000000000002|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12354|THC|2026-07-24|admit|settled||True|240.47|226.69000000000003|254.24999999999997|True|False|stop_hit|1.140396710208032||False
live_2r_partial_be_trail|12355|WKC|2026-07-24|admit|settled||True|39.995|38.005|41.98499999999999|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12357|NNE|2026-07-27|reject|no_trade|window_out_of_orb|False||15.86||False|False||||False
live_2r_partial_be_trail|12356|QBTS|2026-07-27|admit|settled||True|18.17|17.33|19.010000000000005|True|False|stop_hit|0.3333333333333333||False
live_2r_partial_be_trail|12358|CORZ|2026-07-28|admit|no_entry|never_crossed_orb_high|False||19.21||False|False||||False
live_2r_partial_be_trail|12359|TER|2026-07-29|admit|settled||True|369.3|347.93|390.67|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12360|TEVA|2026-07-29|admit|no_trade|window_out_of_orb|False||33.34||False|False||||False
live_2r_partial_be_trail|12365|ARM|2026-07-30|admit|no_entry|never_crossed_orb_high|False||246.17999999999995||False|False||||False
live_2r_partial_be_trail|12361|CORT|2026-07-30|admit|settled||True|112.0|97.5|126.5|False|False|sma_trail_stop|-0.10275862068965481||False
live_2r_partial_be_trail|12364|EME|2026-07-30|admit|settled||True|788.31|755.01|821.6099999999999|True|False|stop_hit|0.32692692692692815||True
live_2r_partial_be_trail|12362|FTNT|2026-07-30|admit|settled||True|166.65|153.72|179.58|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12367|LRCX|2026-07-30|admit|no_trade|window_out_of_orb|False||283.96000000000004||False|False||||False
live_2r_partial_be_trail|12363|PWR|2026-07-30|admit|settled||True|670.0|625.05|716.0|False|False|sma_trail_stop|0.061846496106784644||False
live_2r_partial_be_trail|12366|SIMO|2026-07-30|admit|no_entry|never_crossed_orb_high|False||226.77999999999997||False|False||||False
live_2r_partial_be_trail|12373|BLZE|2026-07-31|admit|no_trade|window_out_of_orb|False||13.22||False|False||||False
live_2r_partial_be_trail|12368|COHU|2026-07-31|admit|no_entry|never_crossed_orb_high|False||49.13999999999999||False|False||||False
live_2r_partial_be_trail|12371|FET|2026-07-31|reject|settled||True|61.42|60.72|62.120000000000005|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12370|FLNC|2026-07-31|admit|no_entry|never_crossed_orb_high|False||13.895||False|False||||False
live_2r_partial_be_trail|12372|MPWR|2026-07-31|admit|settled||True|1522.57|1444.8200000000002|1607.8899999999996|False|False|stop_hit|-1.0102893890675264||True
live_2r_partial_be_trail|12369|NWL|2026-07-31|admit|settled||True|6.66|6.279999999999999|7.040000000000001|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12374|FTK|2026-08-03|admit|settled||True|25.16|23.919999999999998|26.400000000000002|True|False|stop_hit|0.29569892473118276||True
live_2r_partial_be_trail|12375|LIND|2026-08-03|reject|no_trade|window_out_of_orb|False||30.31||False|False||||False
live_2r_partial_be_trail|12379|AEIS|2026-08-04|admit|no_entry|never_crossed_orb_high|False||307.58019999999993||False|False||||False
live_2r_partial_be_trail|12384|AMRC|2026-08-04|reject|no_trade|window_out_of_orb|False||30.07||False|False||||False
live_2r_partial_be_trail|12376|BLZE|2026-08-04|admit|settled||True|21.7499|18.450100000000003|25.049699999999998|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12382|BTDR|2026-08-04|admit|settled||True|12.85|12.110000000000001|13.589999999999998|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12380|CAT|2026-08-04|admit|no_entry|never_crossed_orb_high|False||905.0006||False|False||||False
live_2r_partial_be_trail|12385|INSP|2026-08-04|reject|no_trade|window_out_of_orb|False||60.81||False|False||||False
live_2r_partial_be_trail|12378|LIFE|2026-08-04|admit|no_entry|never_crossed_orb_high|False||25.869999999999997||False|False||||False
live_2r_partial_be_trail|12377|PLTR|2026-08-04|admit|settled||True|148.63|137.93|159.32999999999998|True|False|stop_hit|1.6941433021806873||False
live_2r_partial_be_trail|12386|TSAT|2026-08-04|admit|no_trade|window_out_of_orb|False||42.08||False|False||||False
live_2r_partial_be_trail|12381|VOYG|2026-08-04|admit|no_trade|setup:zero_range|False||||False|False||||False
live_2r_partial_be_trail|12383|ZBRA|2026-08-04|admit|settled||True|345.6|313.475|377.855|True|False|stop_hit|0.7741945525291823||False
live_2r_partial_be_trail|12387|APPS|2026-08-05|abstain_float_band_straddles_bar|settled||True|13.15|10.65|15.65|False|False|sma_trail_stop|-0.3640000000000001||False
live_2r_partial_be_trail|12395|ECG|2026-08-05|admit|no_trade|window_out_of_orb|False||142.99999999999997||False|False||||False
live_2r_partial_be_trail|12396|HGTY|2026-08-05|abstain_float_band_straddles_bar|abstain|no_930_bar_for_orb|False||||False|False||||False
live_2r_partial_be_trail|12392|KMT|2026-08-05|admit|no_entry|never_crossed_orb_high|False||36.9||False|False||||False
live_2r_partial_be_trail|12388|KODK|2026-08-05|abstain_float_band_straddles_bar|no_trade|setup:zero_range|False||||False|False||||False
live_2r_partial_be_trail|12390|KTOS|2026-08-05|admit|settled||True|59.93|54.07|65.78999999999999|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12391|PRGO|2026-08-05|reject|settled||True|12.98|12.259999999999998|13.700000000000003|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12394|ROCK|2026-08-05|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||47.28000000000001||False|False||||False
live_2r_partial_be_trail|12389|TATT|2026-08-05|abstain_float_band_straddles_bar|settled||True|51.22|47.34|55.099999999999994|False|False|stop_hit|-1.0||False
live_2r_partial_be_trail|12398|AEVA|2026-08-06|reject|settled||True|26.09|19.930000000000003|32.25|False|False|stop_hit|-0.5892857142857144||True
live_2r_partial_be_trail|12406|CAI|2026-08-06|reject|no_trade|window_out_of_orb|False||16.89||False|False||||False
live_2r_partial_be_trail|12407|DCTH|2026-08-06|reject|no_trade|window_out_of_orb|False||13.65||False|False||||False
live_2r_partial_be_trail|12400|INSM|2026-08-06|admit|settled||True|129.41|122.89000000000001|135.92999999999998|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12401|LFST|2026-08-06|admit|no_entry|never_crossed_orb_high|False||9.210199999999999||False|False||||False
live_2r_partial_be_trail|12402|RDW|2026-08-06|admit|no_entry|never_crossed_orb_high|False||11.71||False|False||||False
live_2r_partial_be_trail|12397|SITM|2026-08-06|admit|no_entry|never_crossed_orb_high|False||587.73||False|False||||False
live_2r_partial_be_trail|12403|SOUN|2026-08-06|reject|no_trade|window_out_of_orb|False||6.83||False|False||||False
live_2r_partial_be_trail|12404|TASK|2026-08-06|reject|no_trade|window_out_of_orb|False||6.879999999999999||False|False||||False
live_2r_partial_be_trail|12405|TRUP|2026-08-06|reject|no_trade|window_out_of_orb|False||24.85||False|False||||False
live_2r_partial_be_trail|12399|U|2026-08-06|admit|settled||True|36.61|32.989999999999995|40.230000000000004|True|False|stop_hit|2.051012891344381||False
live_2r_partial_be_trail|12419|ACMR|2026-08-07|admit|no_entry|never_crossed_orb_high|False||74.58||False|False||||False
live_2r_partial_be_trail|12415|CRSR|2026-08-07|reject|settled||True|12.69|11.53|13.85|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12408|DOCS|2026-08-07|reject|abstain|entry_window_gaps:8_of_29|False||36.760000000000005||False|False||||False
live_2r_partial_be_trail|12412|FIGS|2026-08-07|admit|settled||True|15.5|14.879999999999999|16.12|True|False|stop_hit|0.33333333333333337||False
live_2r_partial_be_trail|12414|FROG|2026-08-07|admit|no_entry|never_crossed_orb_high|False||83.98500000000001||False|False||||False
