ticker|alert_date|source|skip_category|skip_reason|ep_score|gap_pct|catalyst_quality|open_d0|close_d0|ret_1d|ret_5d|ret_20d|max_high_5d|max_high_20d|refreshed_et
BIRD|2026-06-22|scan_filter|extension_gate|already up 63% in prior 5 days (extended)||11.89||6.175|5.51|-0.17085020242914975|-0.3052631578947368|-0.5562753036437247|0.2550607287449393|0.2550607287449393|2026-07-22 17:09:02
BWIN|2026-06-22|scan_filter|score_below_50|score 42 < 50 (catalyst=routine)|42|15.22|routine|22.82|23.52|0.06879929886064856|0.15030674846625766|0.14592462751971946|0.16389132340052578|0.25109553023663456|2026-07-22 17:09:02
CHRN|2026-06-22|scan_filter|catalyst_downgrade|routine catalyst, gap 10.3%||10.33||23.97|25.67|0.07717980809345021|-0.04630788485607007|0.05882352941176471|0.17647058823529416|0.2515644555694619|2026-07-22 17:09:02
CRDO|2026-06-22|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.92x (today 1,380,637 / baseline 1,505,613 n=22) < 1.0x||12.18||290.78|302.52|-0.06456771442327526|-0.1551000756585734|-0.23010523419767512|0.06152383245065002|0.06152383245065002|2026-07-22 17:09:02
FRVO|2026-06-22|scan_filter|score_below_50|score 20 < 50 (catalyst=routine)|20|10.35|routine|38.14|36.36|-0.13581541688515994|-0.16701625589931832|-0.29234399580492926|0.08599895123230207|0.08599895123230207|2026-07-22 17:09:02
GPRK|2026-06-22|scan_filter|catalyst_downgrade|routine catalyst, gap 10.4%||10.45||10.36|9.89|-0.06660231660231655|-0.111969111969112|-0.02027027027027018|0.012548262548262624|0.012548262548262624|2026-07-22 17:09:02
HQ|2026-06-22|scan_filter|cooldown|EP cooldown — alerted within last 60 days||10.03||36.2|38.39|-0.07762430939226525|-0.350828729281768|-0.5389502762430939|0.2430939226519336|0.2430939226519336|2026-07-22 17:09:02
ICCM|2026-06-22|scan_filter|extension_gate|already up 154% in prior 5 days (extended)||28.89||7.06|5.93|-0.13314447592067982|-0.254957507082153|-0.5240793201133145|0.33569405099150146|0.33569405099150146|2026-07-22 17:09:02
IMOS|2026-06-22|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.41x (today 5,188 / baseline 12,625 n=20) < 1.0x||10.09||70.04|70.29|-0.0671045117075957|-0.16761850371216458|-0.057681324957167414|0.0409794403198172|0.11864505996573384|2026-07-22 17:09:02
KEEL|2026-06-22|scan_filter|score_below_50|score 27 < 50 (catalyst=routine)|27|12.56|routine|6.655|6.66|-0.008264462809917446|-0.1314800901577761|-0.30127723516153265|0.1074380165289256|0.1074380165289256|2026-07-22 17:09:02
MLEC|2026-06-22|scan_filter|adv_low|quality filter: filter:adv_too_low: $98,731||10.02||8.515|7.99|-0.0604815032295949|-0.04991192014092785|-0.007633587786259692|0.021726365237815466|0.13796829125073393|2026-07-22 17:09:02
NUAI|2026-06-22|scan_filter|score_below_50|score 12 < 50 (catalyst=routine)|12|11.84|routine|6.63|6.68|-0.07013574660633481|-0.07390648567119158|-0.10859728506787326|0.10105580693815987|0.10105580693815987|2026-07-22 17:09:02
NXTS|2026-06-22|scan_filter|adv_low|quality filter: filter:adv_too_low: $87,304||177.17||11|13|-0.47181818181818186|-0.5754545454545454|-0.8081818181818182|1.1636363636363638|1.1636363636363638|2026-07-22 17:09:02
ORKA|2026-06-22|scan_filter|cooldown|EP cooldown — alerted within last 60 days||13.18||81|85.38|0.0296296296296297|0.14185185185185178|0.16444444444444437|0.1775308641975308|0.20715925925925924|2026-07-22 17:09:02
PENG|2026-06-22|scan_filter|score_below_50|score 5 < 50 (catalyst=routine)|5|11.32|routine|76.85|67.94|-0.12869225764476255|-0.11594014313597914|-0.2439817826935588|0.007156798959011209|0.1692908262849708|2026-07-22 17:09:02
QXL|2026-06-22|scan_filter|adv_low|quality filter: filter:adv_too_low: $421,316||13.65||7|6.85|-0.15285714285714289|-0.20142857142857146|-0.3128571428571429|0.10000000000000002|0.10000000000000002|2026-07-22 17:09:02
RGC|2026-06-22|scan_filter|atr_high|quality filter: filter:atr_too_high: 18.1% > 15.0%||18.07||12.11|10.51|-0.08505367464905032|-0.48885218827415355|-0.4995871180842279|0.21056977704376556|0.21056977704376556|2026-07-22 17:09:02
RGNX|2026-06-22|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $403M < $500M||12.44||8.52|9.07|0.16784037558685444|0.3884976525821597|0.21361502347417846|0.392018779342723|0.8638497652582161|2026-07-22 17:09:02
SMCI|2026-06-22|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.02||32.3298|35.46|0.030628089255114524|-0.12928629314131235|-0.21125401332516747|0.13826871802485627|0.13826871802485627|2026-07-22 17:09:02
SSTK|2026-06-22|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $486M < $500M||16.72||15.7|15.71|-0.08089171974522291|-0.09999999999999991|-0.5369426751592357|0.04904458598726112|0.04904458598726112|2026-07-22 17:09:02
UMC|2026-06-22|scan_filter|score_below_50|score 15 < 50 (catalyst=routine)|15|15.74|routine|26.9|27.5|-0.02602230483271373|-0.002230483271375417|-0.21226765799256497|0.07657992565055771|0.07657992565055771|2026-07-22 17:09:02
ALLT|2026-06-23|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $343M < $500M||10.41||7.13|7.43|0.01963534361851328|0.24123422159887795|0.08695652173913045|0.2776998597475455|0.2776998597475455|2026-07-23 17:07:11
ARQQ|2026-06-23|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $452M < $500M||14.75||21.05|29.04|0.36057007125890733|0.41187648456056997|-0.14109263657957255|0.44085510688836094|0.4717339667458432|2026-07-23 17:07:11
BLZE|2026-06-23|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $487M < $500M||33.62||10.31|11.66|0.16100872938894278|0.5383123181377303|0.3016488845780795|0.5567410281280311|0.7700290979631423|2026-07-23 17:07:11
EDRY|2026-06-23|scan_filter|adv_low|quality filter: filter:adv_too_low: $471,364||12.85||21.25|23.18|0.12941176470588237|0.030117647058823555|0.16423529411764698|0.1716705882352941|0.17647058823529413|2026-07-23 17:07:11
EPC|2026-06-23|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||10.48||24.78|26.22|0.07263922518159795|0.08393866020984658|0.11581920903954791|0.12429378531073439|0.2046004842615012|2026-07-23 17:07:11
ICCM|2026-06-23|scan_filter|extension_gate|already up 178% in prior 5 days (extended)||12.14||6.56|6.12|0.4176829268292685|-0.25914634146341453|-0.49237804878048774|0.43750000000000006|0.43750000000000006|2026-07-23 17:07:11
NUCL|2026-06-23|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $349M < $500M||12.15||10.79|11.57|-0.07877664504170526|-0.1093605189990732|-0.3966635773864689|0.12696941612604273|0.12696941612604273|2026-07-23 17:07:11
TNET|2026-06-23|scan_filter|pm_rvol_low|pre-mkt volume 206 < 25,000 shares||16.33||44.17|45.82|0.06882499434004978|0.12044374009508717|0.3590672402082861|0.154403441249717|0.4036676477247|2026-07-23 17:07:11
WYHG|2026-06-23|scan_filter|extension_gate|already up 78% in prior 5 days (extended)||14.26||7.25|6.59|-0.0951724137931035|-0.44000000000000006|-0.4910344827586207|0.2151724137931035|0.2151724137931035|2026-07-23 17:07:11
ZETA|2026-06-23|scan_filter|score_below_50|score 36 < 50 (catalyst=strong)|36|10.01|strong|19.52|19.51|-0.034836065573770475|0.008196721311475417|0.033811475409836075|0.050204918032786906|0.19569672131147542|2026-07-23 17:07:11
AIBZ|2026-06-24|scan_filter|atr_high|quality filter: filter:atr_too_high: 15.8% > 15.0%||10.12||9.5|8.37|-0.08105263157894732|-0.2894736842105263|-0.36|0.04315789473684212|0.04315789473684212|2026-07-24 17:08:06
ASBP|2026-06-24|scan_filter|pm_rvol_low|filter:pm_rvol_too_low: pm_rvol=0.04x (today 16,479 / baseline 460,244 n=22) < 1.0x||10.7||6.24|6.54|0.03445512820512818|-0.060897435897435875|0.1554487179487179|0.0576923076923076|0.30929487179487175|2026-07-24 17:08:06
CAST|2026-06-24|scan_filter|extension_gate|already up 120% in prior 5 days (extended)||10.29||8.62|8.58|0.010440835266821536|-0.43619489559164726|-0.7587006960556845|0.08584686774941999|0.08584686774941999|2026-07-24 17:08:06
DFTX|2026-06-24|scan_filter|cooldown|EP cooldown — alerted within last 60 days||16.63||39.25|42.13|0.1411464968152866|0.10573248407643308|0.09375796178343948|0.25350318471337585|0.25350318471337585|2026-07-24 17:08:06
ENRD|2026-06-24|scan_filter|adv_low|quality filter: filter:adv_no_data||16.64||7.68|6.96|-0.15364583333333331|0.00651041666666676|-0.33268229166666663|0.12630208333333343|0.36588541666666674|2026-07-24 17:08:06
FISN|2026-06-24|scan_filter|adv_low|quality filter: filter:adv_no_data||16.56||14.5|9.76|-0.30827586206896557|-0.276551724137931|-0.26413793103448274|0.004827586206896571|0.004827586206896571|2026-07-24 17:08:06
INMD|2026-06-24|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||10.67||14.865|14.79|-0.0036999663639421267|-0.012445341405987251|0.015136226034308755|0.021863437605112633|0.05415405314497139|2026-07-24 17:08:06
JACK|2026-06-24|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $221M < $500M||20.03||12.69|13.35|0.010244286840031583|0.371946414499606|0.08510638297872342|0.37431048069345957|0.4114420803782507|2026-07-24 17:08:06
JLHL|2026-06-24|scan_filter|atr_high|quality filter: filter:atr_too_high: 64.8% > 15.0%||11.79||20.97|13.25|-0.32665712923223655|-0.47114926084883163|-0.7038626609442059|0.058650453028135464|0.058650453028135464|2026-07-24 17:08:06
KBH|2026-06-24|scan_filter|score_below_50|score 32 < 50 (catalyst=routine)|32.4|14.06|routine|56.7|61.51|0.07089947089947082|0.0691358024691357|-0.019047619047619143|0.1222222222222222|0.1222222222222222|2026-07-24 17:08:06
LIFE|2026-06-24|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.75x (today 42,953 / baseline 57,283 n=20) < 1.0x||11.4||15.38|18.1|0.2106631989596879|0.2587776332899869|0.2373211963589077|0.29258777633289973|0.3816644993498049|2026-07-24 17:08:06
MAAS|2026-06-24|scan_filter|adv_low|quality filter: filter:adv_too_low: $614,830||11.35||22.58|18.26|-0.22719220549158545|-0.308237378210806|-0.257750221434898|0.018600531443755612|0.02258635961027465|2026-07-24 17:08:06
PLRZ|2026-06-24|scan_filter|adv_low|quality filter: filter:adv_too_low: $419,932||10.42||12.4|11.94|-0.07903225806451616|0.02258064516129027|0.2346774193548387|0.05080645161290315|0.2830645161290322|2026-07-24 17:08:06
RUN|2026-06-24|scan_filter|score_below_50|score 48 < 50 (catalyst=routine)|48|25.6|routine|15.49|14.42|-0.12201420271142677|-0.15364751452550038|-0.32989025177533887|0.08392511297611355|0.08392511297611355|2026-07-24 17:08:06
SITE|2026-06-24|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.43x (today 6,996 / baseline 16,260 n=19) < 1.0x||15.75||114.06|111.53|0.008153603366649068|-0.037348763808521875|-0.13519200420831143|0.033052779238996986|0.033052779238996986|2026-07-24 17:08:06
UBXG|2026-06-24|scan_filter|adv_low|quality filter: filter:adv_too_low: $394,332||21.18||8.11|8.49|0.025893958076448936|-0.38224414303329224||0.12946979038224424|0.47348951911220716|2026-07-24 17:08:06
WEN|2026-06-24|scan_filter|duplicate_scan|already scored earlier today||41.17||7.81|7.86|-0.06145966709346985|0.14468629961587706|-0.08194622279129318|0.16133162612035862|0.20998719590268883|2026-07-24 17:08:06
WEN|2026-06-24|moderate_alert|moderate_tier||54|25.34|routine|7.81|7.86|-0.06145966709346985|0.14468629961587706|-0.08194622279129318|0.16133162612035862|0.20998719590268883|2026-07-24 17:08:06
WYHG|2026-06-24|scan_filter|extension_gate|already up 78% in prior 5 days (extended)||21.24||6.74|6.56|-0.41394658753709196|-0.3679525222551929|-0.45252225519287836|0.1869436201780415|0.1869436201780415|2026-07-24 17:08:06
AYI|2026-06-25|scan_filter|score_below_50|score 37 < 50 (catalyst=routine)|37|16.24|routine|349.89|359.39|0.03598273743176436|0.026151076052473732|-0.05644631169796222|0.08219726199662748|0.08219726199662748|2026-07-24 17:08:06
BB|2026-06-25|scan_filter|score_below_50|score 14 < 50 (catalyst=routine)|14.4|20.59|routine|9.72|10.34|0.17283950617283947|0.18415637860082296|-0.12139917695473265|0.39814814814814803|0.39814814814814803|2026-07-24 17:08:06
BNED|2026-06-25|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $383M < $500M||15.38||12.1|13.43|0.13553719008264467|0.007438016528925609|-0.018181818181818087|0.21900826446280997|0.21900826446280997|2026-07-24 17:08:06
BRAI|2026-06-25|scan_filter|adv_low|quality filter: filter:adv_too_low: $820,528||10.59||6.57|5.65|-0.12480974124809745|-0.0821917808219178|-0.05936073059360739|0|0.7503805175038051|2026-07-24 17:08:06
CHRN|2026-06-25|scan_filter|pm_rvol_low|filter:pm_rvol_too_low: pm_rvol=0.51x (today 2,485 / baseline 4,862 n=20) < 1.0x||10.62||22.81|22.51|-0.025427444103463318|-0.27707145988601495|-0.05743095133713278|0.031126698816308675|0.3152126260412101|2026-07-24 17:08:06
ECOR|2026-06-25|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $63M < $500M||10.3||7.67|7.19|0.02216427640156453|0.1434159061277705|-0.1929595827900912|0.16818774445893103|0.2425032594524119|2026-07-24 17:08:06
GRPN|2026-06-25|scan_filter|catalyst_downgrade|routine catalyst, gap 10.9%||10.92||18.63|22.88|0.21309715512614077|0.37305421363392377|0.38539989264626945|0.39495437466451966|0.534621578099839|2026-07-24 17:08:06
INTT|2026-06-25|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.28x (today 9,166 / baseline 32,634 n=20) < 1.0x||12.84||17.95|17.88|-0.07409470752089127|-0.12534818941504178|-0.23231197771587744|0.047353760445682534|0.047353760445682534|2026-07-24 17:08:06
JLHL|2026-06-25|scan_filter|atr_high|quality filter: filter:atr_too_high: 90.9% > 15.0%||20.38||15.11|14.12|-0.06585043017868956|-0.514890800794176|-0.5976174718729318|0.20450033090668432|0.20450033090668432|2026-07-24 17:08:06
KYMR|2026-06-25|scan_filter|duplicate_scan|already scored earlier today||25.79||108.8|116.46|-0.006249999999999932|0.04329044117647066|0.01626838235294114|0.19531250000000014|0.19531250000000014|2026-07-24 17:08:06
KYMR|2026-06-25|moderate_alert|moderate_tier||80|21.17|strong|108.8|116.46|-0.006249999999999932|0.04329044117647066|0.01626838235294114|0.19531250000000014|0.19531250000000014|2026-07-24 17:08:06
MEI|2026-06-25|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $464M < $500M||25.57||15.305|18|0.2518784710878798|-0.0003266906239790268|0.00032669062397914286|0.3315909833387781|0.3315909833387781|2026-07-24 17:08:06
MLKN|2026-06-25|scan_filter|score_below_50|score 26 < 50 (catalyst=routine)|26.4|14.73|routine|18.24|19.31|0.09429824561403523|0.17434210526315808|0.2105263157894737|0.17763157894736856|0.2236842105263159|2026-07-24 17:08:06
MU|2026-06-25|high_unentered|setup_other|setup:price_exceeds_cap: $1235.00/share > $1000 (20% of $5000)|96|17.71|game_changer|1233|1213.56|-0.08164639091646397|-0.2087915652879157|-0.2530819140308191|0.017842660178426603|0.017842660178426603|2026-07-24 17:08:06
MU|2026-06-25|scan_filter|duplicate_scan|already scored earlier today||19.04||1233|1213.56|-0.08164639091646397|-0.2087915652879157|-0.2530819140308191|0.017842660178426603|0.017842660178426603|2026-07-24 17:08:06
OCC|2026-06-25|scan_filter|pm_rvol_low|filter:pm_rvol_too_low: pm_rvol=0.26x (today 3,556 / baseline 13,543 n=20) < 1.0x||11.58||19.53|18.32|-0.059395801331285206|-0.1807475678443421|-0.2621607782898106|0.14183307731694825|0.14183307731694825|2026-07-24 17:08:06
QCOM|2026-06-25|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.80x (today 1,498,191 / baseline 1,868,082 n=20) < 1.0x||10.99||219.43|204.9|-0.13690015038964598|-0.19678257303012353|-0.2390739643622112|0|0|2026-07-24 17:08:06
SNDK|2026-06-25|scan_filter|score_below_50|score 12 < 50 (catalyst=routine)|12|19.28|routine|2238.305|2335|-0.06594052195746326|-0.22039221643163012|-0.3581929183020187|0.049007619605013604|0.049007619605013604|2026-07-24 17:08:06
STX|2026-06-25|scan_filter|cooldown|EP cooldown — alerted within last 60 days||10.37||1111|1025.36|-0.19000900090009004|-0.2617821782178218|-0.23340234023402334|0|0|2026-07-24 17:08:06
TECH|2026-06-25|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||19.35||70.225|70.7|0.011035955856176657|0.0086151655393379|0.01957992168031328|0.014311142755429117|0.026984692061231903|2026-07-24 17:08:06
VELO|2026-06-25|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.82x (today 463,477 / baseline 566,053 n=20) < 1.0x||12.52||20.5|17.38|-0.18829268292682924|-0.23756097560975606|-0.5282926829268293|0.0024146341463413814|0.0024146341463413814|2026-07-24 17:08:06
WAVE|2026-06-25|scan_filter|adv_low|quality filter: filter:adv_too_low: $160,241||17.07||10.16|9.92|-0.10039370078740154|-0.08956692913385828|-0.23031496062992124|0.06988188976377943|0.06988188976377943|2026-07-24 17:08:06
WDC|2026-06-25|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.74x (today 707,586 / baseline 954,265 n=20) < 1.0x||13.23||729|675.39|-0.19554183813443066|-0.2606310013717421|-0.28696844993141296|0|0|2026-07-24 17:08:06
WEN|2026-06-25|scan_filter|cooldown|EP cooldown — alerted within last 60 days||10.94||8.45|7.33|-0.07692307692307687|0.01775147928994087|-0.1727810650887573|0.1183431952662722|0.1183431952662722|2026-07-24 17:08:06
WGO|2026-06-25|scan_filter|score_below_50|score 38 < 50 (catalyst=routine)|38|13.27|routine|28.51|30.88|0.09961417046650298|0.09294984216064534|0.0792704314275692|0.12399158190108733|0.12399158190108733|2026-07-24 17:08:06
WYY|2026-06-25|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $174M < $500M||26.84||24|20.2|-0.3033333333333334|-0.33666666666666667|-0.5633333333333334|0.01250000000000003|0.01250000000000003|2026-07-24 17:08:06
AOUT|2026-06-26|scan_filter|adv_low|quality filter: filter:adv_too_low: $394,552||14.88||10.5|11.6|0.28380952380952384|0.35999999999999993||0.40952380952380957|0.425704761904762|2026-07-24 17:08:06
APOG|2026-06-26|scan_filter|score_below_50|score 24 < 50 (catalyst=strong)|24|12.13|strong|45.55|48.92|0.012074643249176823|-0.12645444566410535||0.11704939626783759|0.11704939626783759|2026-07-24 17:08:06
FCEL|2026-06-26|scan_filter|cooldown|EP cooldown — alerted within last 60 days||12.54||20.17|24|0.47744174516608817|0.4739712444224094||0.8780366881507189|0.8780366881507189|2026-07-24 17:08:06
FTH|2026-06-26|scan_filter|extension_gate|already up 70% in prior 5 days (extended)||11.03||26.01|22.87|-0.10726643598615927|-0.05843906189926963||0.037677816224528905|0.4571318723567857|2026-07-24 17:08:06
RUBI|2026-06-26|scan_filter|extension_gate|already up 2400% in prior 5 days (extended)||17.15||5.84|6.65|-0.005136986301369906|-0.13527397260273974||0.14041095890410965|0.14554794520547953|2026-07-24 17:08:06
SDOT|2026-06-26|scan_filter|atr_high|quality filter: filter:atr_too_high: 168.9% > 15.0%||83.82||11.5|21.45|2.117391304347826|3.242608695652174||8.217391304347826|8.217391304347826|2026-07-24 17:08:06
