ticker|alert_date|source|skip_category|skip_reason|ep_score|gap_pct|catalyst_quality|open_d0|close_d0|ret_1d|ret_5d|ret_20d|max_high_5d|max_high_20d|refreshed_et
IPWR|2026-06-15|scan_filter|pm_rvol_low|filter:pm_rvol_too_low: pm_rvol=0.10x (today 17,258 / baseline 165,473 n=22) < 1.0x||11.31||6.47|6.22|-0.1190108191653786|-0.13601236476043277|-0.3044822256568779|0.02936630602782077|0.02936630602782077|2026-07-15 17:06:18
JBLU|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.0%)||10||5.34|5.36|-0.02247191011235957|0.03558052434456936|0.04681647940074907|0.09176029962546821|0.17415730337078647|2026-07-15 17:06:18
LEU|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.0%)||10.02||170.575|176.65|-0.02992818408324778|0.04059797742928337|-0.08228052176461965|0.12774087644731058|0.12774087644731058|2026-07-15 17:06:18
LII|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.03x (today 451 / baseline 14,517 n=22) < 1.0x||13.25||522.69|524.17|0.010790334615163837|0.001721861906675041|0.04970441370602059|0.04013851422449234|0.1235531577034187|2026-07-15 17:06:18
LIXT|2026-06-15|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $108M < $500M||12.6||6.3|6.72|0.09206349206349208|0.15873015873015872||0.234920634920635|0.32973015873015876|2026-07-15 17:06:18
MMYT|2026-06-15|scan_filter|duplicate_scan|already scored earlier today||13.65||46.738|45.46|-0.02263682656510762|-0.003594505541529361|0.18169369677778247|0.06957935726817584|0.2980872095511148|2026-07-15 17:06:18
MMYT|2026-06-15|moderate_alert|moderate_tier||60.5|12.81|routine|46.738|45.46|-0.02263682656510762|-0.003594505541529361|0.18169369677778247|0.06957935726817584|0.2980872095511148|2026-07-15 17:06:18
MUX|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.1%)||11.11||20.4|20.1|-0.004901960784313621|-0.11176470588235284|-0.13774509803921564|0.03382352941176477|0.03382352941176477|2026-07-15 17:06:18
NG|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.2%)||10.22||8|8.12|0.04125000000000001|-0.09750000000000003|-0.2875|0.10062499999999996|0.10062499999999996|2026-07-15 17:06:18
NTLA|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.7%)||10.65||12.78|14.92|0.13849765258215974|0.19327073552425672|0.020344287949921738|0.309076682316119|0.4460093896713616|2026-07-15 17:06:18
NUAI|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.5%)||11.47||5.83|5.63|-0.06689536878216118|0.05746140651801029|-0.23499142367066897|0.25214408233276153|0.25214408233276153|2026-07-15 17:06:18
NVTS|2026-06-15|scan_filter|cooldown|EP cooldown — alerted within last 60 days||10.52||25.15|23.73|-0.12166998011928425|-0.14910536779324057|-0.4723658051689861|0.04095029821073564|0.04095029821073564|2026-07-15 17:06:18
OUST|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.98x (today 918,272 / baseline 939,184 n=22) < 1.0x||15.97||44.1|45.18|-0.03106575963718831|0.02403628117913821|-0.13945578231292513|0.16780045351473918|0.446485260770975|2026-07-15 17:06:18
PPTA|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.0%)||10.96||25.95|26.01|-0.006936416184971088|-0.13949903660886323|-0.2836223506743738|0.04046242774566477|0.04046242774566477|2026-07-15 17:06:18
PRLB|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.33x (today 2,289 / baseline 6,943 n=22) < 1.0x||11.46||80.51|78.53|-0.0219848466029066|-0.008694572102844403|-0.04160973792075529|0.03280089429884485|0.03280089429884485|2026-07-15 17:06:18
PURR|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.32x (today 475,004 / baseline 1,489,062 n=22) < 1.0x||10||9.565|9.34|0.04966021955044429|-0.1489806586513329|-0.20439100888656553|0.14793518034500794|0.14793518034500794|2026-07-15 17:06:18
QBTS|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.63x (today 4,477,070 / baseline 7,071,436 n=22) < 1.0x||14.04||24.91|26.26|-0.03894018466479321|0.004817342432757969|-0.2665596146126054|0.08992372541148128|0.08992372541148128|2026-07-15 17:06:18
QMCO|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 12.2%)||12.15||15.28|13.97|-0.05693717277486906|-0.09620418848167532|-0.3259162303664921|0.07984293193717282|0.07984293193717282|2026-07-15 17:06:18
QUBT|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 12.9%)||12.94||10.74|11.1|-0.05772811918063324|-0.023277467411545624|-0.2513966480446928|0.07216014897579147|0.07216014897579147|2026-07-15 17:06:18
REAL|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.2%)||11.19||10.79|11.07|0.04819277108433748|0.1316033364226137|0.043558850787766515|0.1909175162187211|0.2284522706209455|2026-07-15 17:06:18
RGTI|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.3%)||11.33||22.47|22.7|-0.08144192256341781|-0.0529595015576323|-0.3213173119715175|0.04873164218958623|0.04873164218958623|2026-07-15 17:06:18
SA|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.9%)||10.86||30.49|30.37|0.023942276156116774|-0.11249590029517874|-0.16202033453591336|0.08363397835355857|0.08363397835355857|2026-07-15 17:06:18
SBSW|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.6%)||11.61||10.92|10.72|-0.014652014652014666|-0.1758241758241758|-0.21794871794871803|0.014194139194139135|0.014194139194139135|2026-07-15 17:06:18
SCZM|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.5%)||10.53||7.68|7.55|0.03776041666666667|-0.1380208333333333|-0.17317708333333334|0.08138020833333334|0.08138020833333334|2026-07-15 17:06:18
SDOT|2026-06-15|scan_filter|atr_high|quality filter: filter:atr_too_high: 44.8% > 15.0%||34.71||22.25|23.47|-0.6103370786516854|-0.5462921348314607|-0.3146067415730337|0.21033707865168538|3.764044943820225|2026-07-15 17:06:18
SHAZ|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.8%)||10.78||65.76|70.21|0.16605839416058396|0.28284671532846706|0.07405717761557162|0.4823600973236009|0.4823600973236009|2026-07-15 17:06:18
SII|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 12.4%)||12.44||127.59|128.35|0.023591190532173296|-0.11019672388118193|-0.15894662591112158|0.07978681714867941|0.07978681714867941|2026-07-15 17:06:18
SKIL|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.6%)||10.6||6.04|5.95|0.01158940397350998|0.15562913907284776|0.064569536423841|0.30794701986754974|0.3658940397350993|2026-07-15 17:06:18
SMR|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 12.2%)||12.18||10.4356|10.64|-0.05228257119858947|0.040668480968990624|-0.19889608647322637|0.1355264670934109|0.1355264670934109|2026-07-15 17:06:18
SNSE|2026-06-15|scan_filter|adv_low|quality filter: filter:adv_too_low: $711,480||16.46||15.21|13.85||||0.08612754766600912|0.08612754766600912|2026-07-15 17:06:18
STEM|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.9%)||10.94||7.69|7.76|0.011703511053315976|-0.0078023407022107276|-0.13784135240572176|0.10403120936280881|0.10403120936280881|2026-07-15 17:06:18
STX|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.59x (today 173,618 / baseline 295,811 n=22) < 1.0x||10.65||1032.517|1018.8|-0.001139932804980581|0.005881743351441056|-0.19778560546702872|0.1089405791865896|0.1089405791865896|2026-07-15 17:06:18
SVM|2026-06-15|scan_filter|score_below_50|score 44 < 50 (catalyst=strong)|44.4|13.36|strong|12.25|12.18|0.0318367346938776|-0.1363265306122449|-0.2383673469387755|0.05632653061224486|0.05632653061224486|2026-07-15 17:06:18
TDIC|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.2%)||10.23||6.44|5.43|0.18012422360248434|-0.0015527950310560052|-0.4487577639751553|0.6304347826086956|0.6304347826086956|2026-07-15 17:06:18
TRIP|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 12.3%)||12.33||13.6|12.56|-0.058088235294117586|-0.08897058823529405|0.07352941176470588|0.044117647058823505|0.08897058823529418|2026-07-15 17:06:18
UAMY|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.1%)||11.08||7.53|7.48|-0.058432934926958884|-0.06905710491367868|-0.21381142098273576|0.06905710491367868|0.08764940239043814|2026-07-15 17:06:18
UBXG|2026-06-15|scan_filter|extension_gate|already up 160% in prior 5 days (extended)||25.59||8.35|9.7|0.1616766467065868|-0.1688622754491017|-0.3233532934131736|0.5425149700598804|0.5425149700598804|2026-07-15 17:06:18
UEC|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.2%)||11.15||11.64|11.77|0.002577319587628811|-0.02577319587628872|-0.13144329896907225|0.06572164948453597|0.06572164948453597|2026-07-15 17:06:18
ULCC|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 10.9%)||10.88||6.73|6.57|-0.03268945022288271|0.07726597325408611|-0.028231797919762314|0.10939078751857344|0.24888558692421975|2026-07-15 17:06:18
USAS|2026-06-15|scan_filter|score_below_50|score 48 < 50 (catalyst=routine)|47.5|13.06|routine|5.75|5.76|0.022608695652173893|-0.1478260869565217|-0.29913043478260865|0.08608695652173914|0.08608695652173914|2026-07-15 17:06:18
WDC|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 12.9%)||12.89||618.78|653.53|0.10068198713597735|0.08398784705388027|-0.16959177736836992|0.2926565176637901|0.2926565176637901|2026-07-15 17:06:18
WOLF|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.88x (today 1,498,112 / baseline 1,708,151 n=22) < 1.0x||17.33||51.25|49.09|-0.12195121951219512|-0.04565853658536592|-0.31512195121951214|0.17560975609756097|0.17560975609756097|2026-07-15 17:06:18
XE|2026-06-15|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.91x (today 475,968 / baseline 524,579 n=22) < 1.0x||15.36||19.84|21.1|0.09022177419354835|0.06300403225806452|-0.2409274193548387|0.20665322580645168|0.20665322580645168|2026-07-15 17:06:18
XNDU|2026-06-15|scan_filter|outside_top20|outside top-20 gap cap (gap 11.2%)||11.2||12.75|13.94|0.048627450980392097|-0.040784313725490164|-0.1482352941176471|0.14039215686274503|0.14039215686274503|2026-07-15 17:06:18
AIBZ|2026-06-16|scan_filter|adv_low|quality filter: filter:adv_no_data||25.28||7.5|7.6|0.16933333333333328|0.1159999999999999|0.0013333333333333049|0.32133333333333336|0.32133333333333336|2026-07-16 17:05:54
BARK|2026-06-16|scan_filter|adv_low|quality filter: filter:adv_too_low: $484,138||14.39||8.69|8.86|0.08285385500575382|0.10011507479861922|0.09205983889528202|0.16570771001150764|0.26582278481012667|2026-07-16 17:05:54
CNXU|2026-06-16|scan_filter|adv_low|quality filter: filter:adv_too_low: $891,911||10.59||9.98|12.52|0.30460921843687366|0.07114228456913818|0.053106212424849635|0.3852505010020039|0.3852505010020039|2026-07-16 17:05:54
EOSE|2026-06-16|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.61||7.115|6.81|0.06816584680252978|-0.1482782853127197|-0.44342937456078707|0.15671117357695014|0.15671117357695014|2026-07-16 17:05:54
EWTX|2026-06-16|scan_filter|catalyst_downgrade|routine catalyst, gap 10.6%||10.62||35.705|33.95|-0.024786444475563593|0.1847080240862624|0.06959809550483124|0.18918918918918928|0.3555524436353452|2026-07-16 17:05:54
LIXT|2026-06-16|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $117M < $500M||18.9||6.86|6.88|0.014577259475218606|0.0014577259475218346||0.13411078717201164|0.22118075801749265|2026-07-16 17:05:54
OSS|2026-06-16|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $483M < $500M||14.19||18.51|18.04|-0.017828200972447424|-0.12965964343598066|-0.34089681253376564|0.11885467314964879|0.11885467314964879|2026-07-16 17:05:54
PLOW|2026-06-16|scan_filter|pm_rvol_low|pre-mkt volume 301 < 25,000 shares||26.07||47|47.26|0.02127659574468085|0.07042553191489366|-0.044255319148936136|0.08808510638297874|0.1702127659574468|2026-07-16 17:05:54
PURR|2026-06-16|scan_filter|score_below_50|score 14 < 50 (catalyst=routine)|14.4|11.78|routine|10.332|10.04|-0.050522648083623715|-0.23538521099496712|-0.3437862950058072|0.06271777003484318|0.06271777003484318|2026-07-16 17:05:54
SHMD|2026-06-16|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $360M < $500M||10.27||6.98|6.19|-0.02722063037249289|-0.16332378223495708|-0.3825214899713468|0.032951289398280736|0.032951289398280736|2026-07-16 17:05:54
SLMT|2026-06-16|scan_filter|adv_low|quality filter: filter:adv_too_low: $672,778||11.07||5.51|6.07|0.088929219600726|-0.088929219600726|-0.02177858439201454|0.2613430127041743|0.2613430127041743|2026-07-16 17:05:54
STI|2026-06-16|scan_filter|adv_low|quality filter: filter:adv_too_low: $316,021||10.14||21.55|20.83|-0.04269141531322514|-0.4510440835266821|-0.7095127610208817|0.027842227378190157|0.027842227378190157|2026-07-16 17:05:54
TDIC|2026-06-16|scan_filter|atr_high|quality filter: filter:atr_too_high: 66.0% > 15.0%||62.98||9.35|7.6|-0.16684491978609622|-0.27914438502673794|-0.6502673796791444|0.12299465240641716|0.12299465240641716|2026-07-16 17:05:54
UBXG|2026-06-16|scan_filter|extension_gate|already up 213% in prior 5 days (extended)||16.17||9.81|9.7|-0.24260958205912342|-0.13455657492354742|-0.48623853211009177|0.3129459734964322|0.3129459734964322|2026-07-16 17:05:54
VNCE|2026-06-16|scan_filter|adv_low|quality filter: filter:adv_too_low: $510,477||13.17||4.99|6.95|0.42685370741482964|0.4909819639278557|0.27855711422845686|0.6432865731462923|0.6432865731462923|2026-07-16 17:05:54
WDC|2026-06-16|scan_filter|score_below_50|score 22 < 50 (catalyst=strong)|21.6|10.58|strong|686.775|681.08|0.03691893269265774|-0.06253139674565897|-0.3202868479487459|0.16467547595646323|0.16467547595646323|2026-07-16 17:05:54
WYFI|2026-06-16|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.54||29.63|35.65|0.13128585892676356|0.3064461694228823|-0.12926088423894697|0.5818393520081|0.5818393520081|2026-07-16 17:05:54
ACMR|2026-06-17|scan_filter|score_below_50|score 26 < 50 (catalyst=strong)|26.4|13.18|strong|100.28|96.19|0.09563222975668133|0.06561627443159153|-0.1631431990426805|0.11098923015556438|0.26834862385321095|2026-07-17 17:07:05
AEHR|2026-06-17|scan_filter|duplicate_scan|already scored earlier today||10.96||114.455|112.62|0.007382814206456676|-0.13686601721200464|-0.2918614302564327|0.07885195054825045|0.07885195054825045|2026-07-17 17:07:05
AEHR|2026-06-17|moderate_alert|moderate_tier||70|15.87|strong|114.455|112.62|0.007382814206456676|-0.13686601721200464|-0.2918614302564327|0.07885195054825045|0.07885195054825045|2026-07-17 17:07:05
AIBZ|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_no_data||14.33||8.5|8.77|0.06117647058823524|0.027058823529411816|-0.18000000000000002|0.16588235294117648|0.16588235294117648|2026-07-17 17:07:05
ALOT|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $989,524||71||28.525|28.35|0.0015775635407537846|-0.002278702892199745|0.0033304119193690593|0.005433829973707315|0.005433829973707315|2026-07-17 17:07:05
BGDE|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $651,304||15.47||8.8|9.7|0.21249999999999988|0.019318181818181807|-0.3511363636363637|0.32840909090909076|0.32840909090909076|2026-07-17 17:07:05
BHVN|2026-06-17|scan_filter|cooldown|EP cooldown — alerted within last 60 days||12.49||13.16|13.62|0.0311550151975684|0.16565349544072946|0.1732522796352583|0.20060790273556234|0.31306990881458974|2026-07-17 17:07:05
BRAI|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $469,016||27.4||9.4|9.36|-0.09042553191489358|-0.39893617021276595|-0.41595744680851066|0.2308510638297872|0.2308510638297872|2026-07-17 17:07:05
BTGO|2026-06-17|scan_filter|cooldown|EP cooldown — alerted within last 60 days||16.73||5.95|5.91|0.0033613445378150543|-0.1932773109243698|-0.2016806722689076|0.10840336134453774|0.10840336134453774|2026-07-17 17:07:05
CLPT|2026-06-17|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $400M < $500M||34.11||18.15|16.81|-0.020936639118457247|-0.010468319559228525|-0.16528925619834703|0.05950413223140506|0.08153719008264466|2026-07-17 17:07:05
EOSE|2026-06-17|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.46||7.05|7.6|0.08510638297872349|-0.13617021276595745|-0.41418439716312055|0.1673758865248228|0.1673758865248228|2026-07-17 17:07:05
EXYN|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $887,930||10.58||6.6|6.34|0.0363636363636364|-0.19545454545454546|-0.3575757575757575|0.05909090909090918|0.05909090909090918|2026-07-17 17:07:05
HQ|2026-06-17|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.66||18.98|23.61|0.6859852476290832|0.3656480505795575|0.1754478398314014|1.3709167544783982|1.3709167544783982|2026-07-17 17:07:05
LZB|2026-06-17|high_unentered|high_unentered||54|26.5|routine|42.18|40.24|-0.05974395448079666|-0.03271692745376962|-0.054765291607396925|0.06448553816974867|0.06448553816974867|2026-07-17 17:07:05
LZB|2026-06-17|scan_filter|duplicate_scan|already scored earlier today||24.94||42.18|40.24|-0.05974395448079666|-0.03271692745376962|-0.054765291607396925|0.06448553816974867|0.06448553816974867|2026-07-17 17:07:05
MNTS|2026-06-17|scan_filter|atr_high|quality filter: filter:atr_too_high: 35.5% > 15.0%||15.25||10.72|10.06|-0.03451492537313442|-0.3227611940298508|-0.5373134328358209|0.012126865671641698|0.012126865671641698|2026-07-17 17:07:05
NXTS|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $69,110||12.71||5.53|5.34|-0.08137432188065102|-0.05967450271247741|-0.5858951175406871|3.3037974683544302|3.3037974683544302|2026-07-17 17:07:05
PBLS|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_no_data||13.5||30|26.03|-0.13833333333333328|-0.12133333333333335|-0.014999999999999977|0.007333333333333295|0.12166666666666662|2026-07-17 17:07:05
PDYN|2026-06-17|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $282M < $500M||10.13||6.16|6.96|0.13636363636363633|-0.05357142857142858|-0.20779220779220783|0.1931818181818181|0.1931818181818181|2026-07-17 17:07:05
PLBL|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $159,752||11.9||7.67|8.05|-0.003911342894393774|0.06388526727509782|0.023468057366362413|0.21512385919165586|0.44589308996088656|2026-07-17 17:07:05
QXL|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $321,670||10.65||5.8|5.62|0.09482758620689652|0.01551724137931032|-0.17068965517241383|0.32758620689655177|0.32758620689655177|2026-07-17 17:07:05
REPL|2026-06-17|scan_filter|pm_rvol_low|filter:pm_rvol_too_low: pm_rvol=0.15x (today 29,561 / baseline 190,283 n=20) < 1.0x||10.36||9.49|10|0.07376185458377231|0.1728134878819811|0.07797681770284512|0.28872497365648053|0.31717597471022124|2026-07-17 17:07:05
RGNT|2026-06-17|scan_filter|extension_gate|already up 377% in prior 5 days (extended)||12.79||7|4.75|-0.3871428571428571|-0.4071428571428571|-0.66|0.024271428571428593|0.024271428571428593|2026-07-17 17:07:05
RGNX|2026-06-17|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.98x (today 116,755 / baseline 119,686 n=20) < 1.0x||11.47||7.18|7.9|0.08635097493036213|0.4261838440111421|0.3774373259052926|0.5292479108635099|1.211699164345404|2026-07-17 17:07:05
RXT|2026-06-17|scan_filter|cooldown|EP cooldown — alerted within last 60 days||12.4||6.035|7.53|0.19635459817729903|0.053852526926263494|-0.31234465617232804|0.42502071251035617|0.42502071251035617|2026-07-17 17:07:05
SDOT|2026-06-17|scan_filter|atr_high|quality filter: filter:atr_too_high: 104.3% > 15.0%||47.06||11|17.18|0.4709090909090909|-0.43818181818181823|1.3|0.8727272727272729|8.636363636363637|2026-07-17 17:07:05
SHAZ|2026-06-17|scan_filter|cooldown|EP cooldown — alerted within last 60 days||20.08||81|85.05|0.1444444444444445|-0.0028395061728395555|-0.21432098765432098|0.20345679012345683|0.20345679012345683|2026-07-17 17:07:05
SMHI|2026-06-17|scan_filter|adv_low|quality filter: filter:adv_too_low: $493,585||14.91||7.13|6.97|-0.06311360448807857|0.05890603085553996|0.10939691444600284|0.1458625525946704|0.1935483870967742|2026-07-17 17:07:05
TRT|2026-06-17|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $127M < $500M||12.23||13.57|14.7|0.16654384672070743|-0.1105379513633014|-0.2520265291083272|0.2947678703021371|0.2947678703021371|2026-07-17 17:07:05
WNC|2026-06-17|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $449M < $500M||16.92||10.35|10.8|0.09758454106280191|0.3468599033816425|0.2985507246376812|0.3574879227053141|0.3835748792270532|2026-07-17 17:07:05
AGPU|2026-06-18|scan_filter|atr_high|quality filter: filter:atr_too_high: 16.2% > 15.0%||10.67||6.52|7.12|0.09509202453987732|0.09815950920245409||0.17638036809815957|0.3573619631901841|2026-07-17 17:07:05
BFLY|2026-06-18|scan_filter|score_below_50|score 25 < 50 (catalyst=routine)|25|30.12|routine|7.21|8.9|0.00832177531206652|0.23300970873786417||0.2399445214979195|0.3439667128987517|2026-07-17 17:07:05
BGDE|2026-06-18|scan_filter|extension_gate|already up 52% in prior 5 days (extended)||10.31||11.21|10.67|0.025869759143621687|-0.2176628010704729||0.042818911685994526|0.042818911685994526|2026-07-17 17:07:05
BIRD|2026-06-18|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $48M < $500M||18.06||6.43|5.97|-0.14307931570762053|-0.31415241057542764||0.20528771384136862|0.20528771384136862|2026-07-17 17:07:05
BRAI|2026-06-18|scan_filter|adv_low|quality filter: filter:adv_too_low: $527,003||13.14||10.8|8.55|-0.3000000000000001|-0.4675925925925926||0.00833333333333332|0.06481481481481474|2026-07-17 17:07:05
BTQ|2026-06-18|scan_filter|catalyst_downgrade|routine catalyst, gap 10.2%||10.19||6.36|5.675|-0.3018867924528302|-0.19182389937106928||0.0062893081761006345|0.0062893081761006345|2026-07-17 17:07:05
CAST|2026-06-18|scan_filter|extension_gate|already up 771% in prior 5 days (extended)||119.03||11.91|8.07|-0.17380352644836275|-0.35768261964735515||0.024349286314021758|0.024349286314021758|2026-07-17 17:07:05
CHRN|2026-06-18|scan_filter|score_below_50|score 32 < 50 (catalyst=routine)|32.4|12.91|routine|21.5|23.33|0.1939534883720931|0.03395348837209304||0.31162790697674414|0.3953488372093023|2026-07-17 17:07:05
CODA|2026-06-18|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $114M < $500M||11.69||10.18|10|-0.051080550098231786|-0.056974459724950896||0.041257367387033395|0.041257367387033395|2026-07-17 17:07:05
EOSE|2026-06-18|scan_filter|cooldown|EP cooldown — alerted within last 60 days||10.55||8.04|7.65|-0.08706467661691535|-0.2624378109452736||0.023631840796020064|0.023631840796020064|2026-07-17 17:07:05
FRMI|2026-06-18|scan_filter|cooldown|EP cooldown — alerted within last 60 days||10.57||9.14|9.5|-0.018599562363238502|0.03829321663019689||0.1088621444201312|0.1088621444201312|2026-07-17 17:07:05
ICCM|2026-06-18|scan_filter|extension_gate|already up 200% in prior 5 days (extended)||10.78||6.51|5.4|-0.08909370199692782|-0.0844854070660522||0.4485407066052227|0.4485407066052227|2026-07-17 17:07:05
IMOS|2026-06-18|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.58x (today 7,340 / baseline 12,625 n=20) < 1.0x||12.25||64.19|66.58|0.09503037856363933|-0.056862439632341465||0.13584982084436836|0.22059355039725825|2026-07-17 17:07:05
INTC|2026-06-18|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.16||131.805|133.99|0.06930693069306923|-0.02644057509199206||0.0731762831455558|0.08000455217935577|2026-07-17 17:07:05
QH|2026-06-18|scan_filter|extension_gate|already up 224% in prior 5 days (extended)||12.17||353920|361920|-0.05877034358047016|-0.5018083182640145||0.15822784810126583|0.15822784810126583|2026-07-17 17:07:05
QS|2026-06-18|scan_filter|cooldown|EP cooldown — alerted within last 60 days||12.31||7.75|8.04|-0.018064516129032218|-0.0761290322580645||0.09548387096774197|0.09548387096774197|2026-07-17 17:07:05
QXL|2026-06-18|scan_filter|adv_low|quality filter: filter:adv_too_low: $362,660||11.21||6.1|6.35|0.12295081967213116|-0.06721311475409825||0.26229508196721324|0.26229508196721324|2026-07-17 17:07:05
ROMA|2026-06-18|scan_filter|adv_low|quality filter: filter:adv_too_low: $135,560||10.01||9.25|8.165|-0.13405405405405407|-0.21297297297297293||0.05405405405405406|0.18302702702702697|2026-07-17 17:07:05
RUM|2026-06-18|scan_filter|cooldown|EP cooldown — alerted within last 60 days||15.36||8.46|7.36|-0.1962174940898346|-0.2529550827423168||0.029550827423167846|0.029550827423167846|2026-07-17 17:07:05
TBCH|2026-06-18|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $269M < $500M||10.1||12.87|13.77|0.05050505050505054|-0.03651903651903643||0.09557109557109561|0.09557109557109561|2026-07-17 17:07:05
TRT|2026-06-18|scan_filter|extension_gate|already up 52% in prior 5 days (extended)||11.97||16|15.83|-0.09375|-0.264375||0.09812500000000002|0.09812500000000002|2026-07-17 17:07:05
UBXG|2026-06-18|scan_filter|extension_gate|already up 140% in prior 5 days (extended)||11.71||7.38|7.32|-0.009485094850948549|-0.03387533875338754||0.24119241192411928|0.6192411924119241|2026-07-17 17:07:05
VELO|2026-06-18|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.76x (today 483,105 / baseline 637,912 n=21) < 1.0x||11.07||27.215|29.86|-0.10674260518096643|-0.3885724784126401||0.11703104905383056|0.11703104905383056|2026-07-17 17:07:05
VSH|2026-06-18|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.70x (today 736,590 / baseline 1,049,306 n=21) < 1.0x||10.31||64.22|64.9|0.000778573653067536|-0.12254749299283708||0.08175023357209592|0.08175023357209592|2026-07-17 17:07:05
WDC|2026-06-18|scan_filter|score_below_50|score 12 < 50 (catalyst=routine)|12|11.41|routine|764.15|746.23|-0.04126153242164493|-0.2325459661061309||0.046744749067591476|0.046744749067591476|2026-07-17 17:07:05
ACA|2026-06-22|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||10.34||145|144.9|-0.0005517241379311207|-0.0026206896551723823|-0.0024137931034482365|0.01324137931034474|0.01324137931034474|2026-07-22 17:09:02
APGE|2026-06-22|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||46.8||132.6|132.55|0.0021116138763197672|7.541478129728e-05|0.012066365007541435|0.0042232277526395344|0.013197586726998492|2026-07-22 17:09:02
AXTI|2026-06-22|scan_filter|cooldown|EP cooldown — alerted within last 60 days||11.08||93.52|92.44|-0.16691616766467066|-0.23588537211291705|-0.39574422583404617|0.02437981180496152|0.02437981180496152|2026-07-22 17:09:02
AZUL|2026-06-22|scan_filter|adv_low|quality filter: filter:adv_too_low: $583,732||10.98||8.98|8.94|-0.02672605790645882|0.020044543429844065|-0.041202672605790754|0.07461024498886414|0.0946547884187082|2026-07-22 17:09:02
