cohort	ticker	scan_date	max_gap	prev_close	n_min_bars	has_930	artifact	art_reason	status_0931	reason_0931	entered_0931	entry_px_0931	stop_0931	target_0931	realized_r_0931	mark_r_0931	final_0931	partial_0931	status_0936	reason_0936	entered_0936	entry_px_0936	stop_0936	target_0936	realized_r_0936	mark_r_0936	final_0936	partial_0936
control	UMC	2026-06-22	15.74	24.08	390	True	False		settled		True	27.04	26.560000000000002	27.519999999999996	-1.2222222222222285		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		26.560000000000002					False
control	ZETA	2026-06-23	10.01	18.47	390	True	False		settled		True	20.06	19.01	21.159999999999993	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		19.01					False
control	ABSI	2026-06-24	16.33	7.41	1	True	False		abstain	entry_window_gaps:29_of_29	False		8.940000000000001					False	abstain	entry_window_gaps:24_of_24	False		8.940000000000001					False
control	FCEL	2026-06-24	17.51	21.82	1	True	False		abstain	entry_window_gaps:29_of_29	False		22.160999999999998					False	abstain	entry_window_gaps:24_of_24	False		22.160999999999998					False
control	KBH	2026-06-24	14.06	52.73	390	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
control	RUN	2026-06-24	25.6	12.81	390	True	False		settled		True	15.81	14.769999999999998	16.85	-1.0		stop_hit	False	settled		True	15.89	14.769999999999998	17.090000000000003	-1.0		stop_hit	False
control	WEN	2026-06-24	36.59	6.255	382	True	False		abstain	fwd_stop_and_target_same_day:2026-06-25	True	8.12	7.340000000000002	8.899999999999997				False	abstain	fwd_stop_and_target_same_day:2026-06-25	True	8.16	7.340000000000002	9.02				False
control	AYI	2026-06-25	16.24	305.51	380	True	False		settled		True	358.1	341.67999999999995	374.5200000000001	0.3333333333333333		stop_hit	True	settled		True	358.1	341.67999999999995	374.5200000000001	0.3333333333333333		stop_hit	True
control	BB	2026-06-25	20.59	8.62	390	True	False		settled		True	10.14	8.899999999999999	11.380000000000003	0.30107526881720414		stop_hit	True	settled		True	10.19	8.899999999999999	11.53	0.6015503875968996		stop_hit	True
control	KYMR	2026-06-25	21.17	99.87	385	True	False		settled		True	110.94	101.4	120.47999999999999	0.33333333333333337		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		101.4					False
control	MLKN	2026-06-25	14.73	17.24	373	True	False		settled		True	18.27	17.150000000000002	19.389999999999997	0.9964285714285734		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		17.150000000000002					False
control	MU	2026-06-25	17.71	1048.51	1	True	False		abstain	entry_window_gaps:29_of_29	False		1207.6399999999999					False	abstain	entry_window_gaps:24_of_24	False		1207.6399999999999					False
control	SNDK	2026-06-25	19.28	1914.46	390	True	False		settled		True	2250.0	2212.9002	2287.0998	0.3333333333333333		stop_hit	True	settled		True	2261.25	2212.9002	2320.8498	-1.0		stop_hit	False
control	SNX	2026-06-25	11.22	283.22	1	True	False		abstain	entry_window_gaps:29_of_29	False		269.13000000000005					False	abstain	entry_window_gaps:24_of_24	False		269.13000000000005					False
control	WDC	2026-06-25	14.16	643.83	390	True	False		no_entry	never_crossed_orb_high	False		687.4200000000001					False	no_entry	never_crossed_orb_high	False		687.4200000000001					False
control	WGO	2026-06-25	13.27	27.27	372	True	False		settled		True	28.905	27.894999999999996	29.915000000000006	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		27.894999999999996					False
control	ACAD	2026-06-26	15.34	23.72	1	True	False		abstain	entry_window_gaps:29_of_29	False		25.27					False	abstain	entry_window_gaps:24_of_24	False		25.27					False
control	APOG	2026-06-26	12.26	42.48	318	True	False		settled		True	46.025	43.214999999999996	48.835	0.33333333333333337		stop_hit	True	settled		True	46.26	43.214999999999996	49.54	0.3590585659551176		stop_hit	True
control	ZSQR	2026-06-26	10.66	12.2	244	True	False		settled		True	12.1425	11.3775	12.9075	-1.0		stop_hit	False	settled		True	12.2	11.3775	13.079999999999998	-1.0		stop_hit	False
control	CHTR	2026-06-29	27.69	133.64	390	True	False		no_entry	never_crossed_orb_high	False		155.52					False	no_entry	never_crossed_orb_high	False		155.52					False
control	LBRDK	2026-06-29	28.02	31.33	389	True	False		no_entry	never_crossed_orb_high	False		36.4					False	no_entry	never_crossed_orb_high	False		36.4					False
control	OUST	2026-06-29	16.02	42.02	390	True	False		settled		True	44.49	42.410000000000004	46.57	1.2243589743589756		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		42.410000000000004					False
control	QDEL	2026-06-29	33.47	13.79	390	True	False		settled		True	18.0	15.46	20.54	-0.25255905511811055		stop_hit	False	no_entry	triggered_above_limit_never_filled	False		15.46					False
control	VSAT	2026-06-29	15.63	61.95	389	True	False		settled		True	68.29	65.07000000000001	71.51	1.4838509316770194		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		65.07000000000001					False
control	AVAV	2026-06-30	25.3	139	1	True	False		abstain	entry_window_gaps:29_of_29	False		161.54000000000002					False	abstain	entry_window_gaps:24_of_24	False		161.54000000000002					False
control	ENPH	2026-06-30	19.22	48.34	390	True	False		no_entry	never_crossed_orb_high	False		46.71999999999999					False	no_entry	never_crossed_orb_high	False		46.71999999999999					False
control	SEDG	2026-06-30	10.19	55.36	388	True	False		no_entry	never_crossed_orb_high	False		55.2901					False	no_entry	never_crossed_orb_high	False		55.2901					False
control	GRND	2026-07-01	13.26	14.37	373	True	False		settled		True	15.79	14.77	16.81	-0.3745098039215702		stop_hit	False	settled		True	15.87	14.77	17.049999999999997	-0.42000000000000154		stop_hit	False
control	PRGS	2026-07-01	11.67	33.58	386	True	False		settled		True	34.74	31.4	38.080000000000005	0.7065868263473045		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		31.4					False
control	NEXA	2026-07-02	14.62	12.04	347	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
control	IREN	2026-07-06	12.16	38.82	390	True	False		settled		True	42.5	41.0	44.0	0.21555555555555528		stop_hit	True	settled		True	42.5	41.0	44.0	0.21555555555555528		stop_hit	True
control	RGNX	2026-07-06	11.07	13.28	389	True	False		settled		True	14.66	12.409999999999998	16.92	-0.7044444444444442		stop_hit	False	no_entry	never_crossed_orb_high	False		12.409999999999998					False
control	WULF	2026-07-06	19.92	21.18	390	True	False		settled		True	24.61	22.990000000000002	26.229999999999997	-1.0		stop_hit	False	settled		True	24.73	22.990000000000002	26.59	-1.0		stop_hit	False
control	AGIO	2026-07-07	12.81	37.39	377	True	False		settled		True	40.39	38.36	42.42	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		38.36					False
control	DOCN	2026-07-07	15.62	131.37	1	True	False		abstain	entry_window_gaps:29_of_29	False		140.69					False	abstain	entry_window_gaps:24_of_24	False		140.69					False
control	BBOT	2026-07-08	10.49	8.29	237	True	False		settled		True	8.93	8.350000000000001	9.509999999999998	-1.0		stop_hit	False	settled		True	8.93	8.350000000000001	9.509999999999998	-1.0		stop_hit	False
control	KC	2026-07-08	11.76	9.44	389	True	False		settled		True	10.595	10.225	10.965000000000002	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		10.225					False
control	PENG	2026-07-08	10.52	62.71	390	True	False		settled		True	68.01	60.08999999999999	75.93000000000002	0.5335016835016831		stop_hit	True	settled		True	68.01	60.08999999999999	75.93000000000002	0.5335016835016831		stop_hit	True
control	ALNY	2026-07-09	19.63	323.5	390	True	False		no_entry	never_crossed_orb_high	False		364.0					False	no_entry	never_crossed_orb_high	False		364.0					False
control	BBIO	2026-07-09	16.18	78.33	390	True	False		settled		True	87.6	80.4	94.79999999999998	-1.0		stop_hit	False	no_entry	triggered_above_limit_never_filled	False		80.4					False
control	ICHR	2026-07-09	11.7	88.81	355	True	False		no_entry	never_crossed_orb_high	False		93.09					False	no_entry	never_crossed_orb_high	False		93.09					False
control	SMPL	2026-07-09	20.79	12.84	389	True	False		abstain	day0_fill_bar_straddles_stop	True	15.088	14.3288	15.905199999999999				False	no_entry	never_crossed_orb_high	False		14.3288					False
control	UCTT	2026-07-09	14.52	100.91	354	True	False		abstain	entry_window_gaps:3_of_29	False		104.38					False	abstain	entry_window_gaps:3_of_24	False		104.38					False
control	CRCL	2026-07-10	10.76	63.01	390	True	False		settled		True	70.66	67.92000000000002	73.39999999999998	-1.0		stop_hit	False	settled		True	71.01	67.92000000000002	74.45	-1.0		stop_hit	False
control	EQPT	2026-07-10	17.5	16	389	True	False		settled		True	18.0	16.520000000000003	19.479999999999997	-0.7939189189189211		sma_trail_stop	False	settled		True	18.0	16.520000000000003	19.479999999999997	-0.7939189189189211		sma_trail_stop	False
control	VOD	2026-07-10	13.46	13.08	388	True	False		settled		True	14.72	14.561199999999998	14.878800000000004	-1.0		stop_hit	False	settled		True	14.72	14.561199999999998	14.878800000000004	2.340050377833708		stop_hit	True
control	WDFC	2026-07-10	14.23	239.42	352	True	False		settled		True	295.0	279.12	310.88	-1.0		stop_hit	False	settled		True	295.0	279.12	310.88	-1.0		stop_hit	False
control	CLSK	2026-07-14	17.15	12.36	1	True	False		abstain	entry_window_gaps:29_of_29	False		14.12					False	abstain	entry_window_gaps:24_of_24	False		14.12					False
control	TSEM	2026-07-14	18.57	229.68	386	True	False		settled		True	273.25	259.42999999999995	287.07000000000005	-1.0		stop_hit	False	settled		True	273.25	259.42999999999995	287.07000000000005	-1.0		stop_hit	False
control	AEHR	2026-07-15	29.5	72.01	1	True	False		abstain	entry_window_gaps:29_of_29	False		87.54					False	abstain	entry_window_gaps:24_of_24	False		87.54					False
control	ANGO	2026-07-15	10.54	13	326	True	False		settled		True	13.155	12.535000000000002	13.774999999999997	0.5639784946236561		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		12.535000000000002					False
control	MANE	2026-07-15	11.08	110.17	341	True	False		settled		True	118.75	117.28999999999999	120.21000000000001	0.33333333333333337		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		117.28999999999999					False
control	PRG	2026-07-15	21.65	45.21	221	True	False		settled		True	45.46	45.07	46.02	0.4786324786324799		stop_hit	True	settled		True	45.46	45.07	46.02	0.4786324786324799		stop_hit	True
control	ABT	2026-07-16	11.87	89.27	390	True	False		settled		True	95.29	94.68999999999998	95.89000000000003	9.095555555555219		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		94.68999999999998					False
control	CDNA	2026-07-16	23.36	29.75	384	True	False		settled		True	36.58	34.42	38.739999999999995	0.3333333333333333		stop_hit	True	settled		True	36.58	34.42	38.739999999999995	0.3333333333333333		stop_hit	True
control	GHRS	2026-07-16	18.72	26.92	367	True	False		abstain	entry_window_gaps:2_of_29	False		29.5					False	abstain	entry_window_gaps:2_of_24	False		29.5					False
control	MAN	2026-07-16	28.08	39.02	390	True	False		settled		True	47.34	46.46	48.46000000000001	3.8636363636363535		sma_trail_stop	True	no_entry	triggered_above_limit_never_filled	False		46.46					False
control	DCBO	2026-07-17	11.65	18.54	198	True	False		settled		True	20.36	18.439999999999998	22.28	-0.8294270833333314		stop_hit	False	settled		True	20.46	18.439999999999998	22.580000000000005	-0.8378712871287111		stop_hit	False
control	SG	2026-07-17	15.16	6.22	390	True	False		settled		True	6.82	6.570000000000001	7.08	0.3466666666666676		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		6.570000000000001					False
control	TRVI	2026-07-17	14.63	17.36	390	True	False		settled		True	17.76	16.7	18.820000000000004	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		16.7					False
control	HUT	2026-07-20	11.54	91.45	390	True	False		settled		True	103.48	99.4164	107.54360000000001	-1.0		stop_hit	False	settled		True	103.97	99.4164	109.0136	-1.0		stop_hit	False
control	IREN	2026-07-20	13.15	33.62	390	True	False		settled		True	37.04	35.580000000000005	38.49999999999999	2.2739726027397347		sma_trail_stop	True	no_entry	triggered_above_limit_never_filled	False		35.580000000000005					False
control	PLOW	2026-07-20	12.06	44.62	341	True	False		settled		True	49.06	47.269999999999996	50.85000000000001	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		47.269999999999996					False
control	HAS	2026-07-21	10.61	81.59	390	True	False		settled		True	85.95	81.86999999999999	90.03000000000002	1.0898692810457484		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		81.86999999999999					False
control	PKE	2026-07-21	17.88	32.66	296	True	False		settled		True	37.74	35.57999999999999	39.90000000000001	-1.0		stop_hit	False	settled		True	37.74	35.57999999999999	39.90000000000001	-1.0		stop_hit	False
control	ARWR	2026-07-22	19.57	74.52	1	True	False		abstain	entry_window_gaps:29_of_29	False		80.76					False	abstain	entry_window_gaps:24_of_24	False		80.76					False
control	EFOR	2026-07-22	12.37	18.31	339	False	False		abstain	no_930_bar_for_orb	False							False	abstain	no_930_bar_for_orb	False							False
control	FTAI	2026-07-22	16.4	210.25	390	True	False		settled		True	228.8999	219.1001	238.6997	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		219.1001					False
control	PAG	2026-07-22	10.52	195.19	349	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
control	SMCI	2026-07-22	15.88	25.5	390	True	False		settled		True	29.48	27.52	31.44	0.33333333333333337		stop_hit	True	settled		True	29.63	27.52	31.889999999999997	0.3570300157977881		stop_hit	True
control	ALLE	2026-07-23	11.47	139.95	385	True	False		settled		True	152.175	145.255	159.09500000000003	0.3333333333333333		stop_hit	True	settled		True	152.175	145.255	159.09500000000003	0.3333333333333333		stop_hit	True
control	CLF	2026-07-23	15.03	9.45	390	True	False		settled		True	10.85	10.35	11.35	1.996		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		10.35					False
control	DGX	2026-07-23	11.12	209.83	389	True	False		settled		True	228.1	219.20000000000002	236.99999999999997	0.33333333333333337		stop_hit	True	settled		True	229.24	219.20000000000002	240.42000000000002	0.5199203187250999		stop_hit	False
control	LMT	2026-07-23	10.11	514.36	390	True	False		settled		True	549.5	540.5	558.5	2.6372592592592556		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		540.5					False
control	MEDP	2026-07-23	24.48	528.12	370	True	False		settled		True	650.0	615.0	685.0	-1.0		stop_hit	False	settled		True	652.74	615.0	693.22	-1.0		stop_hit	False
control	NVCR	2026-07-23	15.54	15.57	389	True	False		settled		True	19.05	16.95	21.150000000000002	0.33333333333333337		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		16.95					False
control	OII	2026-07-23	12.36	45	382	True	False		settled		True	47.55	45.474999999999994	49.675	0.3413654618473891		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		45.474999999999994					False
control	TMO	2026-07-23	10.56	526.46	390	True	False		settled		True	579.0	565.6300000000001	592.3699999999999	-1.0		stop_hit	False	settled		True	580.6	565.6300000000001	597.17	-1.0		stop_hit	False
control	URI	2026-07-23	11.31	1035.06	383	True	False		settled		True	1112.73	1073.5500000000002	1151.9099999999999	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		1073.5500000000002					False
control	AMKR	2026-07-24	13.98	65.33	390	True	False		no_entry	never_crossed_orb_high	False		65.33					False	no_entry	never_crossed_orb_high	False		65.33					False
control	RNG	2026-07-24	20.72	38.62	390	True	False		settled		True	41.4	39.199999999999996	43.6	7.37848484848484		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		39.199999999999996					False
control	SSNC	2026-07-24	10.52	66.95	387	True	False		settled		True	72.44	70.24000000000001	74.63999999999999	2.130303030303042		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		70.24000000000001					False
control	THC	2026-07-24	14.31	199.02	390	True	False		settled		True	240.47	226.69000000000003	254.24999999999997	1.140396710208032		stop_hit	True	settled		True	241.67	226.69000000000003	257.8499999999999	1.049043168669338		stop_hit	True
control	WKC	2026-07-24	11.63	36.27	378	True	False		settled		True	39.995	38.005	41.98499999999999	-1.0		stop_hit	False	settled		True	39.995	38.005	41.98499999999999	-1.0		stop_hit	False
control	BMNR	2026-07-27	12.16	15.79	390	True	False		settled		True	16.97	16.370000000000005	17.569999999999993	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		16.370000000000005					False
control	GENI	2026-07-27	10.03	6.48	388	True	False		settled		True	6.875	6.669999999999999	7.085000000000001	0.34146341463414615		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		6.669999999999999					False
control	NNE	2026-07-27	10.38	15.59	382	True	False		settled		True	16.6	15.86	17.340000000000003	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		15.86					False
control	OMER	2026-07-27	19.58	9.79	380	True	False		settled		True	11.58	10.93	12.24	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		10.93					False
control	QBTS	2026-07-27	11.29	16.21	390	True	False		settled		True	18.17	17.33	19.010000000000005	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		17.33					False
control	TRAX	2026-07-27	40.77	35.52	385	True	False		settled		True	44.5943	41.4057	47.78289999999999	-1.0		stop_hit	False	settled		True	44.82	41.4057	48.46	-1.0		stop_hit	False
control	AWI	2026-07-28	10.14	165.22	376	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
control	CORZ	2026-07-28	11.28	20.74	390	True	False		no_entry	never_crossed_orb_high	False		19.21					False	no_entry	never_crossed_orb_high	False		19.21					False
control	ICLR	2026-07-28	10.01	168.78	367	True	False		abstain	day0_fill_bar_straddles_stop	True	177.96	177.20000000000002	178.72				False	no_entry	triggered_above_limit_never_filled	False		177.20000000000002					False
control	IQV	2026-07-28	15.01	213.22	388	True	False		settled		True	235.8	230.7	240.90000000000003	0.33333333333333337		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		230.7					False
control	ITRI	2026-07-28	18.77	84.78	385	True	False		settled		True	92.95	89.45	96.45	2.174857142857144		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		89.45					False
control	KNSA	2026-07-28	23.1	63.535	390	True	False		no_trade	setup:stop_too_wide: 3.60 > 1.5x ATR 2.33	False							False	no_trade	setup:stop_too_wide: 3.60 > 1.5x ATR 2.33	False							False
control	AVTR	2026-07-29	14.5	12.42	390	True	False		settled		True	14.5	13.73	15.27	-1.0		stop_hit	False	settled		True	14.5	13.73	15.27	-1.0		stop_hit	False
control	CBZ	2026-07-29	17.77	46.7	390	True	False		no_entry	never_crossed_orb_high	False		54.11					False	no_entry	never_crossed_orb_high	False		54.11					False
control	GEHC	2026-07-29	13.09	64.11	390	True	False		settled		True	69.77	66.39	73.14999999999999	1.0729783037475384		stop_hit	True	settled		True	70.12	66.39	74.20000000000002	0.9722966934763193		stop_hit	True
control	GFS	2026-07-29	14.57	49.02	390	True	False		no_entry	never_crossed_orb_high	False		47.231100000000005					False	no_entry	never_crossed_orb_high	False		47.231100000000005					False
control	GNRC	2026-07-29	10.03	195.6	388	True	False		no_entry	never_crossed_orb_high	False		198.0					False	no_entry	never_crossed_orb_high	False		198.0					False
control	GRMN	2026-07-29	12.5	253.65	386	True	False		settled		True	264.81	258.79	270.83	5.055370985603556		stop_hit	True	settled		True	265.0	258.79	271.4	4.900697799248538		stop_hit	True
control	HURN	2026-07-29	21.92	121.37	358	True	False		no_trade	setup:stop_too_wide: 8.76 > 1.5x ATR 5.22	False							False	no_trade	setup:stop_too_wide: 8.76 > 1.5x ATR 5.22	False							False
control	LFUS	2026-07-29	10.96	392.05	354	True	False		settled		True	437.07	401.05	473.09	0.6481584305015742		stop_hit	True	abstain	entry_window_gaps:1_of_24	False		401.05					False
control	MANH	2026-07-29	23.14	168.17	387	True	False		settled		True	195.72	186.24499999999998	205.51000000000002	0.293755496921724		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		186.24499999999998					False
control	MBIN	2026-07-29	12.77	48.77	205	True	False		settled		True	51.42	50.56	52.28	2.1023255813953474		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		50.56					False
control	NEO	2026-07-29	16.19	13.4	390	True	False		settled		True	15.9	14.74	17.060000000000002	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		14.74					False
control	TER	2026-07-29	10.4	320.65	390	True	False		settled		True	369.3	347.93	390.67	-1.0		stop_hit	False	settled		True	369.65	347.93	391.7199999999999	-1.0		stop_hit	False
control	TEVA	2026-07-29	11.4	31.67	390	True	False		settled		True	34.0	33.34	34.66	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		33.34					False
control	ARM	2026-07-30	10.77	224.89	390	True	False		no_entry	never_crossed_orb_high	False		246.17999999999995					False	no_entry	never_crossed_orb_high	False		246.17999999999995					False
control	AVY	2026-07-30	11.88	167.14	368	False	False		abstain	no_930_bar_for_orb	False							False	abstain	no_930_bar_for_orb	False							False
control	BAX	2026-07-30	18.3	24.77	390	True	False		settled		True	29.9	27.840000000000003	31.959999999999994	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		27.840000000000003					False
control	BDC	2026-07-30	10.75	102.03	322	False	False		abstain	no_930_bar_for_orb	False							False	abstain	no_930_bar_for_orb	False							False
control	CORT	2026-07-30	24.21	92.95	388	True	False		no_trade	setup:stop_too_wide: 7.25 > 1.5x ATR 4.59	False							False	no_trade	setup:stop_too_wide: 7.25 > 1.5x ATR 4.59	False							False
control	EFOR	2026-07-30	18.37	23.41	367	True	False		settled		True	25.83	22.179999999999996	29.509999999999998	1.3870319634703199		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		22.179999999999996					False
control	EME	2026-07-30	10.56	672.48	370	True	False		settled		True	788.31	755.01	821.6099999999999	0.32692692692692815		stop_hit	True	settled		True	790.27	755.01	827.49	0.30875401777273676		stop_hit	True
control	FORM	2026-07-30	21.92	83.45	376	True	False		settled		True	102.99	97.14999999999999	108.83	0.6997716894977176		sma_trail_stop	True	settled		True	102.99	97.14999999999999	108.83	0.6997716894977176		sma_trail_stop	True
control	FTNT	2026-07-30	10.1	153.22	390	True	False		settled		True	166.65	153.72	179.58	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		153.72					False
control	GKOS	2026-07-30	10.11	161.66	369	True	False		settled		True	180.2201	172.9799	187.46030000000002	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		172.9799					False
control	HII	2026-07-30	13.53	280.4	385	True	False		settled		True	307.01	298.99	315.03	-1.0		stop_hit	False	settled		True	307.01	298.99	315.03	-1.0		stop_hit	False
control	LRCX	2026-07-30	18.95	252.35	390	True	False		no_entry	never_crossed_orb_high	False		283.96000000000004					False	no_entry	never_crossed_orb_high	False		283.96000000000004					False
control	MKTX	2026-07-30	30.17	125.73	390	True	False		settled		True	163.4	162.87999999999997	163.92000000000004	0.3333333333333333		stop_hit	True	settled		True	163.76	162.87999999999997	165.0	-1.0		stop_hit	False
control	NPKI	2026-07-30	11.95	12.05	371	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
control	PRCH	2026-07-30	25	12.36	389	True	False		no_entry	never_crossed_orb_high	False		13.572					False	no_entry	never_crossed_orb_high	False		13.572					False
control	PWR	2026-07-30	12.09	561.14	390	True	False		settled		True	670.0	625.05	716.0	0.061846496106784644		sma_trail_stop	False	no_entry	never_crossed_orb_high	False		625.05					False
control	SFM	2026-07-30	17.07	79.16	387	True	False		settled		True	88.01	84.49	91.53000000000002	0.33333333333333337		stop_hit	True	settled		True	88.45	84.49	92.85000000000001	-1.0		stop_hit	False
control	SIMO	2026-07-30	19.18	209.68	390	True	False		no_entry	never_crossed_orb_high	False		226.77999999999997					False	no_entry	never_crossed_orb_high	False		226.77999999999997					False
control	STGW	2026-07-30	12.5	8.08	324	True	False		abstain	entry_window_gaps:7_of_29	False		7.48					False	abstain	entry_window_gaps:5_of_24	False		7.48					False
control	TAL	2026-07-30	16.16	10.89	390	True	False		no_entry	never_crossed_orb_high	False		11.8105					False	no_entry	never_crossed_orb_high	False		11.8105					False
control	AAOI	2026-07-31	13.92	90.11	390	True	False		settled		True	102.36	97.74	106.98	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		97.74					False
control	AMZN	2026-07-31	13.92	235.5	390	True	False		settled		True	265.0	259.02	270.98	0.4517279821627658		stop_hit	True	settled		True	266.32	259.02	274.94	0.3936073059360727		stop_hit	True
control	BLZE	2026-07-31	13.06	12.63	376	True	False		settled		True	13.6	13.22	13.979999999999999	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		13.22					False
control	COHR	2026-07-31	12.52	249.06	390	True	False		settled		True	279.64	265.05999999999995	294.24	-1.0		stop_hit	False	settled		True	280.66	265.05999999999995	297.3000000000001	-1.0		stop_hit	False
control	COHU	2026-07-31	22.71	46.45	384	True	False		no_entry	never_crossed_orb_high	False		49.13999999999999					False	no_entry	never_crossed_orb_high	False		49.13999999999999					False
control	CSTL	2026-07-31	12.43	26.79	256	True	False		settled		True	29.85	27.75	32.050000000000004	-1.0		stop_hit	False	settled		True	29.75	27.75	31.75	-1.0		stop_hit	False
control	DXCM	2026-07-31	10.4	74.54	389	True	False		settled		True	81.25	77.75	84.75	1.8556190476190455		stop_hit	True	settled		True	81.66	77.75	85.97999999999999	1.6610400682011934		stop_hit	True
control	FET	2026-07-31	16.04	51.43	216	True	False		settled		True	61.42	60.72	62.120000000000005	0.33333333333333337		stop_hit	True	settled		True	61.73	60.72	63.04999999999999	0.2838283828382842		stop_hit	True
control	FLNC	2026-07-31	10.02	13.47	390	True	False		no_entry	never_crossed_orb_high	False		13.895					False	no_entry	never_crossed_orb_high	False		13.895					False
control	MPWR	2026-07-31	13.96	1316.18	390	True	False		settled		True	1515.0	1444.8200000000002	1585.1799999999998	-1.0113992590481644		stop_hit	False	settled		True	1522.57	1444.8200000000002	1607.8899999999996	-1.0102893890675264		stop_hit	False
control	NBIS	2026-07-31	10.29	188.43	390	True	False		settled		True	204.31	195.69	212.93	-1.0162412993039427		stop_hit	False	no_entry	never_crossed_orb_high	False		195.69					False
control	NVT	2026-07-31	15.4	144.8	390	True	False		settled		True	165.0	161.22000000000003	168.77999999999997	-1.0		stop_hit	False	settled		True	165.415	161.22000000000003	170.02499999999995	-1.0		stop_hit	False
control	NWL	2026-07-31	13.42	5.14	390	True	False		settled		True	6.66	6.279999999999999	7.040000000000001	0.33333333333333337		stop_hit	True	settled		True	6.69	6.279999999999999	7.130000000000002	-1.0		stop_hit	False
control	NXT	2026-07-31	11.97	96.9	390	True	False		no_entry	never_crossed_orb_high	False		95.405					False	no_entry	never_crossed_orb_high	False		95.405					False
control	PWP	2026-07-31	13.68	14.91	382	True	False		no_trade	setup:stop_too_wide: 1.93 > 1.5x ATR 0.81	False							False	no_trade	setup:stop_too_wide: 1.93 > 1.5x ATR 0.81	False							False
control	SPSC	2026-07-31	10.83	65.83	345	True	False		settled		True	73.47	69.07	78.03	0.3454545454545452		stop_hit	True	settled		True	73.47	69.07	78.03	0.3454545454545452		stop_hit	True
control	SPXC	2026-07-31	15.25	199.3	358	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
control	CNH	2026-08-03	15.66	10.25	389	True	False		settled		True	11.61	11.22	12.009999999999998	0.3418803418803418		stop_hit	True	settled		True	11.6	11.22	11.979999999999999	0.3333333333333333		stop_hit	True
control	FTH	2026-08-03	10.13	27.24	115	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
control	FTK	2026-08-03	10.45	23.54	289	True	False		settled		True	25.16	23.919999999999998	26.400000000000002	0.29569892473118276		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		23.919999999999998					False
control	LIND	2026-08-03	15.55	29.58	364	True	False		settled		True	31.36	30.31	32.54	1.663492063492063		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		30.31					False
