2026-07-01|PRGS|11.17|routine|747601.2726769999|polygon_20d|33.58|7.5|0.48|9.268|30||score 30 < 50 (catalyst=routine)
2026-07-02|NEXA|13.12|routine|913409.8176160001|polygon_20d|12.04|4.5|0.29|2.458|36||score 36 < 50 (catalyst=routine)
2026-07-06|IREN|12.16|strong|47992017.643243|polygon_20d|38.82|2.7|0.17|1.425|45||score 45 < 50 (catalyst=strong)
2026-07-06|RGNX|11.07|strong|1843147.5033175|polygon_20d|13.28|2.5|0.13|1.085|17||score 17 < 50 (catalyst=strong)
2026-07-06|WULF|19.92|game_changer|28172594.6499165|polygon_20d|21.18||0.05|9.337|96|HIGH|
2026-07-07|AGIO|12.81|strong|1064544.752328|polygon_20d|37.39|3.6|0.23|4.558|48||score 48 < 50 (catalyst=strong)
2026-07-07|DOCN|15.62|game_changer|3308520.0824725|polygon_20d|131.37||0.01|3.613|115.2|HIGH|
2026-07-08|BBOT|10.49|strong|399523.793789|polygon_20d|8.29||0.01||43||score 43 < 50 (catalyst=strong)
2026-07-08|KC|11.76|strong|1394423.3671845002|polygon_20d|9.44|6|0.31|2.55|50|MODERATE|
2026-07-08|PENG|10.52|game_changer|3839999.308129|polygon_20d|62.71|5.3|0.34|3.289|72|HIGH|
2026-07-09|ALNY|15.3|routine|1236666.2057710001|polygon_20d|323.5|15.6|1|14.757|35||score 35 < 50 (catalyst=routine)
2026-07-09|BBIO|15.02|routine|3057838.303304|polygon_20d|78.33|11.4|0.73|13.993|35||score 35 < 50 (catalyst=routine)
2026-07-09|ICHR|11.7|strong|1226721.11009|polygon_20d|88.81|2.3|0.15|1.324|17||score 17 < 50 (catalyst=strong)
2026-07-09|SMPL|16.9|routine|2006430.408209|polygon_20d|12.84|3.1|0.12|4.32|45||score 45 < 50 (catalyst=routine)
2026-07-09|UCTT|10.12|routine|1498575.4967470001|polygon_20d|100.91|2.9|0.15|1.572|12||score 12 < 50 (catalyst=routine)
2026-07-10|CRCL|10.76|game_changer|13917309.1186825|polygon_20d|63.01||0.11|4.837|60|MODERATE|
2026-07-10|EQPT|11.13|routine|2628540.459118|polygon_20d|16|4.2|0.27|4.496|33||score 33 < 50 (catalyst=routine)
2026-07-10|VOD|11.58|strong|3665529.780936|polygon_20d|13.08|9.5|0.61|5.285|42||score 42 < 50 (catalyst=strong)
2026-07-10|WDFC|14.23|game_changer|144236.5949475|polygon_20d|239.42||0.04|5.429|72|HIGH|
2026-07-14|CLSK|17.15|game_changer|19612605.694405|polygon_20d|12.36||0.08|16.43|96|HIGH|
2026-07-14|TSEM|18.57|game_changer|1899788.849718|polygon_20d|229.68||0.08|9.429|80|HIGH|
2026-07-15|AEHR|29.5|game_changer|1920275.564948|polygon_20d|72.01||0.06|7.188|96|HIGH|
2026-07-15|ANGO|10.54|routine|359957.795943|polygon_20d|13|5.1|0.33||32||score 32 < 50 (catalyst=routine)
2026-07-15|MANE|10.66|game_changer|565630.1430795|polygon_20d|110.17||0.02|6.739|72|HIGH|
2026-07-15|PRG|21.65|strong|536983.400619|polygon_20d|45.21||0||80|HIGH|
2026-07-16|ABT|11.87|routine|13255145.1504375|polygon_20d|89.27|4.5|0.29|4.864|25||score 25 < 50 (catalyst=routine)
2026-07-16|CDNA|22.99|routine|847732.5479065|polygon_20d|29.75|16.4|1.05|13.949|30||score 30 < 50 (catalyst=routine)
2026-07-16|GHRS|11.44|routine|204474.10926300002|polygon_20d|26.92|6.2|0.24|2.579|17||score 17 < 50 (catalyst=routine)
2026-07-16|MAN|26.52|routine|1114716.376707|polygon_20d|39.02|6.6|0.42|11.248|42||score 42 < 50 (catalyst=routine)
2026-07-17|DCBO|11.65|routine|68467.91120900001|polygon_20d|18.54|6.2|0.32||40||score 40 < 50 (catalyst=routine)
2026-07-17|SG|15.16|routine|5185821.9003880005|polygon_20d|6.22|5.8|0.3|5.419|56.4|MODERATE|
2026-07-17|TRVI|11.75|routine|3005483.657373|polygon_20d|17.36||0.02|93.433|15||score 15 < 50 (catalyst=routine)
2026-07-20|HUT|11.54|game_changer|4148554.8702165|polygon_20d|91.45||0.01|4.195|72|MODERATE|
2026-07-20|IREN|13.15|game_changer|39984517.093499|polygon_20d|33.62|4.3|0.22|2.034|72|MODERATE|
2026-07-20|PLOW|10.74|routine|231348.58331000002|polygon_20d|44.62|9.9|0.51|7.742|32||score 32 < 50 (catalyst=routine)
2026-07-21|HAS|10.61|game_changer|1881067.4015374999|polygon_20d|81.59|12.1|0.62|19.977|72|MODERATE|
2026-07-21|PKE|17.88|routine|325186.7487705|polygon_20d|32.66|4.1|0.26|5.503|35||score 35 < 50 (catalyst=routine)
2026-07-22|ARWR|19.57|game_changer|2420376.19183|polygon_20d|74.52||0.01|25.831|80|HIGH|
2026-07-22|EFOR|12.37|routine|962301.622154|polygon_20d|18.31|2.3|0.12|3.129|50.4|MODERATE|
2026-07-22|FTAI|11.51|routine|1215497.6331004999|polygon_20d|210.25||0.11|83.839|23||score 23 < 50 (catalyst=routine)
2026-07-22|PAG|10.52|routine|297910.84035149997|polygon_20d|195.19|9.2|0.59|14.969|42||score 42 < 50 (catalyst=routine)
2026-07-22|SMCI|15.88|strong|52044849.477692|polygon_20d|25.5||0.04|4.497|70|MODERATE|
2026-07-23|ALLE|10.04|routine|1310871.882235|polygon_20d|139.95|1|0.04|1.032|15||score 15 < 50 (catalyst=routine)
2026-07-23|CLF|15.03|strong|20317670.8566455|polygon_20d|9.45||0.07|28.763|84|HIGH|
2026-07-23|DGX|10.54|routine|984526.682614|polygon_20d|209.83|6.7|0.43|10.791|27||score 27 < 50 (catalyst=routine)
2026-07-23|LMT|10.11|routine|1177305.3869495|polygon_20d|514.36|6|0.31|4.367|27||score 27 < 50 (catalyst=routine)
2026-07-23|MEDP|22.84|routine|352014.606161|polygon_20d|528.12|6.7|0.43|7.581|42||score 42 < 50 (catalyst=routine)
2026-07-23|NVCR|15.54|strong|1480816.9874635|polygon_20d|15.57||0.03|7.784|84|HIGH|
2026-07-23|OII|12.36|routine|1009524.8156335|polygon_20d|45|1.6|0.1|1.746|15||score 15 < 50 (catalyst=routine)
2026-07-23|TMO|10.56|routine|2105237.3609865|polygon_20d|526.46|6.8|0.35|5.269|37||score 37 < 50 (catalyst=routine)
