scan_date	ticker	scan_et	gap_pct	prev_close	rel_volume	filter_reason	ep_score	score_tier	catalyst_quality	rank_by_gap	projected_vol_multiple	pm_rvol	adv	adv_source	minutes_since_open	price_source
2026-07-31	FORR	2026-07-31 09:55:00.216269	10.06	9.74	0.07	outside top-20 gap cap (gap 10.1%)				21	1.1		149468.4586255	polygon_20d	25	polygon_delayed
2026-07-31	IESC	2026-07-31 08:10:00.027487	11.41	571.54	0	pre-mkt volume 682 < 25,000 shares				9		1.199	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:15:00.027622	11.41	571.54	0	pre-mkt volume 682 < 25,000 shares				10		1.189	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:20:00.042007	11.41	571.54	0	pre-mkt volume 682 < 25,000 shares				10		1.189	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:25:00.020516	11.7	571.54	0	pre-mkt volume 794 < 25,000 shares				8		1.384	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:30:00.02896	11.98	571.54	0.01	pre-mkt volume 1,389 < 25,000 shares				8		2.404	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:35:00.027234	13.9	571.54	0.01	pre-mkt volume 1,756 < 25,000 shares				8		3.039	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:40:00.166324	13.9	571.54	0.01	pre-mkt volume 1,756 < 25,000 shares				8		3.481	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:45:00.027979	13.73	571.54	0.01	pre-mkt volume 1,940 < 25,000 shares				8		3.846	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:50:00.024394	13.73	571.54	0.01	pre-mkt volume 1,940 < 25,000 shares				8		3.641	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 08:55:00.02246	13.73	571.54	0.01	pre-mkt volume 1,940 < 25,000 shares				8		3.183	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 09:00:00.223069	13.73	571.54	0.01	pre-mkt volume 1,940 < 25,000 shares				8		3.163	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 09:00:00.232486	13.73	571.54	0.01	pre-mkt volume 1,940 < 25,000 shares				8		3.163	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 09:05:00.044762	13.73	571.54	0.01	pre-mkt volume 1,940 < 25,000 shares				8		3.163	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 09:10:00.052874	13.73	571.54	0.01	pre-mkt volume 1,940 < 25,000 shares				9		3.163	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 09:15:00.038465	12.85	571.54	0.01	pre-mkt volume 2,505 < 25,000 shares				9		4.084	248350.083124	polygon_20d		polygon_delayed
2026-07-31	IESC	2026-07-31 09:20:00.059443	12.85	571.54	0.01	pre-mkt volume 2,505 < 25,000 shares				10		4.084	248350.083124	polygon_20d		polygon_delayed
