scan_date	ticker	scan_et	gap_pct	prev_close	rel_volume	filter_reason	ep_score	score_tier	catalyst_quality	rank_by_gap	projected_vol_multiple	pm_rvol	adv	adv_source	minutes_since_open	price_source
2026-08-13	AMBP	2026-08-13 08:55:00.036041	11.2	5.06	0.02	M&A/buyout catalyst — no momentum trade				13		12.949	2608371.657099	polygon_20d		polygon_delayed
2026-08-13	BLSH	2026-08-13 09:55:00.051234	12.4	24.63	0.29		54	MODERATE	routine	15	4.5	3.381	1309564.2761295	polygon_20d	25	polygon_delayed
2026-08-13	COLL	2026-08-13 09:55:00.051234	11.52	25.7	0.25	routine catalyst, gap 11.5%				18	3.9	5.21	455844.54407149996	polygon_20d	25	polygon_delayed
2026-08-13	KGEI	2026-08-13 07:35:00.017174	10.52	5.42	0.02	quality filter: filter:adv_too_low: $600,466				10			136246.888107	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 07:25:00.021595	11.29	6.29	0.71	quality filter: filter:adv_too_low: $208,597				9			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 07:30:00.021246	25.44	6.29	2.63	quality filter: filter:adv_too_low: $208,597				2			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 07:35:00.017174	16.53	6.29	6.96	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 07:40:00.028094	13.67	6.29	7.94	quality filter: filter:adv_too_low: $208,597				6			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 07:45:00.036485	14.14	6.29	8.3	quality filter: filter:adv_too_low: $208,597				7			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 07:50:00.023652	21.62	6.29	10.17	quality filter: filter:adv_too_low: $208,597				3			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 07:55:00.018662	20.19	6.29	10.8	quality filter: filter:adv_too_low: $208,597				3			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:00:00.023872	20.84	6.29	12.14	quality filter: filter:adv_too_low: $208,597				3			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:05:00.021976	20.83	6.29	12.65	quality filter: filter:adv_too_low: $208,597				3			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:10:00.022873	20.83	6.29	13.04	quality filter: filter:adv_too_low: $208,597				3			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:15:00.041881	20.67	6.29	13.26	quality filter: filter:adv_too_low: $208,597				3			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:20:00.018381	20.19	6.29	13.48	quality filter: filter:adv_too_low: $208,597				3			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:25:00.024151	15.26	6.29	13.92	quality filter: filter:adv_too_low: $208,597				5			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:30:00.023714	17.09	6.29	14.23	quality filter: filter:adv_too_low: $208,597				5			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:35:00.018862	17.33	6.29	14.39	quality filter: filter:adv_too_low: $208,597				5			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:40:00.023124	16.38	6.29	14.52	quality filter: filter:adv_too_low: $208,597				5			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:45:00.033464	18.12	6.29	14.67	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 08:50:00.021013	16.38	6.29	14.78	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 09:00:00.176538	17.01	6.29	14.95	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 09:00:00.176889	17.01	6.29	14.95	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 09:05:00.156962	14.79	6.29	15.18	quality filter: filter:adv_too_low: $208,597				6			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 09:15:00.036796	15.1	6.29	16	quality filter: filter:adv_too_low: $208,597				6			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 09:20:00.043017	18.1	6.29	16.46	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 09:25:00.034427	18.1	6.29	16.46	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d		polygon_delayed
2026-08-13	LNSR	2026-08-13 09:30:00.056721	15.1	6.29	16.57	quality filter: filter:adv_too_low: $208,597				7			45227.3877835	polygon_20d	1	polygon_delayed
2026-08-13	LNSR	2026-08-13 09:31:00.022007	14.63	6.29	16.6	quality filter: filter:adv_too_low: $208,597				7			45227.3877835	polygon_20d	1	polygon_delayed
2026-08-13	LNSR	2026-08-13 09:35:00.055685	16.69	6.29	16.69	quality filter: filter:adv_too_low: $208,597				4			45227.3877835	polygon_20d	5	polygon_delayed
2026-08-13	LNSR	2026-08-13 09:40:00.05358	17.01	6.29	16.75	quality filter: filter:adv_too_low: $208,597				5			45227.3877835	polygon_20d	10	polygon_delayed
2026-08-13	LNSR	2026-08-13 09:45:00.0731	19.55	6.29	17.01	quality filter: filter:adv_too_low: $208,597				4	442.3		45227.3877835	polygon_20d	15	polygon_delayed
2026-08-13	LNSR	2026-08-13 09:50:00.059164	22.21	6.29	19.39	quality filter: filter:adv_too_low: $208,597				5	378.1		45227.3877835	polygon_20d	20	polygon_delayed
2026-08-13	LNSR	2026-08-13 09:55:00.051234	19.24	6.29	20.25	quality filter: filter:adv_too_low: $208,597				8	315.9		45227.3877835	polygon_20d	25	polygon_delayed
2026-08-13	RRGB	2026-08-13 09:50:00.059164	15.44	8.16	0.84	quality filter: filter:mcap_too_small: $167M < $500M				8	16.4		198221.7927275	polygon_20d	20	polygon_delayed
2026-08-13	RRGB	2026-08-13 09:55:00.051234	22.02	8.16	1.27	quality filter: filter:mcap_too_small: $167M < $500M				6	19.8		198221.7927275	polygon_20d	25	polygon_delayed
2026-08-13	STEM	2026-08-13 09:50:00.059164	12.84	5.45	0.14	quality filter: filter:adv_too_low: $705,625				11	2.7	1.064	135473.0224925	polygon_20d	20	polygon_delayed
2026-08-13	STEM	2026-08-13 09:55:00.051234	26.56	5.45	0.73	quality filter: filter:adv_too_low: $705,625				4	11.4	4.727	135473.0224925	polygon_20d	25	polygon_delayed
2026-08-13	XE	2026-08-13 09:45:00.0731	14	20.35	0.08	EP cooldown — alerted within last 60 days				9	2.1	1.24	5665617.114419	polygon_20d	15	polygon_delayed
2026-08-13	XE	2026-08-13 09:50:00.059164	14.57	20.35	0.16	EP cooldown — alerted within last 60 days				9	3.1	1.902	5665617.114419	polygon_20d	20	polygon_delayed
2026-08-13	XE	2026-08-13 09:55:00.051234	11.6	20.35	0.19	EP cooldown — alerted within last 60 days				16	3	1.919	5665617.114419	polygon_20d	25	polygon_delayed
2026-08-14	ABX	2026-08-14 09:55:00.059502	10.17	8.52	0.18	routine catalyst, gap 10.2%				14	2.8	3.439	777344.42242	polygon_20d	25	polygon_delayed
2026-08-14	CPS	2026-08-14 08:05:00.032204	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				12			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:10:00.020602	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				12			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:15:00.016636	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				12			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:20:00.023745	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				12			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:25:00.020747	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				12			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:30:00.024766	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				13			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:35:00.034516	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				13			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:40:00.02276	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:45:00.026284	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:50:00.027572	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 08:55:00.024779	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 09:00:00.159506	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 09:00:00.159864	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 09:05:00.035912	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 09:10:00.038791	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				14			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 09:15:00.034909	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 09:20:00.05709	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				15			196418.177508	polygon_20d		polygon_delayed
2026-08-14	CPS	2026-08-14 09:25:00.042924	10.91	27.23	0.02	quality filter: filter:mcap_too_small: $484M < $500M				13			196418.177508	polygon_20d		polygon_delayed
2026-08-14	MF	2026-08-14 09:31:00.020907	11	10	0	quality filter: filter:atr_too_high: 15.1% > 15.0%				10			187063.772213	polygon_20d	1	polygon_delayed
2026-08-14	MF	2026-08-14 09:35:00.05744	67	10	1.05	quality filter: filter:atr_too_high: 15.1% > 15.0%				1			187063.772213	polygon_20d	5	polygon_delayed
2026-08-14	MF	2026-08-14 09:40:00.05817	33.3	10	2.23	quality filter: filter:atr_too_high: 15.1% > 15.0%				4			187063.772213	polygon_20d	10	polygon_delayed
2026-08-14	MF	2026-08-14 09:45:00.066222	32.8	10	2.51	quality filter: filter:atr_too_high: 15.1% > 15.0%				4	65.3		187063.772213	polygon_20d	15	polygon_delayed
2026-08-14	MF	2026-08-14 09:50:00.044338	41.9	10	2.61	quality filter: filter:atr_too_high: 15.1% > 15.0%				3	50.9		187063.772213	polygon_20d	20	polygon_delayed
2026-08-14	MF	2026-08-14 09:55:00.059502	41.9	10	2.61	quality filter: filter:atr_too_high: 15.1% > 15.0%				3	40.7		187063.772213	polygon_20d	25	polygon_delayed
2026-08-14	NMAX	2026-08-14 09:50:00.044338	16.75	9.49	0.72		100.8	HIGH	strong	8	14	5.264	670756.3370375	polygon_20d	20	polygon_delayed
2026-08-14	NMAX	2026-08-14 09:55:00.059502	20.13	9.49	1.33	already scored earlier today				8	20.7	8.673	670756.3370375	polygon_20d	25	polygon_delayed
2026-08-14	OBX	2026-08-14 08:40:00.02276	10.99	18.92	0.02	quality filter: filter:adv_no_data				14			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 08:45:00.026284	10.99	18.92	0.02	quality filter: filter:adv_no_data				14			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 08:50:00.027572	10.99	18.92	0.02	quality filter: filter:adv_no_data				14			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 08:55:00.024779	10.99	18.92	0.02	quality filter: filter:adv_no_data				14			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 09:00:00.159506	10.99	18.92	0.02	quality filter: filter:adv_no_data				14			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 09:00:00.159864	10.99	18.92	0.02	quality filter: filter:adv_no_data				14			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 09:05:00.035912	10.99	18.92	0.02	quality filter: filter:adv_no_data				13			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 09:10:00.038791	10.99	18.92	0.02	quality filter: filter:adv_no_data				13			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 09:15:00.034909	10.99	18.92	0.02	quality filter: filter:adv_no_data				13			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 09:20:00.05709	10.99	18.92	0.02	quality filter: filter:adv_no_data				14			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	OBX	2026-08-14 09:25:00.042924	10.99	18.92	0.02	quality filter: filter:adv_no_data				12			22846.0862265	polygon_20d		polygon_delayed
2026-08-14	STDN	2026-08-14 09:50:00.044338	10.87	12.09	0.1	filter:session_rvol_too_low: session_rvol=0.71x (today 105,831 / baseline 148,894 n=19) < 1.0x				15	2	0.711	1071467.1113495	polygon_20d	20	polygon_delayed
2026-08-14	STDN	2026-08-14 09:55:00.059502	12.9	12.09	0.18		53.3	MODERATE	strong	12	2.8	1.112	1071467.1113495	polygon_20d	25	polygon_delayed
2026-08-17	ARGX	2026-08-17 07:20:00.050604	10.53	851.29	0.01		86.4	HIGH	game_changer	4		5.21	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 07:25:00.019531	10.54	851.29	0.01	already scored earlier today				6		5.192	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 07:30:00.128217	10.42	851.29	0.01	already scored earlier today				7		6.227	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 07:35:00.025289	10.76	851.29	0.01	already scored earlier today				8		8.236	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 07:40:00.134911	10.54	851.29	0.01	already scored earlier today				8		8.458	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 07:45:00.022398	10.54	851.29	0.01	already scored earlier today				8		7.149	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 07:50:00.025989	10.31	851.29	0.01	already scored earlier today				8		7.176	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 07:55:00.021374	10.31	851.29	0.01	already scored earlier today				8		7.176	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:00:00.023329	10.82	851.29	0.02	already scored earlier today				8		9.528	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:05:00.021576	10.82	851.29	0.02	already scored earlier today				7		7.149	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:10:00.02439	10.78	851.29	0.02	already scored earlier today				7		4.531	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:15:00.019288	10.94	851.29	0.02	already scored earlier today				7		4.985	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:20:00.119633	11.31	851.29	0.02	already scored earlier today				6		5.118	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:25:00.022925	11.15	851.29	0.02	already scored earlier today				7		5.397	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:30:00.026142	11.39	851.29	0.02	already scored earlier today				6		5.611	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:35:00.01972	11.39	851.29	0.02	already scored earlier today				6		5.029	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:40:00.019614	11.22	851.29	0.03	already scored earlier today				7		5.922	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:45:00.02499	11.83	851.29	0.03	already scored earlier today				6		6.277	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:50:00.037629	11.94	851.29	0.03	already scored earlier today				6		6.798	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 08:55:00.019646	12.07	851.29	0.04	already scored earlier today				6		7.146	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 09:00:00.181705	12.07	851.29	0.04	already scored earlier today				6		6.991	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 09:00:00.181904	12.07	851.29	0.04	already scored earlier today				7		6.991	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 09:05:00.037803	12.19	851.29	0.04	already scored earlier today				7		7.928	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 09:15:00.041527	12.18	851.29	0.04	already scored earlier today				6		8.029	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 09:20:00.045184	11.86	851.29	0.04	already scored earlier today				6		9.135	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 09:25:00.035436	11.91	851.29	0.04	already scored earlier today				6		9.236	282973.737033	polygon_20d		polygon_delayed
2026-08-17	ARGX	2026-08-17 09:35:00.058459	11.13	851.29	0.05	already scored earlier today				6		1.062	282973.737033	polygon_20d	5	polygon_delayed
2026-08-17	ARGX	2026-08-17 09:40:00.06292	11	851.29	0.05	filter:session_rvol_too_low: session_rvol=0.78x (today 14,299 / baseline 18,256 n=23) < 1.0x				6		0.783	282973.737033	polygon_20d	10	polygon_delayed
2026-08-17	ARGX	2026-08-17 09:50:00.052053	13.21	851.29	0.21	already scored earlier today				5	4.1	2.216	282973.737033	polygon_20d	20	polygon_delayed
2026-08-17	ARGX	2026-08-17 09:55:00.058707	14.24	851.29	0.27	already scored earlier today				7	4.2	2.385	282973.737033	polygon_20d	25	polygon_delayed
2026-08-17	CBRS	2026-08-17 09:55:00.058707	12.78	218.98	0.52		60	MODERATE	strong	8	8.1	2.977	5302478.087009	polygon_20d	25	polygon_delayed
2026-08-17	DUOT	2026-08-17 08:55:00.019646	10.54	9.11	0.05	quality filter: filter:mcap_too_small: $286M < $500M				8		3.123	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:00:00.181705	13.06	9.11	0.08	quality filter: filter:mcap_too_small: $286M < $500M				5		4.608	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:00:00.181904	13.06	9.11	0.08	quality filter: filter:mcap_too_small: $286M < $500M				5		4.608	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:05:00.037803	14.16	9.11	0.1	quality filter: filter:mcap_too_small: $286M < $500M				5		5.906	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:10:00.139986	14.16	9.11	0.12	quality filter: filter:mcap_too_small: $286M < $500M				5		6.93	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:15:00.041527	13.88	9.11	0.15	quality filter: filter:mcap_too_small: $286M < $500M				5		8.193	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:20:00.045184	13.72	9.11	0.16	quality filter: filter:mcap_too_small: $286M < $500M				5		8.598	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:25:00.035436	13.61	9.11	0.17	quality filter: filter:mcap_too_small: $286M < $500M				5		8.333	756830.254428	polygon_20d		polygon_delayed
2026-08-17	DUOT	2026-08-17 09:30:00.049998	13.61	9.11	0.17	quality filter: filter:mcap_too_small: $286M < $500M				4		5.273	756830.254428	polygon_20d	1	polygon_delayed
2026-08-17	DUOT	2026-08-17 09:35:00.058459	13.5	9.11	0.19	quality filter: filter:mcap_too_small: $286M < $500M				4		2.886	756830.254428	polygon_20d	5	polygon_delayed
2026-08-17	DUOT	2026-08-17 09:40:00.06292	13.79	9.11	0.21	quality filter: filter:mcap_too_small: $286M < $500M				5		2.144	756830.254428	polygon_20d	10	polygon_delayed
2026-08-17	DUOT	2026-08-17 09:45:00.046314	13.61	9.11	0.25	quality filter: filter:mcap_too_small: $286M < $500M				5	6.5	2.039	756830.254428	polygon_20d	15	polygon_delayed
2026-08-17	DUOT	2026-08-17 09:50:00.052053	18.66	9.11	0.58	quality filter: filter:mcap_too_small: $286M < $500M				4	11.3	3.761	756830.254428	polygon_20d	20	polygon_delayed
2026-08-17	DUOT	2026-08-17 09:55:00.058707	15.42	9.11	0.77	quality filter: filter:mcap_too_small: $286M < $500M				5	12	4.43	756830.254428	polygon_20d	25	polygon_delayed
2026-08-17	FVR	2026-08-17 07:35:00.025289	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 07:40:00.134911	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 07:45:00.022398	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 07:50:00.025989	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 07:55:00.021374	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:00:00.023329	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:05:00.021576	11.34	19.76	0.01	routine catalyst, gap 11.3%				6			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:10:00.02439	11.34	19.76	0.01	routine catalyst, gap 11.3%				6			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:15:00.019288	11.34	19.76	0.01	routine catalyst, gap 11.3%				6			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:20:00.119633	11.34	19.76	0.01	routine catalyst, gap 11.3%				5			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:25:00.022925	11.34	19.76	0.01	routine catalyst, gap 11.3%				5			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:30:00.026142	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:35:00.01972	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:40:00.019614	11.34	19.76	0.01	routine catalyst, gap 11.3%				6			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:45:00.02499	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:50:00.037629	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 08:55:00.019646	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 09:00:00.181705	11.34	19.76	0.01	routine catalyst, gap 11.3%				8			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 09:00:00.181904	11.34	19.76	0.01	routine catalyst, gap 11.3%				8			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 09:05:00.037803	11.34	19.76	0.01	routine catalyst, gap 11.3%				8			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	FVR	2026-08-17 09:20:00.045184	11.34	19.76	0.01	routine catalyst, gap 11.3%				7			166698.2330925	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 07:30:00.128217	11.44	10.04	0.06	routine catalyst, gap 11.4%				6		51.332	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 07:35:00.025289	16.04	10.04	0.09	score 34 < 50 (catalyst=routine)	33.6		routine	4		68.744	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 07:40:00.134911	15.5	10.04	0.1	score 34 < 50 (catalyst=routine)	33.6		routine	4		86.008	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 07:45:00.022398	15.04	10.04	0.12	score 34 < 50 (catalyst=routine)	33.6		routine	3		98.169	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 07:50:00.025989	17.03	10.04	0.14	score 34 < 50 (catalyst=routine)	33.6		routine	2		108.024	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 07:55:00.021374	16.33	10.04	0.16	score 34 < 50 (catalyst=routine)	33.6		routine	3		122.595	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:00:00.023329	15.34	10.04	0.17	score 34 < 50 (catalyst=routine)	33.6		routine	4		134.792	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:05:00.021576	15.34	10.04	0.2	score 34 < 50 (catalyst=routine)	33.6		routine	5		162.921	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:10:00.02439	13.45	10.04	0.24	score 28 < 50 (catalyst=routine)	27.6		routine	5		182.053	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:15:00.019288	12.55	10.04	0.24	score 28 < 50 (catalyst=routine)	27.6		routine	5		146.137	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:20:00.119633	10.56	10.04	0.25	score 28 < 50 (catalyst=routine)	27.6		routine	7		112.347	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:25:00.022925	11.23	10.04	0.26	score 28 < 50 (catalyst=routine)	27.6		routine	6		110.266	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:30:00.026142	12.55	10.04	0.27	score 28 < 50 (catalyst=routine)	27.6		routine	5		96.278	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:35:00.01972	12.65	10.04	0.31	score 28 < 50 (catalyst=routine)	27.6		routine	5		108.695	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:40:00.019614	13.55	10.04	0.31	score 28 < 50 (catalyst=routine)	27.6		routine	5		108.333	2205904.230693	polygon_20d		polygon_delayed
2026-08-17	OCUL	2026-08-17 08:45:00.02499	15.38	10.04	0.33	score 34 < 50 (catalyst=routine)	33.6		routine	5		109.949	2205904.230693	polygon_20d		polygon_delayed
