ticker|alert_date|ruleset|score_tier_stored|score_lo|score_hi|admit|status|reason|entered|entry_px|stop|target|partial_fired|final_reason|realized_r|gap_through|day0_missing_minutes|sessions_abstained
PONY|2026-05-26|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||8.979999999999999||False|||False|0|0
POWI|2026-05-26|era_c|HIGH|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||73.75||False|||False||0
RDW|2026-05-26|era_c|HIGH|75.0|82.5|admit|settled||True|19.68|18.72|20.64|True|stop_hit|0.20833333333333365|True|0|0
ANF|2026-05-27|era_c|HIGH|45.6|54.6|reject|no_trade|window_out_of_orb|False||78.51000000000002||False|||False||0
ASTI|2026-05-27|era_c|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||6.0||False|||False||0
BBWI|2026-05-27|era_c|HIGH|45.6|54.6|reject|no_trade|window_out_of_orb|False||19.1||False|||False||0
CRSR|2026-05-27|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.0036||False|||False|389|0
DY|2026-05-27|era_c|HIGH|78.0|87.0|admit|abstain|entry_window_gaps:29_of_29|False||527.01||False|||False|389|0
QFIN|2026-05-27|era_c|HIGH|30.0|37.5|reject|no_trade|window_out_of_orb|False||12.790000000000001||False|||False||0
AVAV|2026-05-28|era_c|HIGH|78.0|87.0|admit|abstain|entry_window_gaps:29_of_29|False||189.76||False|||False|389|0
KSS|2026-05-28|era_c|MODERATE|45.6|54.6|reject|no_trade|window_out_of_orb|False||15.02||False|||False||0
KTOS|2026-05-28|era_c|MODERATE|78.0|87.0|admit|settled||True|64.34|59.019999999999996|69.66000000000001|False|stop_hit|-1.0|False|0|0
PHR|2026-05-28|era_c|MODERATE|30.0|37.5|reject|no_trade|window_out_of_orb|False||10.099999999999998||False|||False||0
RCAT|2026-05-28|era_c|HIGH|72.6|81.6|admit|abstain|entry_window_gaps:29_of_29|False||11.4||False|||False|389|0
SNOW|2026-05-28|era_c|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||224.33||False|||False||0
ASAN|2026-05-29|era_c|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||6.802099999999999||False|||False||0
BHVN|2026-05-29|era_c|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||10.100000000000001||False|||False||0
CHA|2026-05-29|era_c|MODERATE|33.0|42.0|reject|settled||True|11.79|10.850000000000001|12.729999999999997|True|stop_hit|0.33333333333333337|False|14|0
DELL|2026-05-29|era_c|HIGH|87.0|96.0|admit|abstain|entry_window_gaps:29_of_29|False||412.11||False|||False|389|0
PD|2026-05-29|era_c|MODERATE|33.0|42.0|reject|abstain|day0_fill_bar_straddles_stop|True|9.39|9.129999999999999|9.650000000000002|False|||False|0|0
ALOY|2026-06-01|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||8.73||False|||False||0
NOW|2026-06-01|era_c|MODERATE|87.0|96.0|admit|settled||True|136.17|131.2426|141.09739999999996|False|stop_hit|-1.2724763566992758|True|0|0
SAIC|2026-06-01|era_c|MODERATE|45.6|54.6|reject|no_trade|window_out_of_orb|False||106.5||False|||False||0
SKM|2026-06-01|era_c|MODERATE|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||40.214400000000005||False|||False||0
TNDM|2026-06-01|era_c|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||17.94||False|||False|4|0
CAMT|2026-06-02|era_c|MODERATE|72.6|81.6|admit|settled||True|180.165|169.835|190.49499999999998|False|stop_hit|-0.3995885769603096|False|111|0
GRRR|2026-06-02|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||21.31||False|||False|389|0
HPE|2026-06-02|era_c|HIGH|87.0|96.0|admit|abstain|entry_window_gaps:29_of_29|False||59.49119999999999||False|||False|389|0
LAC|2026-06-02|era_c|MODERATE|72.6|81.6|admit|settled||True|5.97|5.53|6.409999999999999|False|stop_hit|-1.0|False|0|0
MRVL|2026-06-02|era_c|HIGH|87.0|96.0|admit|abstain|entry_window_gaps:29_of_29|False||245.06||False|||False|389|0
ABVX|2026-06-03|era_c|MODERATE|45.6|54.6|reject|settled||True|85.0|77.52000000000001|92.47999999999999|True|sma_trail_stop|2.1096256684492016|False|0|0
NVTS|2026-06-03|era_c|HIGH|75.0|82.5|admit|abstain|entry_window_gaps:29_of_29|False||29.470000000000002||False|||False|389|0
PGY|2026-06-04|era_c|HIGH|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||13.905399999999998||False|||False||0
RUM|2026-06-04|era_c|HIGH|52.5|60.0|reject|abstain|entry_window_gaps:20_of_20|False||8.91||False|||False|389|0
AGX|2026-06-05|era_c|HIGH|123.0|123.0|admit|abstain|entry_window_gaps:29_of_29|False||632.9600000000002||False|||False|389|0
MRLN|2026-06-05|era_c|MODERATE|37.5|45.0|reject|settled||True|9.5|8.620000000000001|10.379999999999999|False|stop_hit|-1.0|False|0|0
TTAN|2026-06-05|era_c|HIGH|72.6|81.6|admit|abstain|entry_window_gaps:29_of_29|False||81.44250000000001||False|||False|389|0
NRIX|2026-06-08|era_c|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||15.320000000000004||False|||False|389|0
CBRL|2026-06-10|era_c|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||41.5701||False|||False||0
ELVN|2026-06-11|era_c|HIGH|52.5|60.0|reject|abstain|entry_window_gaps:29_of_29|False||40.52290000000001||False|||False|389|0
IDCC|2026-06-11|era_c|HIGH|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||269.22||False|||False||0
NAVN|2026-06-11|era_c|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||21.740000000000002||False|||False|389|0
AKTS|2026-06-12|era_c|HIGH|52.5|60.0|reject|no_trade|window_out_of_orb|False||20.559400000000004||False|||False||0
SHAZ|2026-06-12|era_c|HIGH|123.0|123.0|admit|abstain|entry_window_gaps:29_of_29|False||59.81000000000002||False|||False|389|0
AUGO|2026-06-15|era_c|none|33.0|42.0|reject|no_trade|window_out_of_orb|False||63.30999999999999||False|||False||0
HQ|2026-06-15|era_c|MODERATE|52.5|60.0|reject|no_trade|window_out_of_orb|False||10.389999999999999||False|||False||0
HYMC|2026-06-15|era_c|MODERATE|45.6|54.6|reject|no_trade|window_out_of_orb|False||27.9964||False|||False||0
IDR|2026-06-15|era_c|none|33.0|42.0|reject|no_trade|window_out_of_orb|False||38.861200000000004||False|||False||0
MMYT|2026-06-15|era_c|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||41.919999999999995||False|||False||0
XE|2026-06-15|era_c|none|45.6|54.6|reject|no_trade|window_out_of_orb|False||18.369999999999997||False|||False||0
RXT|2026-06-16|era_c|HIGH|67.5|75.0|admit|abstain|entry_window_gaps:29_of_29|False||6.0600000000000005||False|||False|389|0
AEHR|2026-06-17|era_c|MODERATE|71.2|77.5|admit|no_trade|window_out_of_orb|False||112.41||False|||False||0
JBL|2026-06-17|era_c|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:25_of_25|False||402.43999999999994||False|||False|389|0
LZB|2026-06-17|era_c|HIGH|30.0|37.5|reject|no_trade|window_out_of_orb|False||41.71||False|||False||0
QURE|2026-06-17|era_c|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||40.38||False|||False|389|0
SWBI|2026-06-18|era_c|HIGH|46.2|52.5|reject|abstain|entry_window_gaps:29_of_29|False||15.170000000000002||False|||False|389|0
UUUU|2026-06-18|era_c|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||16.56||False|||False|389|0
DFTX|2026-06-22|era_c|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||35.28||False|||False|389|0
JBIO|2026-06-22|era_c|none|52.5|60.0|reject|no_trade|window_out_of_orb|False||17.549999999999997||False|||False||0
MLTX|2026-06-22|era_c|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||19.475||False|||False|389|0
SYRE|2026-06-22|era_c|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||91.82||False|||False|389|0
ABSI|2026-06-24|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.940000000000001||False|||False|389|0
FCEL|2026-06-24|era_c|HIGH|82.5|90.0|admit|abstain|entry_window_gaps:29_of_29|False||22.160999999999998||False|||False|389|0
WEN|2026-06-24|era_c|MODERATE|37.5|45.0|reject|abstain|fwd_stop_and_target_same_day:2026-06-25|True|8.12|7.340000000000002|8.899999999999997|False|||False|8|0
KYMR|2026-06-25|era_c|MODERATE|55.0|61.2|reject|no_trade|window_out_of_orb|False||101.4||False|||False||0
MU|2026-06-25|era_c|HIGH|105.0|112.5|admit|abstain|entry_window_gaps:29_of_29|False||1207.6399999999999||False|||False|389|0
SNX|2026-06-25|era_c|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||269.13000000000005||False|||False|389|0
ACAD|2026-06-26|era_c|HIGH|52.5|60.0|reject|abstain|entry_window_gaps:29_of_29|False||25.27||False|||False|389|0
CHTR|2026-06-29|era_c|none|42.5|48.8|reject|no_trade|window_out_of_orb|False||155.52||False|||False||0
OUST|2026-06-29|era_c|MODERATE|58.8|65.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||42.410000000000004||False|||False||0
QDEL|2026-06-29|era_c|MODERATE|30.0|37.5|reject|no_trade|window_out_of_orb|False||15.46||False|||False||0
AVAV|2026-06-30|era_c|HIGH|45.0|52.5|reject|abstain|entry_window_gaps:29_of_29|False||161.54000000000002||False|||False|389|0
SEDG|2026-06-30|era_c|MODERATE|78.0|87.0|admit|no_entry|never_crossed_orb_high|False||55.2901||False|||False|2|0
GRND|2026-07-01|era_c|MODERATE|52.5|60.0|reject|no_trade|window_out_of_orb|False||14.77||False|||False||0
WULF|2026-07-06|era_c|HIGH|105.0|105.0|admit|settled||True|24.61|22.990000000000002|26.229999999999997|False|stop_hit|-1.0|False|0|0
DOCN|2026-07-07|era_c|HIGH|123.0|123.0|admit|abstain|entry_window_gaps:29_of_29|False||140.69||False|||False|389|0
KC|2026-07-08|era_c|MODERATE|46.2|52.5|reject|no_trade|window_out_of_orb|False||10.225||False|||False||0
PENG|2026-07-08|era_c|HIGH|105.0|105.0|admit|no_trade|window_out_of_orb|False||60.08999999999999||False|||False||0
CRCL|2026-07-10|era_c|HIGH|90.0|90.0|admit|settled||True|70.66|67.92000000000002|73.39999999999998|False|stop_hit|-1.0|False|0|0
WDFC|2026-07-10|era_c|HIGH|105.0|105.0|admit|settled||True|295.0|279.12|310.88|False|stop_hit|-1.0|False|38|0
CLSK|2026-07-14|era_c|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||14.12||False|||False|389|0
TSEM|2026-07-14|era_c|HIGH|90.0|90.0|admit|settled||True|273.25|259.42999999999995|287.07000000000005|False|stop_hit|-1.0|False|4|0
AEHR|2026-07-15|era_c|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||87.54||False|||False|389|0
MANE|2026-07-15|era_c|HIGH|105.0|105.0|admit|settled||True|118.75|117.28999999999999|120.21000000000001|True|stop_hit|0.33333333333333337|False|49|0
PRG|2026-07-15|era_c|MODERATE|46.2|52.5|reject|settled||True|45.46|45.07|46.02|True|stop_hit|0.4786324786324799|False|169|0
SG|2026-07-17|era_c|none|30.0|37.5|reject|no_trade|window_out_of_orb|False||6.570000000000001||False|||False||0
HUT|2026-07-20|era_c|HIGH|105.0|105.0|admit|settled||True|103.48|99.4164|107.54360000000001|False|stop_hit|-1.0|False|0|0
IREN|2026-07-20|era_c|HIGH|105.0|105.0|admit|no_trade|window_out_of_orb|False||35.580000000000005||False|||False||0
HAS|2026-07-21|era_c|HIGH|105.0|105.0|admit|no_trade|window_out_of_orb|False||81.86999999999999||False|||False||0
ARWR|2026-07-22|era_c|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||80.76||False|||False|389|0
EFOR|2026-07-22|era_c|MODERATE|30.0|37.5|reject|abstain|no_930_bar_for_orb|False||||False|||False||0
SMCI|2026-07-22|era_c|HIGH|65.0|71.2|admit|settled||True|29.48|27.52|31.44|True|stop_hit|0.33333333333333337|False|0|0
CLF|2026-07-23|era_c|MODERATE|67.5|75.0|admit|settled||True|10.85|10.35|11.35|True|stop_hit|1.996|False|0|0
NVCR|2026-07-23|era_c|HIGH|52.5|60.0|reject|settled||True|19.05|16.95|21.150000000000002|True|stop_hit|0.33333333333333337|False|1|0
THC|2026-07-24|era_c|HIGH|90.0|90.0|admit|settled||True|240.47|226.69000000000003|254.24999999999997|True|stop_hit|1.140396710208032|False|0|0
WKC|2026-07-24|era_c|HIGH|90.0|90.0|admit|settled||True|39.995|38.005|41.98499999999999|False|stop_hit|-1.0|False|12|0
NNE|2026-07-27|era_c|HIGH|46.2|52.5|reject|no_trade|window_out_of_orb|False||15.86||False|||False||0
QBTS|2026-07-27|era_c|HIGH|70.5|78.0|admit|settled||True|18.17|17.33|19.010000000000005|True|stop_hit|0.3333333333333333|False|0|0
CORZ|2026-07-28|era_c|HIGH|105.0|105.0|admit|no_entry|never_crossed_orb_high|False||19.21||False|||False|0|0
TER|2026-07-29|era_c|HIGH|90.0|90.0|admit|settled||True|369.3|347.93|390.67|False|stop_hit|-1.0|False|0|0
TEVA|2026-07-29|era_c|HIGH|67.5|75.0|admit|no_trade|window_out_of_orb|False||33.34||False|||False||0
ARM|2026-07-30|era_c|HIGH|90.0|90.0|admit|no_entry|never_crossed_orb_high|False||246.17999999999995||False|||False|0|0
CORT|2026-07-30|era_c|HIGH|82.5|90.0|admit|settled||True|112.0|97.5|126.5|False|sma_trail_stop|-0.10275862068965481|False|2|0
EME|2026-07-30|era_c|HIGH|90.0|90.0|admit|settled||True|788.31|755.01|821.6099999999999|True|stop_hit|0.32692692692692815|True|20|0
FTNT|2026-07-30|era_c|HIGH|90.0|96.2|admit|settled||True|166.65|153.72|179.58|False|stop_hit|-1.0|False|0|0
LRCX|2026-07-30|era_c|HIGH|75.0|82.5|admit|no_trade|window_out_of_orb|False||283.96000000000004||False|||False||0
PWR|2026-07-30|era_c|HIGH|90.0|90.0|admit|settled||True|670.0|625.05|716.0|False|sma_trail_stop|0.061846496106784644|False|0|0
SIMO|2026-07-30|era_c|HIGH|90.0|90.0|admit|no_entry|never_crossed_orb_high|False||226.77999999999997||False|||False|0|0
BLZE|2026-07-31|era_c|HIGH|105.0|105.0|admit|no_trade|window_out_of_orb|False||13.22||False|||False||0
COHU|2026-07-31|era_c|HIGH|90.0|90.0|admit|no_entry|never_crossed_orb_high|False||49.13999999999999||False|||False|6|0
FET|2026-07-31|era_c|HIGH|52.5|60.0|reject|settled||True|61.42|60.72|62.120000000000005|True|stop_hit|0.33333333333333337|False|174|0
FLNC|2026-07-31|era_c|HIGH|90.0|90.0|admit|no_entry|never_crossed_orb_high|False||13.895||False|||False|0|0
MPWR|2026-07-31|era_c|HIGH|90.0|90.0|admit|settled||True|1522.57|1444.8200000000002|1607.8899999999996|False|stop_hit|-1.0102893890675264|True|0|0
NWL|2026-07-31|era_c|HIGH|90.0|90.0|admit|settled||True|6.66|6.279999999999999|7.040000000000001|True|stop_hit|0.33333333333333337|False|0|0
FTK|2026-08-03|era_c|HIGH|90.0|90.0|admit|settled||True|25.16|23.919999999999998|26.400000000000002|True|stop_hit|0.29569892473118276|True|101|0
LIND|2026-08-03|era_c|HIGH|46.2|52.5|reject|no_trade|window_out_of_orb|False||30.31||False|||False||0
AEIS|2026-08-04|era_c|HIGH|67.5|75.0|admit|no_entry|never_crossed_orb_high|False||307.58019999999993||False|||False|4|0
AMRC|2026-08-04|era_c|HIGH|27.5|33.8|reject|no_trade|window_out_of_orb|False||30.07||False|||False||0
BLZE|2026-08-04|era_c|HIGH|90.0|90.0|admit|settled||True|21.7499|18.450100000000003|25.049699999999998|False|stop_hit|-1.0|False|0|0
BTDR|2026-08-04|era_c|HIGH|90.0|90.0|admit|settled||True|12.85|12.110000000000001|13.589999999999998|False|stop_hit|-1.0|False|0|0
CAT|2026-08-04|era_c|HIGH|90.0|90.0|admit|no_entry|never_crossed_orb_high|False||905.0006||False|||False|0|0
INSP|2026-08-04|era_c|MODERATE|40.0|46.2|reject|no_trade|window_out_of_orb|False||60.81||False|||False||0
LIFE|2026-08-04|era_c|HIGH|90.0|90.0|admit|no_entry|never_crossed_orb_high|False||25.869999999999997||False|||False|0|0
PLTR|2026-08-04|era_c|HIGH|105.0|105.0|admit|settled||True|148.63|137.93|159.32999999999998|True|stop_hit|1.6941433021806873|False|0|0
TSAT|2026-08-04|era_c|HIGH|90.0|90.0|admit|no_trade|window_out_of_orb|False||42.08||False|||False||0
VOYG|2026-08-04|era_c|HIGH|90.0|90.0|admit|no_trade|setup:zero_range|False||||False|||False||0
ZBRA|2026-08-04|era_c|HIGH|90.0|90.0|admit|settled||True|345.6|313.475|377.855|True|stop_hit|0.7741945525291823|False|6|0
APPS|2026-08-05|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|settled||True|13.15|10.65|15.65|False|sma_trail_stop|-0.3640000000000001|False|0|0
ECG|2026-08-05|era_c|HIGH|105.0|105.0|admit|no_trade|window_out_of_orb|False||142.99999999999997||False|||False||0
HGTY|2026-08-05|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|abstain|no_930_bar_for_orb|False||||False|||False||0
KMT|2026-08-05|era_c|HIGH|105.0|105.0|admit|no_entry|never_crossed_orb_high|False||36.9||False|||False|8|0
KODK|2026-08-05|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|setup:zero_range|False||||False|||False||0
KTOS|2026-08-05|era_c|HIGH|78.0|87.0|admit|settled||True|59.93|54.07|65.78999999999999|False|stop_hit|-1.0|False|0|0
PRGO|2026-08-05|era_c|MODERATE|52.5|60.0|reject|settled||True|12.98|12.259999999999998|13.700000000000003|False|stop_hit|-1.0|False|0|0
ROCK|2026-08-05|era_c|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||47.28000000000001||False|||False||0
TATT|2026-08-05|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|settled||True|51.22|47.34|55.099999999999994|False|stop_hit|-1.0|False|149|0
AEVA|2026-08-06|era_c|HIGH|52.5|60.0|reject|settled||True|26.09|19.930000000000003|32.25|False|stop_hit|-0.5892857142857144|True|4|0
CAI|2026-08-06|era_c|HIGH|40.5|48.0|reject|no_trade|window_out_of_orb|False||16.89||False|||False||0
DCTH|2026-08-06|era_c|HIGH|30.0|37.5|reject|no_trade|window_out_of_orb|False||13.65||False|||False||0
INSM|2026-08-06|era_c|HIGH|105.0|105.0|admit|settled||True|129.41|122.89000000000001|135.92999999999998|True|stop_hit|0.33333333333333337|False|0|0
LFST|2026-08-06|era_c|HIGH|105.0|105.0|admit|no_entry|never_crossed_orb_high|False||9.210199999999999||False|||False|0|0
RDW|2026-08-06|era_c|HIGH|78.0|87.0|admit|no_entry|never_crossed_orb_high|False||11.71||False|||False|0|0
SITM|2026-08-06|era_c|HIGH|105.0|105.0|admit|no_entry|never_crossed_orb_high|False||587.73||False|||False|20|0
SOUN|2026-08-06|era_c|MODERATE|45.0|52.5|reject|no_trade|window_out_of_orb|False||6.83||False|||False||0
